出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"115/09/03","115","2","1101","台泥","195322468.00","400694063.00","596016531.00","108722932.00","187971533.00","296694465.00","77231817.00","--","68922587.00","62929089.00","29325114.00","-979439.00","237429168.00","--","--","61892898.00","299322066.00","--","0.00","30000000.00","30.86"
"115/09/03","115","2","1102","亞泥","102312109.00","234955935.00","337268044.00","69583764.00","59320996.00","128904760.00","35465629.00","--","8247989.00","125602305.00","15108397.00","--","184424320.00","--","--","23938964.00","208363284.00","--","0.00","0.00","52.00"
"115/09/03","115","2","1103","嘉泥","9689726.00","24183310.00","33873036.00","3996922.00","11085514.00","15082436.00","8328746.00","--","1676966.00","10099318.00","-173832.00","-1225259.00","18705939.00","--","--","84661.00","18790600.00","--","0.00","131491726.00","26.67"
"115/09/03","115","2","1104","環泥","7970447.00","23770514.00","31740961.00","4980332.00","1362077.00","6342409.00","6866818.00","--","128916.00","14450405.00","3194814.00","--","24640953.00","--","--","757599.00","25398552.00","--","0.00","0.00","35.88"
"115/09/03","115","2","1108","幸福","5793470.00","4483745.00","10277215.00","4404275.00","405012.00","4809287.00","4047380.00","--","22.00","1420917.00","-453.00","--","5467866.00","--","--","62.00","5467928.00","--","0.00","0.00","13.51"
"115/09/03","115","2","1109","信大","5528239.00","5970295.00","11498534.00","1210318.00","109392.00","1319710.00","3411589.00","--","16134.00","4750573.00","65793.00","--","8244089.00","--","--","1934735.00","10178824.00","0.00","0.00","0.00","24.16"
"115/09/03","115","2","1110","東泥","3288026.00","10078383.00","13366409.00","2333399.00","1356283.00","3689682.00","5720008.00","--","190941.00","2634692.00","967183.00","-8863.00","9503961.00","--","--","172766.00","9676727.00","--","0.00","1536865.00","16.66"
"115/09/03","115","2","1201","味全","7119755.00","11927689.00","19047444.00","6645576.00","4436680.00","11082256.00","5060629.00","--","49394.00","2870495.00","-23142.00","--","7957376.00","--","--","7812.00","7965188.00","0.00","0.00","0.00","15.72"
"115/09/03","115","2","1203","味王","4864200.00","5848229.00","10712429.00","1995149.00","1361047.00","3356196.00","2400000.00","0.00","61371.00","3745309.00","328151.00","-38464.00","6496367.00","--","--","859866.00","7356233.00","0.00","0.00","2293865.00","27.33"
"115/09/03","115","2","1210","大成","33847731.00","44737539.00","78585270.00","40000743.00","3834138.00","43834881.00","8947673.00","0.00","4274788.00","11394216.00","1649829.00","-734821.00","25531685.00","0.00","--","9218704.00","34750389.00","--","0.00","58059471.00","30.51"
"115/09/03","115","2","1213","大飲","228166.00","512283.00","740449.00","67964.00","50808.00","118772.00","566226.00","--","21938.00","32665.00","848.00","--","621677.00","--","--","--","621677.00","0.00","0.00","0.00","10.98"
"115/09/03","115","2","1215","卜蜂","9291226.00","23493543.00","32784769.00","10709784.00","10711846.00","21421630.00","2947901.00","--","36967.00","7116792.00","832263.00","--","10933923.00","--","--","429216.00","11363139.00","0.00","0.00","0.00","37.09"
"115/09/03","115","2","1216","統一","260285451.00","502575164.00","762860615.00","300597689.00","250522535.00","551120224.00","56820154.00","--","2638446.00","76878798.00","-20681.00","--","136316717.00","--","--","75423674.00","211740391.00","0.00","0.00","0.00","23.99"
"115/09/03","115","2","1217","愛之味","2873199.00","12826934.00","15700133.00","3173113.00","4067061.00","7240174.00","4945134.00","--","266157.00","1351666.00","1117879.00","--","7680836.00","--","--","779123.00","8459959.00","0.00","0.00","0.00","15.53"
