出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,保險合約資產,再保險合約資產,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,保險合約負債,再保險合約負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"115/05/13","115","1","2812","台中銀","11220605.00","49734907.00","46943807.00","106058182.00","93409629.00","--","12092402.00","25012775.00","791.00","--","--","644490559.00","199417.00","271848.00","43306.00","--","--","21256314.00","942163.00","538742.00","528541.00","756675.00","3403943.00","1016904606.00","14708707.00","10381339.00","2772004.00","--","14703839.00","9536101.00","895342.00","--","837381687.00","15150000.00","--","--","14055395.00","1389617.00","--","--","972497.00","109486.00","1263373.00","923319387.00","60216258.00","--","2467906.00","30213737.00","687318.00","0.00","93585219.00","--","--","0.00","93585219.00","0.00","0.00","0.00","15.54"
"115/05/13","115","1","2836","高雄銀","2536364.00","20718211.00","4690859.00","33099820.00","51576290.00","--","9173873.00","1498674.00","--","--","--","224474651.00","--","--","244180.00","--","--","3723413.00","273354.00","--","141149.00","97290.00","632499.00","352880627.00","18973898.00","0.00","8444.00","--","11065730.00","4424379.00","161781.00","--","283892896.00","6327000.00","--","--","--","396062.00","--","--","272158.00","49256.00","279010.00","325850614.00","18799170.00","--","1436134.00","5693853.00","1100856.00","--","--","--","--","--","27030013.00","--","0.00","0.00","14.38"
"115/05/13","115","1","5876","上海商銀","30954201.00","425818251.00","7398362.00","555512310.00","159006353.00","--","30352323.00","24905916.00","1166080.00","0.00","--","1199080810.00","1766614.00","--","24387.00","--","--","23575788.00","2109953.00","5291930.00","2344507.00","5978173.00","13674231.00","2488960189.00","49757409.00","--","6718624.00","--","12517652.00","44918009.00","958176.00","--","1991384819.00","65487077.00","--","--","17065410.00","2955206.00","--","--","2097905.00","9551068.00","4557145.00","2207968500.00","48616031.00","--","27867109.00","121615432.00","10437707.00","-83144.00","208453135.00","--","--","72538554.00","280991689.00","0.00","11397439.00","0.00","42.98"
