出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,保險合約資產及再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,保險合約負債及再保險合約負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"115/05/27","115","1","2884","玉山金","45485669.00","317191708.00","321204775.00","439493828.00","534882011.00","223512.00","41200424.00","178788061.00","567693.00","--","--","2704225529.00","--","--","--","12160965.00","1313657.00","34131566.00","7958543.00","7853265.00","3320988.00","29433813.00","4679436007.00","97784339.00","--","90860434.00","3571916.00","63492421.00","35558904.00","58080393.00","5080965.00","--","3833941080.00","46620000.00","334945.00","--","1323934.00","143737204.00","--","5371234.00","2875453.00","5655963.00","4394289185.00","161920000.00","35847197.00","77082271.00","9886696.00","--","--","284736164.00","410658.00","285146822.00","--","0.00","0.00","17.60"
"115/05/27","115","1","2885","元大金","77947312.00","153029112.00","780950268.00","494180342.00","475923989.00","--","70702343.00","583961745.00","2623057.00","0.00","--","1526232035.00","63642.00","3086423.00","11156213.00","239758283.00","20578258.00","30659710.00","10486477.00","30390164.00","6736376.00","122413933.00","4640879682.00","30069705.00","--","287195881.00","--","270899536.00","187761244.00","343478511.00","7529068.00","--","1976758043.00","130723765.00","107279553.00","--","5275920.00","225616826.00","392783492.00","6899894.00","8275879.00","273795383.00","4254342700.00","133311499.00","38274157.00","176847858.00","10448479.00","--","--","358881993.00","27654989.00","386536982.00","0.00","0.00","0.00","26.92"
"115/05/27","115","1","2886","兆豐金","108936088.00","665805572.00","277403869.00","737354583.00","478007931.00","--","3432573.00","157698776.00","1569202.00","--","--","2498622414.00","13006034.00","5125792.00","--","9934770.00","1685002.00","23281958.00","2193529.00","1629956.00","6958363.00","10633265.00","5003279677.00","703100689.00","2160875.00","28876052.00","--","327806813.00","57433916.00","116212359.00","8987771.00","--","3222658789.00","50200000.00","5810000.00","--","17477663.00","26248861.00","10796108.00","2259790.00","2233849.00","19062748.00","4601326283.00","148333783.00","76849829.00","159802627.00","16967155.00","--","--","401953394.00","--","401953394.00","0.00","0.00","0.00","27.10"
"115/05/27","115","1","2889","國票金","15724281.00","95.00","181021585.00","157336196.00","699406.00","--","3920154.00","64927222.00","10333.00","--","--","--","--","5486163.00","--","22382950.00","392857.00","6916616.00","162400.00","267455.00","544897.00","9785548.00","469578158.00","--","24417133.00","4431730.00","--","274304207.00","54376261.00","27757569.00","608214.00","--","--","--","--","--","1823196.00","17925259.00","--","158720.00","68081.00","8941839.00","414812209.00","36335635.00","406012.00","6648494.00","3163059.00","--","--","46553200.00","8212749.00","54765949.00","0.00","0.00","0.00","12.81"
"115/05/27","115","1","2891","中信金","137297531.00","506683588.00","457905330.00","1270990902.00","1883998732.00","273448.00","36767642.00","313287120.00","6610404.00","--","--","4461339952.00","26601652.00","25878186.00","--","140660184.00","128170647.00","54968342.00","17735539.00","40189688.00","25572418.00","92863825.00","9627795130.00","67868476.00","59752138.00","231117396.00","3596448.00","291754911.00","78811536.00","118926080.00","11704464.00","--","5817260379.00","212161628.00","--","--","4384224.00","81062160.00","1886983436.00","26961025.00","23617640.00","117443683.00","9033405624.00","201778069.00","61430807.00","341912829.00","-40816662.00","--","--","564305043.00","30084463.00","594389506.00","0.00","0.00","0.00","27.97"
"115/05/27","115","1","5880","合庫金","54560035.00","451565247.00","209625886.00","585484470.00","740521134.00","--","2281860.00","58975488.00","2707154.00","--","--","3202452947.00","260675.00","147800.00","--","63211520.00","11722422.00","31710232.00","1648067.00","4756165.00","1468427.00","6775756.00","5429875285.00","544320245.00","--","17417116.00","--","69438837.00","48632806.00","62416742.00","3677525.00","--","4198356800.00","78140000.00","9498611.00","--","6281039.00","2749925.00","86905511.00","1628303.00","6654742.00","3441017.00","5139559219.00","156809369.00","45652306.00","79002260.00","1252662.00","--","--","282716597.00","7599469.00","290316066.00","--","0.00","0.00","18.03"
