出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"115/07/31","115","2","1232","大統益","7829900.00","2885579.00","10715479.00","3809801.00","1164464.00","4974265.00","1599749.00","--","23784.00","3884176.00","7071.00","--","5514780.00","--","--","226434.00","5741214.00","0.00","0.00","0.00","34.47"
"115/07/31","115","2","1773","勝一","4780343.00","13890413.00","18670756.00","4591488.00","2491057.00","7082545.00","3000000.00","--","103724.00","8236220.00","95379.00","0.00","11435323.00","--","--","152888.00","11588211.00","--","0.00","0.00","38.12"
"115/07/31","115","2","2015","豐興","11915729.00","14295950.00","26211679.00","3482146.00","661489.00","4143635.00","5815994.00","--","457109.00","15990188.00","-206723.00","--","22056568.00","--","--","11476.00","22068044.00","--","0.00","0.00","37.92"
"115/07/31","115","2","2303","聯電","230259789.00","435713094.00","665972883.00","106305702.00","115742881.00","222048583.00","125769849.00","--","15871319.00","262764860.00","42609887.00","-3095666.00","443920249.00","--","--","4051.00","443924300.00","--","0.00","30551000.00","35.38"
"115/07/31","115","2","2308","台達電","487049600.00","267383732.00","754433332.00","304502192.00","99706248.00","404208440.00","25975433.00","--","61035518.00","199126013.00","7573776.00","--","293710740.00","--","--","56514152.00","350224892.00","0.00","0.00","0.00","113.07"
"115/07/31","115","2","2329","華泰","10651316.00","16003442.00","26654758.00","7534872.00","2710296.00","10245168.00","6589483.00","--","578362.00","4754751.00","4486994.00","--","16409590.00","--","--","--","16409590.00","0.00","0.00","0.00","24.90"
"115/07/31","115","2","2383","台光電","113288915.00","45288529.00","158577444.00","83610781.00","16654586.00","100265367.00","3583211.00","--","11521350.00","40999533.00","2231344.00","--","58335438.00","--","--","-23361.00","58312077.00","0.00","0.00","0.00","162.80"
"115/07/31","115","2","2419","仲琦","9709154.00","2094143.00","11803297.00","5472527.00","317550.00","5790077.00","3213172.00","--","1153618.00","230178.00","220740.00","--","4817708.00","--","--","1195512.00","6013220.00","0.00","0.00","0.00","14.99"
"115/07/31","115","2","2439","美律","27553366.00","13272456.00","40825822.00","16828471.00","5396839.00","22225310.00","2536413.00","--","8470329.00","6677337.00","-464402.00","-432739.00","16786938.00","--","--","1813574.00","18600512.00","0.00","0.00","5000000.00","67.51"
"115/07/31","115","2","2451","創見","46298310.00","7645174.00","53943484.00","14982992.00","487990.00","15470982.00","4313457.00","--","2945805.00","30946458.00","266782.00","--","38472502.00","--","--","--","38472502.00","0.00","0.00","0.00","89.19"
"115/07/31","115","2","2912","統一超","98812536.00","205210373.00","304022909.00","128507034.00","124160553.00","252667587.00","10396223.00","--","91109.00","28200975.00","2288373.00","--","40976680.00","--","--","10378642.00","51355322.00","--","0.00","0.00","39.41"
"115/07/31","115","2","3006","晶豪科","27513845.00","2562520.00","30076365.00","10299677.00","779796.00","11079473.00","2981278.00","--","1412214.00","14761343.00","-737.00","-159045.00","18995053.00","--","--","1839.00","18996892.00","--","0.00","13650000.00","66.77"
"115/07/31","115","2","3023","信邦","28631741.00","6449863.00","35081604.00","17617176.00","930151.00","18547327.00","2400690.00","--","3348881.00","10186005.00","317748.00","--","16253324.00","--","--","280953.00","16534277.00","--","0.00","0.00","67.70"
"115/07/31","115","2","3035","智原","13611818.00","11503615.00","25115433.00","6437365.00","751342.00","7188707.00","2605503.00","--","4423182.00","4991108.00","5094092.00","--","17113885.00","--","--","812841.00","17926726.00","0.00","0.00","0.00","65.68"
