出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,保險合約資產,再保險合約資產,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,保險合約負債,再保險合約負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"115/08/27","115","2","2801","彰銀","36889443.00","228350416.00","121284614.00","327368381.00","538333926.00","--","--","31734300.00","151838.00","--","--","2203823661.00","--","--","207.00","--","--","21918841.00","2159994.00","14227217.00","916389.00","5356461.00","2794590.00","3535310278.00","381401736.00","--","2052178.00","--","31665659.00","47338215.00","1569253.00","--","2777473509.00","42775059.00","--","--","1924598.00","2486388.00","--","--","2036696.00","10826270.00","4060639.00","3305610200.00","120601974.00","--","24.00","86532994.00","22565086.00","0.00","229700078.00","--","--","--","229700078.00","--","0.00","0.00","19.52"
"115/08/27","115","2","2812","台中銀","16298159.00","48199614.00","44096381.00","105049005.00","89983223.00","--","14420103.00","26957857.00","409.00","--","--","649885160.00","214598.00","344326.00","6853.00","--","--","21367849.00","937278.00","537603.00","509701.00","654959.00","3435064.00","1022898142.00","11133710.00","12291797.00","2683581.00","--","15612234.00","13830654.00","704549.00","--","838334263.00","15150000.00","--","--","13301849.00","1390475.00","--","--","968960.00","109486.00","1333986.00","926845544.00","64250747.00","--","2467906.00","27388159.00","1945786.00","0.00","96052598.00","--","--","0.00","96052598.00","0.00","0.00","0.00","15.95"
"115/08/27","115","2","2834","臺企銀","31417678.00","154092764.00","109004098.00","226714245.00","252353714.00","--","26221594.00","15355264.00","22997.00","--","--","1730949721.00","--","--","5491.00","--","--","13597672.00","1016584.00","--","1440783.00","1759272.00","11997474.00","2575949351.00","246261427.00","1686110.00","9694851.00","--","4472859.00","22183001.00","854804.00","--","2071699808.00","53910000.00","--","--","2182378.00","2475923.00","--","--","1051823.00","996166.00","3939163.00","2421408313.00","103983261.00","--","816129.00","42235215.00","7506433.00","--","154541038.00","--","--","--","154541038.00","0.00","0.00","0.00","15.90"
"115/08/27","115","2","2836","高雄銀","2957201.00","15870797.00","4073190.00","32648801.00","56099389.00","--","9723543.00","1700822.00","--","--","--","223061149.00","--","--","247732.00","--","--","3710462.00","254436.00","--","139752.00","130733.00","627765.00","351245772.00","17607386.00","0.00","17148.00","--","13359984.00","4349941.00","118935.00","--","279850116.00","6827000.00","--","--","--","544752.00","--","--","253925.00","48752.00","298835.00","323276774.00","18983162.00","--","1344139.00","5210002.00","2431695.00","--","--","--","--","--","27968998.00","--","0.00","0.00","14.88"
"115/08/27","115","2","2849","安泰銀","2544354.00","18415086.00","27746317.00","50403790.00","35537760.00","--","50773.00","4493513.00","--","--","--","262550060.00","--","--","146722.00","--","--","769203.00","795527.00","--","312104.00","601008.00","1718550.00","406084767.00","5976269.00","--","1183736.00","--","0.00","3506076.00","43354.00","--","352522785.00","--","--","--","5530395.00","213650.00","--","--","791646.00","69989.00","128966.00","369966866.00","19576094.00","--","406714.00","16291770.00","-156677.00","0.00","--","--","--","--","36117901.00","0.00","0.00","0.00","18.45"
