出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"115/05/05","115","1","1570","力肯","850348.00","281011.00","1131359.00","83186.00","8668.00","91854.00","515008.00","--","--","462866.00","61631.00","--","1039505.00","--","--","--","1039505.00","0.00","0.00","0.00","20.18"
"115/05/05","115","1","1584","精剛","3042517.00","4720711.00","7763228.00","1851676.00","1140961.00","2992637.00","2324705.00","--","2044435.00","555493.00","-47957.00","-177757.00","4698919.00","--","--","71672.00","4770591.00","0.00","0.00","7518000.00","20.89"
"115/05/05","115","1","2035","唐榮公司","3732488.00","14084563.00","17817051.00","3307923.00","12119572.00","15427495.00","3500000.00","--","46.00","-1214087.00","103597.00","--","--","--","--","--","2389556.00","--","0.00","0.00","6.83"
"115/05/05","115","1","3081","聯亞","3182499.00","2495638.00","5678137.00","1100813.00","337768.00","1438581.00","925173.00","--","1800026.00","1528374.00","-14017.00","--","--","--","--","--","4239556.00","--","0.00","0.00","45.82"
"115/05/05","115","1","3088","艾訊","5302422.00","2709601.00","8012023.00","2370327.00","450371.00","2820698.00","1086490.00","--","1179174.00","2787741.00","77384.00","--","5130789.00","--","--","60536.00","5191325.00","--","0.00","0.00","47.22"
"115/05/05","115","1","3141","晶宏","1824127.00","2161090.00","3985217.00","1145244.00","96439.00","1241683.00","754607.00","--","425715.00","1391431.00","153700.00","-62495.00","2662958.00","--","--","80576.00","2743534.00","--","0.00","1074000.00","35.80"
"115/05/05","115","1","3169","亞信","1958183.00","150635.00","2108818.00","189169.00","9695.00","198864.00","633070.00","--","493438.00","794165.00","-10719.00","--","1909954.00","--","--","--","1909954.00","--","0.00","0.00","30.27"
"115/05/05","115","1","3211","順達","12710109.00","5772603.00","18482712.00","8983680.00","801352.00","9785032.00","1543050.00","--","2445889.00","4945481.00","-236740.00","--","8697680.00","--","--","0.00","8697680.00","0.00","0.00","0.00","56.37"
"115/05/05","115","1","3264","欣銓","9161378.00","26474488.00","35635866.00","7244788.00","8146021.00","15390809.00","4901701.00","--","955655.00","14187737.00","326736.00","-126772.00","20245057.00","--","--","--","20245057.00","0.00","0.00","16250750.00","42.72"
"115/05/05","115","1","3265","台星科","3972924.00","5718811.00","9691735.00","1981885.00","1678192.00","3660077.00","1362617.00","--","366243.00","4199095.00","103703.00","--","6031658.00","--","--","--","6031658.00","0.00","0.00","0.00","44.27"
"115/05/05","115","1","3306","鼎天","942897.00","2717973.00","3660870.00","388739.00","2423.00","391162.00","506077.00","--","481430.00","236733.00","2045468.00","--","--","--","--","--","3269708.00","--","0.00","0.00","64.61"
"115/05/05","115","1","3372","典範","781785.00","1043686.00","1825471.00","248528.00","80230.00","328758.00","1753240.00","--","132984.00","-389511.00","0.00","--","--","--","--","--","1496713.00","0.00","0.00","0.00","8.54"
"115/05/05","115","1","3467","台灣精材","478414.00","417386.00","895800.00","198045.00","93794.00","291839.00","311066.00","--","180519.00","112376.00","--","--","--","--","--","--","603961.00","--","0.00","0.00","19.42"
"115/05/05","115","1","3511","矽瑪","1156923.00","1316249.00","2473172.00","539276.00","129359.00","668635.00","799729.00","--","551718.00","-62417.00","9185.00","--","1298215.00","--","--","506322.00","1804537.00","--","0.00","0.00","16.23"
"115/05/05","115","1","3529","力旺","4568062.00","1017866.00","5585928.00","1083025.00","14113.00","1097138.00","746865.00","--","132918.00","3568611.00","-9407.00","--","4438987.00","--","--","49803.00","4488790.00","--","0.00","0.00","59.43"
"115/05/05","115","1","3555","博士旺","814286.00","138800.00","953086.00","164852.00","7170.00","172022.00","399988.00","--","215159.00","156493.00","-645.00","--","770995.00","--","--","10069.00","781064.00","0.00","0.00","0.00","19.28"
"115/05/05","115","1","3564","其陽","1845087.00","972576.00","2817663.00","951322.00","506810.00","1458132.00","591231.00","--","548910.00","202383.00","17007.00","--","1359531.00","--","--","--","1359531.00","0.00","0.00","0.00","22.99"
"115/05/05","115","1","3675","德微","2012749.00","2782469.00","4795218.00","1276670.00","887654.00","2164324.00","530579.00","--","1473611.00","552885.00","1329.00","--","2558404.00","--","--","72490.00","2630894.00","0.00","0.00","0.00","48.22"
"115/05/05","115","1","4116","明基醫","3644967.00","1939835.00","5584802.00","2288186.00","1054040.00","3342226.00","445660.00","--","298107.00","305127.00","-1528.00","--","1047366.00","--","--","1195210.00","2242576.00","--","0.00","0.00","23.50"
"115/05/05","115","1","4153","鈺緯","1117166.00","266307.00","1383473.00","446329.00","1075.00","447404.00","586682.00","--","287098.00","69093.00","-6804.00","0.00","936069.00","--","--","--","936069.00","--","0.00","0.00","15.96"
"115/05/05","115","1","4966","譜瑞-KY","16875752.00","9015964.00","25891716.00","3391408.00","248443.00","3639851.00","800578.00","--","3271565.00","18715461.00","1487517.00","-2023256.00","22251865.00","--","--","--","22251865.00","0.00","0.00","3215192.00","289.58"
"115/05/05","115","1","4972","湯石照明","1089099.00","739016.00","1828115.00","337305.00","45621.00","382926.00","568886.00","--","824316.00","77538.00","-14543.00","-11008.00","1445189.00","--","--","--","1445189.00","0.00","0.00","500000.00","25.63"
"115/05/05","115","1","4995","晶達","793515.00","987437.00","1780952.00","511525.00","358149.00","869674.00","425920.00","--","193439.00","288487.00","3432.00","--","911278.00","--","--","--","911278.00","--","152000.00","0.00","21.40"
"115/05/05","115","1","5272","笙科","299074.00","716691.00","1015765.00","104218.00","75409.00","179627.00","552761.00","--","316760.00","-105050.00","71667.00","--","--","--","--","--","836138.00","--","0.00","0.00","15.13"
"115/05/05","115","1","5299","杰力","2110315.00","1784713.00","3895028.00","728881.00","1317.00","730198.00","508890.00","--","1670211.00","984349.00","1380.00","--","3164830.00","--","--","--","3164830.00","--","0.00","0.00","62.19"
"115/05/05","115","1","5344","立衛","278820.00","325718.00","604538.00","65928.00","34671.00","100599.00","794474.00","--","--","-235535.00","-55000.00","--","--","--","--","--","503939.00","--","0.00","0.00","6.34"
"115/05/05","115","1","5345","馥鴻","161486.00","54048.00","215534.00","2767.00","0.00","2767.00","377950.00","--","21561.00","-186744.00","--","--","212767.00","--","--","--","212767.00","--","0.00","0.00","5.63"
"115/05/05","115","1","5371","中光電","34937536.00","23157054.00","58094590.00","28518741.00","1271332.00","29790073.00","3909811.00","--","1939694.00","17180872.00","3377448.00","0.00","26407825.00","--","--","1896692.00","28304517.00","0.00","0.00","0.00","67.54"
"115/05/05","115","1","5490","同亨","1657003.00","230793.00","1887796.00","394450.00","64147.00","458597.00","961522.00","--","82291.00","457630.00","10574.00","-82818.00","1429199.00","--","--","--","1429199.00","--","0.00","3000000.00","15.34"
"115/05/05","115","1","5508","永信建","19327335.00","102137.00","19429472.00","10769419.00","3390592.00","14160011.00","2174281.00","--","216152.00","2879028.00","0.00","--","5269461.00","--","--","--","5269461.00","--","0.00","0.00","24.24"
"115/05/05","115","1","5523","豐謙","5136986.00","424881.00","5561867.00","2688422.00","26775.00","2715197.00","1550015.00","--","5526.00","1287171.00","3958.00","--","2846670.00","--","--","0.00","2846670.00","0.00","0.00","0.00","18.37"
"115/05/05","115","1","5902","德記","1202848.00","571010.00","1773858.00","405366.00","33206.00","438572.00","945000.00","--","0.00","409957.00","-19671.00","--","1335286.00","--","--","--","1335286.00","--","0.00","0.00","14.13"
"115/05/05","115","1","5904","寶雅","12247336.00","20479487.00","32726823.00","12103327.00","14239454.00","26342781.00","1064438.00","--","1475884.00","3843720.00","--","--","--","--","--","--","6384042.00","0.00","0.00","0.00","59.98"
"115/05/05","115","1","6126","信音","7232271.00","3744194.00","10976465.00","3156176.00","1187987.00","4344163.00","1297709.00","--","1806409.00","522868.00","68718.00","-29030.00","3666674.00","--","--","2965628.00","6632302.00","--","0.00","1230000.00","28.96"
