出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/29","109","2","1101","台泥","18434241.00","-27919694.00","15607270.00","-688689.00","5433128.00","53572620.00","59005748.00"
"114/10/29","109","2","1102","亞泥","7619882.00","-14984496.00","3457759.00","-453564.00","-4360419.00","24735495.00","20375076.00"
"114/10/29","109","2","1103","嘉泥","318812.00","13805.00","547057.00","-35646.00","844028.00","2066897.00","2910925.00"
"114/10/29","109","2","1104","環泥","220209.00","-14826.00","-166885.00","--","38498.00","250642.00","289140.00"
"114/10/29","109","2","1108","幸福","357684.00","-204563.00","-87611.00","-64.00","65446.00","233426.00","298872.00"
"114/10/29","109","2","1109","信大","939003.00","265186.00","-494728.00","-39469.00","669992.00","874572.00","1544564.00"
"114/10/29","109","2","1110","東泥","87814.00","-36064.00","-46873.00","--","4877.00","207931.00","212808.00"
"114/10/29","109","2","1201","味全","93303.00","-288889.00","-187844.00","-19032.00","-402462.00","2221758.00","1819296.00"
"114/10/29","109","2","1203","味王","249933.00","252991.00","-379277.00","-106188.00","17459.00","1517644.00","1535103.00"
"114/10/29","109","2","1210","大成","2578948.00","-1771405.00","305514.00","-59978.00","1053079.00","2942742.00","3995821.00"
"114/10/29","109","2","1213","大飲","-6672.00","-19980.00","31980.00","13.00","5341.00","34897.00","40238.00"
"114/10/29","109","2","1215","卜蜂","837829.00","-1190161.00","-497154.00","-4709.00","-854195.00","1172749.00","318554.00"
"114/10/29","109","2","1216","統一","27033700.00","-12114491.00","-3171975.00","-1684068.00","10063166.00","74706801.00","84769967.00"
"114/10/29","109","2","1217","愛之味","103823.00","-49056.00","-297588.00","8853.00","-233968.00","614057.00","380089.00"
"114/10/29","109","2","1218","泰山","-143175.00","67443.00","-498171.00","-5692.00","-579595.00","1147024.00","567429.00"
"114/10/29","109","2","1219","福壽","326461.00","324427.00","-469346.00","-2737.00","178805.00","970228.00","1149033.00"
"114/10/29","109","2","1220","台榮","380116.00","-45402.00","-190153.00","0.00","144561.00","360103.00","504664.00"
"114/10/29","109","2","1225","福懋油","108037.00","176127.00","-307950.00","155.00","-23631.00","819700.00","796069.00"
"114/10/29","109","2","1227","佳格","812381.00","-418722.00","-431441.00","-64755.00","-102537.00","3705903.00","3603366.00"
"114/10/29","109","2","1229","聯華","416935.00","-841795.00","575492.00","-48441.00","102191.00","1758023.00","1860214.00"
"114/10/29","109","2","1231","聯華食","342393.00","-1536774.00","1154583.00","1165.00","-38633.00","295507.00","256874.00"
"114/10/29","109","2","1232","大統益","232328.00","-137363.00","74049.00","--","169014.00","1952494.00","2121508.00"
"114/10/29","109","2","1233","天仁","82490.00","-21521.00","-11747.00","-359.00","48863.00","210211.00","259074.00"
"114/10/29","109","2","1234","黑松","339510.00","-78341.00","-110537.00","-4610.00","146022.00","1222983.00","1369005.00"
"114/10/29","109","2","1235","興泰","-26390.00","78053.00","-86809.00","--","-35146.00","44658.00","9512.00"
"114/10/29","109","2","1236","宏亞","64738.00","-123497.00","70794.00","-716.00","11319.00","50505.00","61824.00"
"114/10/29","109","2","1256","鮮活果汁-KY","307946.00","-123762.00","-167408.00","-24476.00","-7700.00","305885.00","298185.00"
"114/10/29","109","2","1301","台塑","5988603.00","-4321360.00","4244273.00","-52738.00","5858778.00","18165952.00","24024730.00"
"114/10/29","109","2","1303","南亞","13344421.00","-15723096.00","13556392.00","-1942324.00","9235393.00","43608119.00","52843512.00"
"114/10/29","109","2","1304","台聚","5135883.00","-4874415.00","617583.00","-121195.00","757856.00","7927403.00","8685259.00"
"114/10/29","109","2","1305","華夏","151544.00","-462490.00","263718.00","-5904.00","-53132.00","653347.00","600215.00"
"114/10/29","109","2","1307","三芳","970435.00","-251602.00","410247.00","-74827.00","1054253.00","3761456.00","4815709.00"
"114/10/29","109","2","1308","亞聚","2092720.00","-1077661.00","-1602677.00","-5053.00","-592671.00","938616.00","345945.00"
"114/10/29","109","2","1309","台達化","847468.00","-102925.00","-259381.00","-32922.00","452240.00","1312018.00","1764258.00"
"114/10/29","109","2","1310","台苯","-607279.00","-109799.00","30655.00","-1825.00","-688248.00","1506827.00","818579.00"
"114/10/29","109","2","1312","國喬","246299.00","1395682.00","46164.00","49529.00","1737674.00","3403383.00","5141057.00"
"114/10/29","109","2","1313","聯成","1521834.00","-514728.00","-2294714.00","-225270.00","-1512878.00","5324973.00","3812095.00"
"114/10/29","109","2","1314","中石化","-3311370.00","-5263505.00","4473711.00","-128817.00","-4229981.00","9116253.00","4886272.00"
"114/10/29","109","2","1315","達新","-5304.00","5740160.00","-129278.00","-5220.00","5600358.00","650253.00","6250611.00"
"114/10/29","109","2","1316","上曜","310764.00","-131136.00","-163037.00","-201.00","16390.00","359002.00","375392.00"
"114/10/29","109","2","1319","東陽","1990886.00","-1253675.00","-341712.00","28539.00","424038.00","1179700.00","1603738.00"
"114/10/29","109","2","1321","大洋","278125.00","223242.00","-473075.00","-6043.00","22249.00","460375.00","482624.00"
"114/10/29","109","2","1323","永裕","240881.00","-311146.00","116923.00","-34494.00","12164.00","1370705.00","1382869.00"
