出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","111","3","1101","台泥","79274330.00","74872991.00","--","--","4401339.00","--","--","4401339.00","5573857.00","--","-1172518.00","4013202.00","2840684.00","1286301.00","1554383.00","0.00","--","1554383.00","356029.00","--","1910412.00","2917831.00","--","-1363448.00","3129262.00","--","-1218850.00","0.38"
"114/10/29","111","3","1102","亞泥","66093948.00","56176859.00","--","--","9917089.00","--","--","9917089.00","2420468.00","--","7496621.00","6662819.00","14159440.00","2200293.00","11959147.00","--","--","11959147.00","5955608.00","--","17914755.00","11407298.00","--","551849.00","16616521.00","--","1298234.00","3.44"
"114/10/29","111","3","1103","嘉泥","1593823.00","1539019.00","--","--","54804.00","--","--","54804.00","378956.00","--","-324152.00","157609.00","-166543.00","43796.00","-210339.00","--","--","-210339.00","-3198252.00","--","-3408591.00","-215386.00","--","5047.00","-3297837.00","--","-110754.00","-0.33"
"114/10/29","111","3","1104","環泥","5063948.00","4127680.00","--","--","936268.00","--","--","936268.00","385431.00","--","550837.00","1026592.00","1577429.00","118359.00","1459070.00","--","--","1459070.00","73896.00","--","1532966.00","1435977.00","--","23093.00","1509960.00","--","23006.00","2.20"
"114/10/29","111","3","1108","幸福","2946179.00","2361456.00","--","--","584723.00","--","--","584723.00","190064.00","453.00","395112.00","-17639.00","377473.00","72753.00","304720.00","--","--","304720.00","-98285.00","--","206435.00","304720.00","--","--","206435.00","--","--","0.75"
"114/10/29","111","3","1109","信大","4675441.00","3828411.00","--","--","847030.00","--","--","847030.00","245585.00","--","601445.00","77295.00","678740.00","316105.00","362635.00","--","--","362635.00","168206.00","--","530841.00","282240.00","--","80395.00","394075.00","--","136766.00","0.83"
"114/10/29","111","3","1110","東泥","1231013.00","1132325.00","--","--","98688.00","--","--","98688.00","107588.00","--","-8900.00","28382.00","19482.00","3589.00","15893.00","--","--","15893.00","-76532.00","--","-60639.00","41144.00","--","-25251.00","-35364.00","--","-25275.00","0.07"
"114/10/29","111","3","1201","味全","15214414.00","10916254.00","--","--","4298160.00","--","--","4298160.00","3879753.00","--","418407.00","7707.00","426114.00","99032.00","327082.00","--","--","327082.00","135788.00","--","462870.00","326522.00","--","560.00","462222.00","--","648.00","0.65"
"114/10/29","111","3","1203","味王","4705786.00","3326906.00","--","--","1378880.00","--","--","1378880.00","730397.00","--","648483.00","276942.00","925425.00","180486.00","744939.00","--","--","744939.00","29733.00","--","774672.00","537871.00","--","207068.00","548602.00","--","226070.00","2.26"
"114/10/29","111","3","1210","大成","82816416.00","74510080.00","--","--","8306336.00","--","--","8306336.00","6165240.00","--","2141096.00","451267.00","2592363.00","530314.00","2062049.00","--","--","2062049.00","428241.00","--","2490290.00","1591835.00","--","470214.00","1796993.00","--","693297.00","1.88"
"114/10/29","111","3","1213","大飲","298234.00","309810.00","--","--","-11576.00","--","--","-11576.00","43813.00","--","-55389.00","-5943.00","-61332.00","-130.00","-61202.00","0.00","--","-61202.00","-13.00","--","-61215.00","-61202.00","--","--","-61215.00","--","--","-1.08"
"114/10/29","111","3","1215","卜蜂","21251007.00","18339545.00","--","--","2911462.00","--","--","2911462.00","1399695.00","10458.00","1522225.00","-47078.00","1475147.00","292799.00","1182348.00","--","--","1182348.00","-24896.00","--","1157452.00","1194288.00","--","-11940.00","1169392.00","--","-11940.00","4.05"
"114/10/29","111","3","1216","統一","396497245.00","268818875.00","--","--","127678370.00","--","--","127678370.00","103604733.00","--","24073637.00","5458311.00","29531948.00","7162622.00","22369326.00","--","--","22369326.00","6327645.00","--","28696971.00","14612992.00","--","7756334.00","21385595.00","--","7311376.00","2.57"
"114/10/29","111","3","1217","愛之味","3843896.00","2671857.00","--","--","1172039.00","--","--","1172039.00","954204.00","--","217835.00","129714.00","347549.00","47651.00","299898.00","--","--","299898.00","-166375.00","--","133523.00","292072.00","--","7826.00","134946.00","--","-1423.00","0.59"
"114/10/29","111","3","1218","泰山","8450224.00","7203720.00","--","--","1246504.00","134.00","231.00","1246601.00","1114136.00","--","132465.00","320503.00","452968.00","23150.00","429818.00","--","--","429818.00","3900.00","--","433718.00","429724.00","--","94.00","433672.00","--","46.00","0.88"
"114/10/29","111","3","1219","福壽","12650048.00","11478007.00","--","-3038.00","1169003.00","200.00","--","1168803.00","865102.00","--","303701.00","51085.00","354786.00","62396.00","292390.00","--","--","292390.00","3885.00","--","296275.00","304707.00","--","-12317.00","307945.00","--","-11670.00","0.95"
"114/10/29","111","3","1220","台榮","2555000.00","2322643.00","--","--","232357.00","--","--","232357.00","178041.00","--","54316.00","18904.00","73220.00","15950.00","57270.00","--","--","57270.00","0.00","--","57270.00","36009.00","--","21261.00","36009.00","--","21261.00","0.20"
"114/10/29","111","3","1225","福懋油","11244609.00","10435974.00","24395.00","--","833030.00","-560.00","--","833590.00","484821.00","-1332.00","347437.00","59880.00","407317.00","72623.00","334694.00","--","--","334694.00","4810.00","--","339504.00","340989.00","--","-6295.00","345799.00","--","-6295.00","1.56"
"114/10/29","111","3","1227","佳格","20399539.00","15730662.00","--","--","4668877.00","--","--","4668877.00","3505283.00","--","1163594.00","164634.00","1328228.00","303448.00","1024780.00","--","--","1024780.00","-1214.00","--","1023566.00","976082.00","--","48698.00","1025082.00","--","-1516.00","1.07"
"114/10/29","111","3","1229","聯華","9246716.00","6869961.00","--","--","2376755.00","--","--","2376755.00","843344.00","--","1533411.00","2758330.00","4291741.00","68692.00","4223049.00","--","--","4223049.00","-7739184.00","--","-3516135.00","3264101.00","--","958948.00","-1648419.00","--","-1867716.00","2.21"
"114/10/29","111","3","1231","聯華食","7762956.00","5972531.00","--","--","1790425.00","--","--","1790425.00","986449.00","--","803976.00","-39670.00","764306.00","158117.00","606189.00","--","--","606189.00","7646.00","--","613835.00","607281.00","--","-1092.00","614377.00","--","-542.00","2.71"
"114/10/29","111","3","1232","大統益","17687951.00","15890009.00","--","--","1797942.00","--","--","1797942.00","687112.00","--","1110830.00","166804.00","1277634.00","268161.00","1009473.00","--","--","1009473.00","290.00","--","1009763.00","978481.00","--","30992.00","978771.00","--","30992.00","6.12"
"114/10/29","111","3","1233","天仁","1312952.00","583739.00","--","--","729213.00","--","--","729213.00","740979.00","--","-11766.00","39331.00","27565.00","-529.00","28094.00","--","--","28094.00","7090.00","--","35184.00","27739.00","--","355.00","34692.00","--","492.00","0.31"
"114/10/29","111","3","1234","黑松","6964779.00","4973312.00","--","--","1991467.00","--","--","1991467.00","1526523.00","--","464944.00","377428.00","842372.00","148477.00","693895.00","--","--","693895.00","5271.00","--","699166.00","693895.00","--","--","699166.00","--","--","1.73"
"114/10/29","111","3","1235","興泰","48843.00","22981.00","--","--","25862.00","--","--","25862.00","8045.00","--","17817.00","161906.00","179723.00","17.00","179706.00","--","--","179706.00","63371.00","--","243077.00","179706.00","--","--","243077.00","--","--","1.39"
"114/10/29","111","3","1236","宏亞","1461131.00","1086173.00","--","--","374958.00","--","--","374958.00","396234.00","--","-21276.00","460506.00","439230.00","39023.00","400207.00","--","--","400207.00","458572.00","--","858779.00","400207.00","--","0.00","858779.00","--","--","3.69"
"114/10/29","111","3","1256","鮮活果汁-KY","3437315.00","2449329.00","--","--","987986.00","--","--","987986.00","526266.00","--","461720.00","72604.00","534324.00","147583.00","386741.00","--","--","386741.00","112425.00","--","499166.00","336245.00","--","50496.00","436945.00","--","62221.00","9.94"
"114/10/29","111","3","1301","台塑","200581272.00","159323671.00","--","--","41257601.00","--","--","41257601.00","12151438.00","--","29106163.00","22034092.00","51140255.00","7604149.00","43536106.00","--","--","43536106.00","-25992457.00","--","17543649.00","43536106.00","--","--","17543649.00","--","--","6.84"
