出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","113","3","2855","統一證","185974623.00","10007419.00","195982042.00","161292502.00","218896.00","161511398.00","14558313.00","--","91261.00","17653321.00","2069193.00","--","34372088.00","--","--","98556.00","34470644.00","0.00","0.00","0.00","23.61"
"114/10/29","113","3","6005","群益證","283767180.00","24940671.00","308707851.00","257701255.00","5399947.00","263101202.00","21709081.00","--","2743257.00","14240556.00","3673030.00","--","42365924.00","--","--","3240725.00","45606649.00","--","0.00","0.00","19.52"
"114/10/29","113","3","6024","群益期","61617996.00","974864.00","62592860.00","55056709.00","76978.00","55133687.00","2104376.00","--","1663253.00","3651189.00","36905.00","--","7455723.00","--","--","3450.00","7459173.00","0.00","0.00","0.00","35.43"
