出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","113","4","2880","華南金","75858073.00","242231622.00","160653672.00","374241188.00","835917351.00","--","2219241.00","84024820.00","334871.00","--","--","2391862041.00","5887139.00","276595.00","--","14240547.00","13347574.00","33690460.00","2185115.00","960683.00","3837916.00","4492988.00","4246261896.00","271436406.00","--","5183051.00","--","50983741.00","50860924.00","46256761.00","3085600.00","--","3398731515.00","71389216.00","2822000.00","--","24195446.00","83865306.00","2247642.00","6201476.00","8649923.00","4025909007.00","137791734.00","17766839.00","72744449.00","-7952555.00","--","--","220350467.00","2422.00","220352889.00","--","0.00","0.00","15.99"
"114/10/29","113","4","2881","富邦金","379050189.00","440314252.00","1863630999.00","733541220.00","3856151849.00","14986278.00","102323717.00","403483429.00","3546918.00","3590521.00","--","3063157625.00","38420772.00","60641958.00","--","565223802.00","297642364.00","71840154.00","13960568.00","33733010.00","59484052.00","62587530.00","12067311207.00","142686385.00","1341114.00","105790101.00","19124183.00","64379975.00","88331474.00","231041142.00","11573299.00","154973.00","4447223581.00","360530634.00","9243640.00","--","4826219473.00","609592672.00","21437041.00","63177508.00","99669257.00","11101516452.00","152657119.00","159094995.00","645589960.00","-6216472.00","--","--","951125602.00","14669153.00","965794755.00","--","0.00","0.00","62.30"
"114/10/29","113","4","2882","國泰金","331924124.00","304995700.00","2029794871.00","1032941639.00","4905021138.00","6615.00","39225129.00","306818735.00","1724232.00","--","--","3081678906.00","19634708.00","62945904.00","--","810353665.00","481132365.00","109547868.00","5124668.00","33152377.00","87844767.00","123282926.00","13767150337.00","184682667.00","--","203998439.00","2591575.00","21953912.00","91876330.00","101378430.00","6651714.00","--","3783367486.00","248957330.00","39908290.00","--","7191592811.00","855810849.00","19654750.00","73089394.00","35109655.00","12860623632.00","162025102.00","203143822.00","581517297.00","-57994700.00","0.00","0.00","888691521.00","17835184.00","906526705.00","--","0.00","0.00","54.85"
"114/10/29","113","4","2883","凱基金","68053348.00","37955433.00","618609889.00","256148521.00","1729065793.00","735637.00","93537812.00","172152213.00","875944.00","--","--","509030873.00","844147.00","28092039.00","--","188562747.00","56222023.00","30850748.00","11657229.00","17274521.00","21697927.00","106877660.00","3948244504.00","12112909.00","--","81307658.00","902016.00","178629928.00","77793273.00","105110572.00","1550379.00","--","592785038.00","109990604.00","25349611.00","--","2112697504.00","240168957.00","4065014.00","25926587.00","72561292.00","3640951342.00","183900741.00","33736912.00","110346338.00","-20827525.00","--","--","307156466.00","136696.00","307293162.00","163584.00","0.00","0.00","16.70"
"114/10/29","113","4","2884","玉山金","62593270.00","265856363.00","282624694.00","384646204.00","484231582.00","81705.00","29266642.00","157731477.00","418276.00","--","--","2311873258.00","--","--","--","11603150.00","1331490.00","34419584.00","7195102.00","6612127.00","3187118.00","24565535.00","4068237577.00","80524089.00","--","92053439.00","79543.00","38258144.00","24706650.00","49545944.00","2848292.00","--","3344612917.00","47450000.00","337737.00","--","1035171.00","120468433.00","4542312.00","3228060.00","5072489.00","3814763220.00","159958000.00","35089397.00","52685546.00","5559039.00","--","--","253291982.00","182375.00","253474357.00","--","0.00","0.00","15.83"
"114/10/29","113","4","2885","元大金","83226254.00","98990404.00","601160529.00","329586158.00","554949950.00","--","85047944.00","342512890.00","2622447.00","280243.00","--","1280633452.00","1343382.00","2260465.00","8550242.00","132321962.00","14705836.00","28974811.00","10804544.00","30531049.00","7363297.00","99863945.00","3715729804.00","2310340.00","--","186040458.00","--","273112894.00","154619336.00","177196786.00","5557055.00","--","1684724042.00","111032794.00","63585186.00","--","391867186.00","173232189.00","5941224.00","7418066.00","143238921.00","3379876477.00","129428640.00","38198040.00","138498008.00","8113916.00","--","--","314238604.00","21614723.00","335853327.00","0.00","0.00","0.00","24.28"
"114/10/29","113","4","2886","兆豐金","103947126.00","598175343.00","248660022.00","580413345.00","649383986.00","--","7032081.00","117592363.00","2558187.00","0.00","--","2294640812.00","14846172.00","5408372.00","--","6235154.00","2070487.00","22227252.00","1985283.00","1522902.00","6627546.00","8280316.00","4671606749.00","557004765.00","2655613.00","26637926.00","--","300343788.00","37437809.00","93627240.00","8421828.00","--","3152660552.00","43700000.00","9101108.00","--","30112679.00","23070614.00","2056289.00","2203014.00","18529638.00","4307562863.00","148333783.00","76840889.00","137586961.00","1282253.00","0.00","--","364043886.00","--","364043886.00","0.00","0.00","0.00","24.54"
"114/10/29","113","4","2887","台新新光金","33110688.00","108262582.00","185958931.00","169292719.00","812983362.00","--","2741500.00","186735572.00","--","--","--","1660513546.00","702364.00","527999.00","--","55826062.00","10856081.00","25308787.00","2218285.00","3669396.00","7694759.00","24302711.00","3290705344.00","12676083.00","--","56665194.00","--","64973243.00","49413465.00","44764025.00","2234377.00","--","2320225929.00","64533272.00","10243711.00","--","271768851.00","148851012.00","2291981.00","2578856.00","10600758.00","3061820757.00","140761443.00","38197778.00","50104233.00","-116447.00","-89298.00","--","228857709.00","26878.00","228884587.00","--","0.00","1927518.00","16.26"
"114/10/29","113","4","2889","國票金","3518995.00","459.00","180290817.00","137348572.00","973878.00","--","79865.00","46017303.00","14184.00","--","--","--","--","5562988.00","--","15838014.00","396077.00","7019755.00","200250.00","266859.00","585680.00","5563369.00","403677065.00","--","23772414.00","3106925.00","--","261836679.00","27888543.00","17502455.00","474779.00","--","--","--","--","--","1747659.00","12224216.00","192999.00","55381.00","5422769.00","354224819.00","35321896.00","403398.00","5430946.00","820061.00","0.00","--","41976301.00","7475945.00","49452246.00","--","0.00","0.00","11.88"
"114/10/29","113","4","2890","永豐金","41540847.00","154822373.00","163694578.00","385260105.00","309768426.00","--","106565921.00","163300871.00","435567.00","--","--","1608209108.00","--","1043686.00","--","75611538.00","2146058.00","13594508.00","3935185.00","2279114.00","2433035.00","34134246.00","3068775166.00","86467488.00","0.00","78251402.00","--","77125226.00","70671078.00","64562131.00","2821287.00","--","2271906962.00","68782133.00","16031920.00","18437.00","2945228.00","98610559.00","3495403.00","1788558.00","19914406.00","2863392218.00","126858509.00","6129361.00","78085827.00","-5690749.00","--","--","205382948.00","0.00","205382948.00","--","0.00","0.00","16.19"
