出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","113","1","1240","茂生農經","1292127.00","942926.00","2235053.00","710750.00","66263.00","777013.00","393702.00","--","145207.00","607722.00","255800.00","--","1402431.00","--","--","55609.00","1458040.00","--","0.00","0.00","35.62"
"114/10/29","113","1","1259","安心","1328612.00","5088915.00","6417527.00","2233182.00","1653942.00","3887124.00","323895.00","--","809816.00","912431.00","468537.00","--","2514679.00","--","--","15724.00","2530403.00","0.00","0.00","0.00","77.64"
"114/10/29","113","1","1264","德麥","3055076.00","1742125.00","4797201.00","1125303.00","72334.00","1197637.00","370644.00","--","673837.00","1826100.00","-22825.00","-2432.00","2845324.00","--","--","754240.00","3599564.00","--","0.00","12000.00","76.79"
"114/10/29","113","1","1268","漢來美食","2361743.00","4825759.00","7187502.00","1892599.00","2933641.00","4826240.00","422237.00","--","1123334.00","743216.00","72475.00","0.00","2361262.00","--","--","--","2361262.00","--","0.00","0.00","55.92"
"114/10/29","113","1","1294","漢田生技","333111.00","589683.00","922794.00","214904.00","270275.00","485179.00","194144.00","--","37069.00","203170.00","--","--","434383.00","--","--","3232.00","437615.00","--","0.00","0.00","22.37"
"114/10/29","113","1","1336","台翰","1254904.00","1419699.00","2674603.00","491347.00","343734.00","835081.00","783024.00","--","687501.00","447101.00","-78104.00","--","1839522.00","--","--","--","1839522.00","0.00","0.00","0.00","23.49"
"114/10/29","113","1","1565","精華","3910503.00","3860060.00","7770563.00","1427757.00","369251.00","1797008.00","504165.00","--","526000.00","4942033.00","1357.00","--","5973555.00","--","--","--","5973555.00","0.00","0.00","0.00","118.48"
"114/10/29","113","1","1569","濱川","3386763.00","2936471.00","6323234.00","2086718.00","841896.00","2928614.00","1214474.00","--","1154878.00","992317.00","-100500.00","--","3261169.00","--","--","133451.00","3394620.00","--","0.00","0.00","26.85"
"114/10/29","113","1","1570","力肯","752642.00","313784.00","1066426.00","107246.00","24507.00","131753.00","515008.00","--","0.00","388009.00","31656.00","0.00","934673.00","--","--","0.00","934673.00","0.00","0.00","0.00","18.15"
"114/10/29","113","1","1580","新麥","2454509.00","1664068.00","4118577.00","1251491.00","179478.00","1430969.00","502302.00","--","206827.00","1988030.00","-120283.00","--","2576876.00","--","--","110732.00","2687608.00","--","0.00","0.00","51.30"
