出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/10/29","113","2","2801","彰銀","47733037.00","187958040.00","80599831.00","307605212.00","485725114.00","--","--","31446885.00","166676.00","--","--","1915205626.00","--","--","1143170.00","20945785.00","1915226.00","13928304.00","965707.00","5389678.00","1701933.00","3102430224.00","117352789.00","--","2761402.00","--","20277371.00","45193083.00","1841162.00","--","2655923951.00","40815527.00","--","--","1064136.00","3142454.00","1774547.00","12081241.00","6538479.00","2908766142.00","112057583.00","--","--","70900894.00","10705605.00","0.00","193664082.00","--","--","--","193664082.00","--","0.00","0.00","17.84"
"114/10/29","113","2","2812","台中銀","14927610.00","43445683.00","31376841.00","86715287.00","108342944.00","--","9161093.00","24408496.00","2.00","--","--","565939044.00","181398.00","129523.00","121153.00","18689849.00","1042071.00","972761.00","255378.00","893950.00","2984564.00","909587647.00","15851932.00","14191491.00","1964945.00","--","7683613.00","13379491.00","819308.00","--","748778158.00","16500000.00","--","--","8448529.00","1386833.00","1072507.00","109486.00","1050724.00","831237017.00","55187566.00","--","1528256.00","20705110.00","929698.00","0.00","78350630.00","--","--","0.00","78350630.00","0.00","0.00","0.00","14.99"
"114/10/29","113","2","2820","華票","289945.00","--","135605528.00","93314334.00","2188290.00","--","3411166.00","1111789.00","354487.00","--","--","--","--","--","59616.00","146103.00","10876.00","--","--","270526.00","598740.00","237361400.00","18389055.00","--","45618.00","--","191085552.00","1544152.00","17178.00","--","--","--","--","--","--","1373881.00","10881.00","40718.00","449244.00","212956279.00","13429600.00","--","15224.00","11873725.00","-913428.00","--","--","--","--","--","24405121.00","--","0.00","0.00","18.17"
"114/10/29","113","2","2834","臺企銀","33174274.00","118424206.00","76135080.00","202814137.00","253665986.00","--","4642000.00","13588162.00","353057.00","--","--","1532479922.00","--","--","7821.00","13891187.00","1276635.00","--","1072179.00","1703970.00","13197312.00","2266425928.00","141199959.00","1547685.00","9796473.00","--","2822816.00","27470503.00","959427.00","--","1893676862.00","53460000.00","--","--","2095988.00","2620899.00","1310855.00","933046.00","2896906.00","2140791419.00","91679828.00","--","815900.00","31358237.00","1780544.00","--","125634509.00","--","--","--","125634509.00","0.00","0.00","0.00","15.28"
"114/10/29","113","2","2836","高雄銀","5033640.00","13606556.00","2654792.00","35820148.00","57602802.00","--","3462926.00","1676776.00","0.00","--","--","211163292.00","--","--","234182.00","3022123.00","372602.00","--","97867.00","81570.00","252369.00","335081645.00","9421362.00","0.00","2472.00","--","10977457.00","4775502.00","67071.00","--","279377991.00","5377000.00","--","--","--","363103.00","373359.00","43187.00","216073.00","310994577.00","18263271.00","--","1436134.00","4675984.00","-288321.00","--","--","--","--","--","24087068.00","--","0.00","0.00","13.58"
"114/10/29","113","2","2838","聯邦銀","10689223.00","40386203.00","53602857.00","63352544.00","82094413.00","--","55262976.00","42284265.00","148032.00","--","--","580491711.00","387245.00","--","1661547.00","16014534.00","1844851.00","4501887.00","2194472.00","611541.00","9070288.00","964598589.00","14276053.00","1325004.00","389311.00","--","61092610.00","12194075.00","407242.00","--","773558029.00","5000000.00","855603.00","375000.00","12232485.00","455607.00","1841541.00","2227366.00","3606722.00","889836648.00","42531719.00","--","8137301.00","16879761.00","4992965.00","--","72541746.00","--","--","2220195.00","74761941.00","--","0.00","0.00","18.23"
"114/10/29","113","2","2845","遠東銀","6570820.00","43783923.00","42403048.00","60687963.00","135882504.00","--","3798579.00","19170072.00","--","--","--","482435844.00","2709394.00","--","8932490.00","5151711.00","1029138.00","--","1559446.00","119230.00","349554.00","814583716.00","2482473.00","533333.00","9059029.00","--","713626.00","8861311.00","187890.00","--","674412227.00","14401900.00","--","--","42259802.00","633411.00","1042013.00","--","443204.00","755030219.00","42753997.00","--","302926.00","16329854.00","166720.00","--","59553497.00","--","--","--","59553497.00","--","0.00","0.00","14.63"
"114/10/29","113","2","2849","安泰銀","3196288.00","13026469.00","20088370.00","43379946.00","39815758.00","--","938352.00","4066851.00","166067.00","--","--","222858518.00","--","--","254497.00","681802.00","755458.00","58829.00","261234.00","647939.00","1311007.00","351507385.00","3962417.00","--","516812.00","--","364027.00","3738217.00","0.00","--","306729700.00","--","--","--","1693376.00","257027.00","746267.00","63735.00","81996.00","318153574.00","19576094.00","--","402822.00","14724493.00","-1349598.00","0.00","--","--","--","--","33353811.00","0.00","0.00","0.00","17.04"
"114/10/29","113","2","2897","王道銀行","9878222.00","27109090.00","170609695.00","173035649.00","25505719.00","--","6488166.00","3993125.00","664241.00","--","--","240170227.00","7010830.00","--","1099458.00","2346828.00","444529.00","--","1676347.00","999504.00","1713618.00","672745248.00","34997706.00","--","1032414.00","--","207281562.00","11646571.00","342483.00","--","331228946.00","15450000.00","--","--","7861238.00","1989757.00","463486.00","842902.00","768614.00","613905679.00","30330063.00","--","26377.00","12422291.00","-1949780.00","-73183.00","40755768.00","--","--","18083801.00","58839569.00","--","7939000.00","0.00","13.47"
"114/10/29","113","2","5876","上海商銀","47719685.00","414832075.00","9336184.00","418842710.00","239852440.00","--","12680454.00","24243735.00","259821.00","--","--","1228136707.00","2494880.00","--","7880.00","23891259.00","2065501.00","7743559.00","2239859.00","4709463.00","11242886.00","2450299098.00","34105998.00","--","6409318.00","--","7929084.00","49823239.00","2345619.00","--","2005053092.00","63517708.00","--","--","8491277.00","3227871.00","2085305.00","10651809.00","4076940.00","2197717260.00","48616031.00","--","27548445.00","104067395.00","7079762.00","-83144.00","187228489.00","--","--","65353349.00","252581838.00","0.00","11397439.00","0.00","38.60"
