出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","113","4","5864","致和證","7187104.00","1559565.00","8746669.00","1470826.00","39259.00","1510085.00","4208292.00","--","517077.00","2350257.00","160958.00","--","--","--","--","--","7236584.00","--","0.00","0.00","17.20"
"114/10/29","113","4","6015","宏遠證","12455240.00","1587380.00","14042620.00","8154806.00","448190.00","8602996.00","3919057.00","--","388951.00","978613.00","153003.00","--","5439624.00","--","--","--","5439624.00","--","2663533.00","0.00","13.88"
"114/10/29","113","4","6016","康和證","37489137.00","7226999.00","44716136.00","33732347.00","1188436.00","34920783.00","6241777.00","--","175331.00","2717308.00","596960.00","--","9731376.00","--","--","63977.00","9795353.00","0.00","0.00","0.00","15.59"
"114/10/29","113","4","6020","大展證","5721459.00","1396326.00","7117785.00","2288686.00","1475.00","2290161.00","2523532.00","--","461.00","1580206.00","722962.00","--","4827161.00","--","--","463.00","4827624.00","0.00","0.00","0.00","19.13"
"114/10/29","113","4","6021","美好證","21525625.00","1967669.00","23493294.00","13434942.00","1763008.00","15197950.00","3108909.00","--","56942.00","2768374.00","2361119.00","--","8295344.00","--","--","--","8295344.00","125000.00","0.00","0.00","26.68"
"114/10/29","113","4","6023","元大期貨","159605440.00","4617493.00","164222933.00","146675443.00","1627187.00","148302630.00","2899763.00","--","3070484.00","7580582.00","2369474.00","--","15920303.00","--","--","--","15920303.00","0.00","0.00","0.00","54.90"
"114/10/29","113","4","6026","福邦證","11183846.00","1269848.00","12453694.00","6732806.00","6845.00","6739651.00","3961619.00","--","153832.00","1559666.00","38926.00","--","5714043.00","--","--","0.00","5714043.00","--","0.00","0.00","14.42"
