出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","113","1","1101","台泥","176118197.00","391868766.00","567986963.00","83624804.00","188434804.00","272059608.00","77511817.00","--","74061639.00","72518852.00","15565299.00","-732459.00","238925148.00","--","--","57002207.00","295927355.00","--","0.00","20000000.00","30.90"
"114/10/29","113","1","1102","亞泥","126200652.00","218775506.00","344976158.00","88921160.00","61862679.00","150783839.00","35465629.00","--","8574145.00","113438464.00","13260100.00","--","170738338.00","--","--","23453981.00","194192319.00","--","0.00","0.00","48.14"
"114/10/29","113","1","1103","嘉泥","10562877.00","25004997.00","35567874.00","2861263.00","11141016.00","14002279.00","7902474.00","--","1319109.00","10219880.00","2498493.00","-1077950.00","20862006.00","--","--","703589.00","21565595.00","--","0.00","131352726.00","31.66"
"114/10/29","113","1","1104","環泥","6635033.00","21938426.00","28573459.00","3607841.00","1418554.00","5026395.00","6732175.00","--","123719.00","14453878.00","1450791.00","--","22760563.00","--","--","786501.00","23547064.00","--","0.00","0.00","33.81"
"114/10/29","113","1","1108","幸福","5802834.00","4076867.00","9879701.00","3680966.00","1417812.00","5098778.00","4047380.00","--","18.00","777407.00","-43949.00","--","4780856.00","--","--","67.00","4780923.00","--","0.00","0.00","11.81"
"114/10/29","113","1","1109","信大","6660394.00","4862818.00","11523212.00","1200617.00","139179.00","1339796.00","3411589.00","--","15724.00","5002605.00","-135509.00","--","8294409.00","--","--","1889007.00","10183416.00","0.00","0.00","0.00","24.31"
"114/10/29","113","1","1110","東泥","2651878.00","9418290.00","12070168.00","1846642.00","1073142.00","2919784.00","5720008.00","--","188688.00","2332277.00","803311.00","-12185.00","9032099.00","--","--","118285.00","9150384.00","--","0.00","2112865.00","15.85"
"114/10/29","113","1","1201","味全","6493324.00","11316068.00","17809392.00","7021712.00","3380252.00","10401964.00","5060629.00","--","36115.00","2458153.00","-155755.00","--","7399142.00","--","--","8286.00","7407428.00","0.00","0.00","0.00","14.62"
"114/10/29","113","1","1203","味王","4752926.00","5576531.00","10329457.00","1862910.00","1500234.00","3363144.00","2400000.00","--","46016.00","3398311.00","104221.00","-38464.00","5910084.00","--","--","1056229.00","6966313.00","0.00","0.00","2293865.00","24.86"
"114/10/29","113","1","1210","大成","28993352.00","36605491.00","65598843.00","30215111.00","3696298.00","33911409.00","8947673.00","--","3700333.00","9059276.00","1536422.00","-283235.00","22960469.00","--","--","8726965.00","31687434.00","--","0.00","50698471.00","27.20"
"114/10/29","113","1","1213","大飲","54989.00","762058.00","817047.00","567236.00","47140.00","614376.00","566226.00","--","21938.00","-385343.00","-150.00","--","202671.00","--","--","--","202671.00","0.00","0.00","0.00","3.58"
"114/10/29","113","1","1215","卜蜂","7940761.00","19361453.00","27302214.00","8002314.00","8824088.00","16826402.00","2947901.00","--","10458.00","6494841.00","501854.00","--","9955054.00","--","--","520758.00","10475812.00","0.00","0.00","0.00","33.77"
"114/10/29","113","1","1216","統一","221252566.00","453567193.00","674819759.00","221155812.00","245206702.00","466362514.00","56820154.00","--","2829658.00","76668158.00","-2275703.00","--","134042267.00","--","--","74414978.00","208457245.00","0.00","0.00","0.00","23.59"
