出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","113","1","2880","華南金","53796307.00","255815808.00","154913805.00","406199701.00","842499484.00","--","3081453.00","74973986.00","375936.00","--","--","2276344530.00","6402262.00","349705.00","--","18367947.00","13594182.00","33678200.00","2248246.00","897814.00","3921912.00","4666447.00","4152127725.00","191027725.00","--","4927351.00","--","95332438.00","39600059.00","54118509.00","4684763.00","--","3341587212.00","76287482.00","4515000.00","--","24122987.00","80189952.00","2276906.00","6170458.00","9830163.00","3934671005.00","136427459.00","17761804.00","69602629.00","-6337478.00","--","--","217454414.00","2306.00","217456720.00","--","0.00","0.00","15.94"
"114/10/29","113","1","2881","富邦金","249441593.00","463510237.00","1798908126.00","679307228.00","3813602693.00","17477169.00","120146945.00","338938693.00","3213417.00","--","--","2864572718.00","31657536.00","59318511.00","--","547196776.00","299595622.00","69187126.00","13162614.00","33612924.00","57447028.00","66088708.00","11526385664.00","142256752.00","0.00","95739001.00","15636533.00","117954241.00","80315841.00","198028944.00","5134015.00","--","4050648395.00","310350974.00","15240420.00","--","4772295318.00","642237258.00","20973651.00","53212037.00","95820348.00","10615843728.00","146149632.00","165034596.00","560454588.00","24811649.00","--","--","896450465.00","14091471.00","910541936.00","0.00","0.00","0.00","61.34"
"114/10/29","113","1","2882","國泰金","310087265.00","297753006.00","1935812010.00","951433283.00","4800968914.00","70944.00","46402697.00","281671665.00","5719735.00","25955138.00","--","2797404826.00","15816126.00","34906408.00","--","788923831.00","468695281.00","108175655.00","5057725.00","34268462.00","87224698.00","84660842.00","13081008511.00","124403847.00","--","182038241.00","1498788.00","32031582.00","69363803.00","99670773.00","1111498.00","7615778.00","3449622131.00","187114620.00","15942547.00","--","7080406324.00","848873358.00","19365514.00","66123104.00","20960836.00","12206142744.00","162025102.00","202835087.00","539931595.00","-43964560.00","0.00","0.00","860827224.00","14038543.00","874865767.00","--","0.00","0.00","53.13"
"114/10/29","113","1","2883","凱基金","67497691.00","25495851.00","590919743.00","253322510.00","1712345219.00","1042153.00","73916950.00","190162909.00","900770.00","--","--","457359628.00","1093395.00","25859255.00","--","180308465.00","59086562.00","31046889.00","11740451.00","17567988.00","21210166.00","95504203.00","3816380798.00","7790431.00","--","76594415.00","868868.00","151718928.00","45913923.00","127864754.00","550358.00","--","555482314.00","101690131.00","31438133.00","--","2102824917.00","220985280.00","3998382.00","21121194.00","76763033.00","3525605061.00","184143230.00","33582435.00","93183893.00","-20269731.00","--","--","290639827.00","135910.00","290775737.00","0.00","0.00","0.00","15.78"
"114/10/29","113","1","2884","玉山金","51843513.00","228933944.00","314525611.00","378933973.00","408195410.00","23315.00","10169328.00","142912525.00","74219.00","--","--","2112899306.00","--","--","--","12055600.00","1766060.00","34508888.00","7291171.00","6233779.00","3223724.00","21161995.00","3734752361.00","51021707.00","--","89251218.00","93291.00","22553062.00","9785406.00","45830507.00","3633837.00","--","3096278699.00","45850000.00","363497.00","--","1105026.00","111833043.00","4553675.00","2343549.00","4632687.00","3489129204.00","156820000.00","35089397.00","53222039.00","312078.00","--","--","245443514.00","179643.00","245623157.00","--","0.00","0.00","15.67"
"114/10/29","113","1","2885","元大金","81968918.00","77138918.00","595900718.00","322840253.00","543810439.00","--","78968925.00","400304404.00","2630306.00","872315.00","--","1139228058.00","1266249.00","2701129.00","3873943.00","117840169.00","11650491.00","26557286.00","13024829.00","30694527.00","6666812.00","77877337.00","3535816026.00","5286411.00","--","163307103.00","--","226413204.00","119533903.00","269418332.00","6748530.00","--","1620445458.00","108694092.00","70298025.00","--","385525565.00","142286206.00","6229372.00","6741835.00","83874226.00","3214802262.00","126890824.00","38188103.00","126200803.00","8037243.00","--","--","299316973.00","21696791.00","321013764.00","0.00","0.00","0.00","23.59"
"114/10/29","113","1","2886","兆豐金","77153488.00","625533732.00","236757505.00","588271134.00","587205422.00","--","2866964.00","115345905.00","8088.00","0.00","--","2182832402.00","13840307.00","5597379.00","--","6258137.00","2076810.00","21985758.00","2114326.00","1400805.00","7497344.00","8011090.00","4484756596.00","576194740.00","10914326.00","26304789.00","--","317243869.00","38013256.00","107572821.00","11082434.00","--","2912052121.00","31500000.00","15017730.00","--","29494321.00","26977467.00","2182868.00","2613816.00","16031348.00","4123195906.00","144013382.00","76552384.00","136527509.00","4467415.00","0.00","0.00","361560690.00","0.00","361560690.00","0.00","0.00","0.00","25.11"
"114/10/29","113","1","2887","台新新光金","31000292.00","115212600.00","195304467.00","165926106.00","747213370.00","--","12695140.00","179904161.00","--","--","--","1639357526.00","641177.00","543307.00","--","41861235.00","5514245.00","25648104.00","2209856.00","3599062.00","7811011.00","28269068.00","3202710727.00","24329941.00","--","64935035.00","--","101667219.00","33730800.00","45618973.00","4393207.00","--","2215648292.00","68175614.00","11153919.00","--","250956861.00","145526900.00","2327340.00","1695034.00","10971297.00","2981130432.00","135770618.00","38197778.00","48372650.00","-788391.00","--","--","221552655.00","27640.00","221580295.00","--","0.00","0.00","16.32"
"114/10/29","113","1","2889","國票金","3077631.00","59.00","170641453.00","136319619.00","699366.00","--","697690.00","49745112.00","48.00","--","--","--","--","5753284.00","--","12294446.00","405070.00","7022649.00","126215.00","258780.00","515270.00","5844979.00","393401671.00","--","42608314.00","2029127.00","--","232373573.00","25615537.00","24334145.00","534913.00","--","--","--","--","--","1761911.00","9146452.00","123863.00","33599.00","5381425.00","343942859.00","34473840.00","399930.00","7124604.00","560033.00","--","--","42558407.00","6900405.00","49458812.00","0.00","0.00","0.00","12.35"
"114/10/29","113","1","2890","永豐金","35352901.00","140751496.00","169767433.00","398072295.00","301101119.00","--","64953178.00","147118357.00","276392.00","--","--","1518761812.00","--","1064836.00","--","51173386.00","2247325.00","13301349.00","3617259.00","2425920.00","2317110.00","30289528.00","2882591696.00","123836501.00","2817136.00","75355846.00","--","80452396.00","70242229.00","71344831.00","2892364.00","--","2060463364.00","71678509.00","12212681.00","18437.00","3275330.00","87850379.00","3133525.00","1682600.00","18167454.00","2685423582.00","123764399.00","6129361.00","72917252.00","-5642898.00","--","--","197168114.00","0.00","197168114.00","--","0.00","0.00","15.93"
"114/10/29","113","1","2891","中信金","107476246.00","478092494.00","814588896.00","515299819.00","2132863430.00","127588.00","31881564.00","253492435.00","4277111.00","--","--","3560984934.00","4974134.00","19416077.00","--","156318545.00","109327675.00","49526718.00","17963836.00","39706863.00","19220519.00","59916366.00","8375455250.00","85559980.00","37895175.00","88902357.00","238519.00","197334874.00","40138352.00","100688433.00","5016616.00","--","5029966944.00","145385433.00","--","--","1859306732.00","219572591.00","17574591.00","18569330.00","35865480.00","7882015407.00","201219987.00","59822625.00","238449824.00","-29641662.00","--","--","469850774.00","23589069.00","493439843.00","--","0.00","0.00","23.35"
"114/10/29","113","1","2892","第一金","60829316.00","329553969.00","192659968.00","399694295.00","935732696.00","--","0.00","68574045.00","988927.00","--","--","2484079529.00","54014.00","3254957.00","--","18591073.00","12462977.00","27474698.00","2690670.00","1029725.00","5013185.00","6231457.00","4548915501.00","292543351.00","1146340.00","14321981.00","--","32461344.00","29944143.00","62734101.00","6349925.00","--","3592969076.00","63850000.00","5790000.00","--","74444525.00","92447452.00","2573178.00","8434469.00","9550194.00","4289560079.00","136201455.00","26107218.00","75891372.00","21155377.00","--","--","259355422.00","0.00","259355422.00","0.00","0.00","0.00","19.04"
"114/10/29","113","1","5880","合庫金","79013075.00","376333305.00","149427008.00","539570195.00","714281885.00","--","692790.00","56490006.00","2655775.00","--","--","2843990720.00","255338.00","150359.00","--","98892435.00","11252727.00","32419010.00","1704903.00","4514620.00","2891239.00","4361391.00","4918896781.00","319235733.00","--","4472665.00","--","71513136.00","36794830.00","61526590.00","3300378.00","--","3945573370.00","77240000.00","13442782.00","--","35052117.00","89607472.00","1683979.00","5497682.00","1107585.00","4666048319.00","147093822.00","45650280.00","62477109.00","-8381837.00","--","--","246839374.00","6009088.00","252848462.00","--","0.00","0.00","16.78"
