出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","113","3","1240","茂生農經","1694256.00","935680.00","2629936.00","664956.00","66389.00","731345.00","413387.00","--","145207.00","663134.00","628758.00","--","1850486.00","--","--","48105.00","1898591.00","--","0.00","0.00","44.76"
"114/10/29","113","3","1259","安心","1319864.00","5094203.00","6414067.00","2003041.00","1961218.00","3964259.00","323895.00","--","809816.00","951436.00","350745.00","--","2435892.00","--","--","13916.00","2449808.00","0.00","0.00","0.00","75.21"
"114/10/29","113","3","1264","德麥","3023003.00","2306097.00","5329100.00","1207201.00","73812.00","1281013.00","370644.00","--","673837.00","2218568.00","12643.00","-2432.00","3273260.00","--","--","774827.00","4048087.00","--","0.00","12000.00","88.34"
"114/10/29","113","3","1268","漢來美食","2378278.00","4622992.00","7001270.00","2089386.00","2707793.00","4797179.00","422237.00","--","1123334.00","559855.00","98665.00","0.00","2204091.00","--","--","--","2204091.00","--","0.00","0.00","52.20"
"114/10/29","113","3","1294","漢田生技","605793.00","579669.00","1185462.00","161262.00","234159.00","395421.00","276008.00","--","296202.00","214730.00","--","--","786940.00","--","--","3101.00","790041.00","--","0.00","0.00","28.51"
"114/10/29","113","3","1295","生合","716517.00","1541308.00","2257825.00","308447.00","888358.00","1196805.00","313548.00","--","250659.00","491570.00","5243.00","--","1061020.00","--","--","--","1061020.00","0.00","0.00","0.00","33.84"
"114/10/29","113","3","1336","台翰","1176924.00","1692440.00","2869364.00","660476.00","296620.00","957096.00","782864.00","--","670151.00","532120.00","-72867.00","--","1912268.00","--","--","--","1912268.00","0.00","0.00","0.00","24.43"
"114/10/29","113","3","1565","精華","3835863.00","3828796.00","7664659.00","1041909.00","318073.00","1359982.00","504165.00","--","526000.00","5272915.00","1597.00","--","6304677.00","--","--","--","6304677.00","0.00","0.00","0.00","125.05"
"114/10/29","113","3","1569","濱川","3238664.00","3044081.00","6282745.00","2427759.00","736250.00","3164009.00","1214474.00","--","1033431.00","795085.00","-70258.00","--","2972732.00","--","--","146004.00","3118736.00","--","0.00","0.00","24.48"
"114/10/29","113","3","1570","力肯","891220.00","300747.00","1191967.00","181044.00","25702.00","206746.00","515008.00","--","0.00","429925.00","40288.00","0.00","985221.00","--","--","0.00","985221.00","0.00","0.00","0.00","19.13"
"114/10/29","113","3","1580","新麥","2380964.00","1720042.00","4101006.00","841347.00","113625.00","954972.00","502302.00","--","206827.00","2356300.00","-51224.00","--","3014205.00","--","--","131829.00","3146034.00","--","0.00","0.00","60.01"
"114/10/29","113","3","1584","精剛","3691143.00","3809814.00","7500957.00","1697235.00","1989726.00","3686961.00","1924705.00","--","1161769.00","629005.00","23904.00","--","3739383.00","--","--","74613.00","3813996.00","0.00","0.00","0.00","19.43"
"114/10/29","113","3","1586","和勤","1974129.00","1937553.00","3911682.00","1166713.00","1206958.00","2373671.00","868495.00","--","584685.00","370223.00","-65068.00","-220324.00","1538011.00","--","--","--","1538011.00","0.00","0.00","5554000.00","18.98"
"114/10/29","113","3","1591","駿吉-KY","269787.00","276989.00","546776.00","37361.00","2903.00","40264.00","360480.00","--","83121.00","171968.00","-109057.00","0.00","506512.00","--","--","--","506512.00","--","0.00","0.00","14.05"
"114/10/29","113","3","1593","祺驊","804682.00","1199677.00","2004359.00","369026.00","262870.00","631896.00","397848.00","--","579961.00","358440.00","-38147.00","0.00","1298102.00","--","--","74361.00","1372463.00","0.00","0.00","0.00","32.63"
"114/10/29","113","3","1595","川寶","3068330.00","1441058.00","4509388.00","1249050.00","599031.00","1848081.00","479684.00","--","636558.00","1535777.00","9432.00","0.00","2661451.00","--","--","-144.00","2661307.00","--","0.00","0.00","55.48"
"114/10/29","113","3","1599","宏佳騰","1635838.00","1464708.00","3100546.00","705590.00","401426.00","1107016.00","745287.00","--","418166.00","904360.00","-34249.00","-63380.00","1970184.00","--","--","23346.00","1993530.00","0.00","0.00","1500000.00","26.98"
"114/10/29","113","3","1742","台蠟","895984.00","1055518.00","1951502.00","387102.00","144796.00","531898.00","935593.00","--","165098.00","320600.00","15093.00","-16780.00","1419604.00","--","--","--","1419604.00","0.00","0.00","888000.00","15.32"
"114/10/29","113","3","1777","生泰","1293607.00","1408145.00","2701752.00","166668.00","71064.00","237732.00","445917.00","--","983776.00","1037477.00","-3150.00","--","--","--","--","--","2464020.00","0.00","0.00","0.00","55.26"
"114/10/29","113","3","1781","合世","611791.00","242455.00","854246.00","264231.00","199821.00","464052.00","474076.00","--","35082.00","-75801.00","-43163.00","--","390194.00","--","--","--","390194.00","0.00","0.00","0.00","8.23"
"114/10/29","113","3","1784","訊聯","1781693.00","1140204.00","2921897.00","418926.00","351411.00","770337.00","531212.00","--","720532.00","91661.00","-7478.00","-82059.00","1253868.00","--","--","897692.00","2151560.00","0.00","0.00","2241000.00","24.64"
"114/10/29","113","3","1785","光洋科","21508420.00","9025276.00","30533696.00","11091430.00","5769224.00","16860654.00","5961752.00","--","4122226.00","3659708.00","-92776.00","--","13650910.00","--","--","22132.00","13673042.00","--","0.00","0.00","22.90"
"114/10/29","113","3","1788","杏昌","2517224.00","2412047.00","4929271.00","1435731.00","541684.00","1977415.00","445210.00","--","1601988.00","919890.00","-15232.00","--","2951856.00","--","--","--","2951856.00","0.00","0.00","0.00","66.30"
"114/10/29","113","3","1796","金穎生技","429087.00","739255.00","1168342.00","153733.00","229428.00","383161.00","414598.00","--","294336.00","78192.00","-1945.00","--","785181.00","--","--","--","785181.00","0.00","0.00","0.00","18.94"
"114/10/29","113","3","1799","易威","733695.00","689063.00","1422758.00","252270.00","423189.00","675459.00","1218658.00","--","134513.00","-633477.00","10501.00","--","730195.00","--","--","17104.00","747299.00","0.00","0.00","0.00","5.99"
"114/10/29","113","3","1813","寶利徠","366170.00","679402.00","1045572.00","294029.00","14117.00","308146.00","466355.00","--","214348.00","87716.00","-16616.00","--","751803.00","--","--","-14377.00","737426.00","--","0.00","0.00","16.12"
"114/10/29","113","3","1815","富喬","4216592.00","10138916.00","14355508.00","2042795.00","5657849.00","7700644.00","4657421.00","--","1915522.00","23253.00","58668.00","--","6654864.00","--","--","--","6654864.00","--","0.00","0.00","14.29"
"114/10/29","113","3","2035","唐榮公司","3646900.00","14062224.00","17709124.00","3068971.00","10485159.00","13554130.00","3500000.00","--","46.00","518069.00","136879.00","--","--","--","--","--","4154994.00","--","0.00","0.00","11.87"
"114/10/29","113","3","2061","風青","925816.00","237279.00","1163095.00","618244.00","38697.00","656941.00","473781.00","--","20387.00","7081.00","4905.00","--","506154.00","--","--","--","506154.00","0.00","0.00","0.00","10.68"
