出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","109","3","2880","華南金","18193746.00","10442786.00","28636532.00","2209372.00","744543.00","18813463.00","6869154.00","1940380.00","4928774.00","--","4928774.00","-1768964.00","3159810.00","4928664.00","--","110.00","3159671.00","--","139.00","0.38"
"114/10/29","109","3","2881","富邦金","102863353.00","267219992.00","370083345.00","3213221.00","241728960.00","46903107.00","78238057.00","9784028.00","68454029.00","--","68454029.00","6584648.00","75038677.00","68205740.00","--","248289.00","74221161.00","--","817516.00","6.38"
"114/10/29","109","3","2882","國泰金","142984842.00","331166113.00","474150955.00","1749362.00","340348515.00","60764369.00","71288709.00","6873275.00","64415434.00","--","64415434.00","7671286.00","72086720.00","63343376.00","--","1072058.00","71239119.00","--","847601.00","4.55"
"114/10/29","109","3","2883","凱基金","49462587.00","122808175.00","172270762.00","239554.00","131479848.00","21190431.00","19360929.00","2523225.00","16837704.00","--","16837704.00","-3303046.00","13534658.00","8791258.00","--","8046446.00","6472367.00","--","7062291.00","0.60"
"114/10/29","109","3","2884","玉山金","15543703.00","27036187.00","42579890.00","2239906.00","--","24046356.00","16293628.00","2335478.00","13958150.00","--","13958150.00","-1550176.00","12407974.00","13946637.00","--","11513.00","12396586.00","--","11388.00","1.11"
"114/10/29","109","3","2885","元大金","19905434.00","63361302.00","83266736.00","1337654.00","25308696.00","31838518.00","24781868.00","3962637.00","20819231.00","--","20819231.00","1572371.00","22391602.00","19570809.00","--","1248422.00","21559189.00","--","832413.00","1.61"
"114/10/29","109","3","2886","兆豐金","23747033.00","22098623.00","45845656.00","1929572.00","253175.00","21432488.00","22230421.00","3280083.00","18950338.00","--","18950338.00","33913.00","18984251.00","18950338.00","--","0.00","18984251.00","--","0.00","1.39"
"114/10/29","109","3","2887","台新新光金","16146306.00","17457588.00","33603894.00","1243298.00","--","18737197.00","13623399.00","1861644.00","11761755.00","--","11761755.00","-103962.00","11657793.00","11763254.00","--","-1499.00","11659162.00","--","-1369.00","0.96"
"114/10/29","109","3","2889","國票金","1619728.00","4625668.00","6245396.00","-2661.00","--","2644435.00","3603622.00","783000.00","2820622.00","--","2820622.00","773283.00","3593905.00","2466881.00","--","353741.00","3239184.00","--","354721.00","0.85"
"114/10/29","109","3","2890","永豐金","13435599.00","15941958.00","29377557.00","1914656.00","--","16910473.00","10552428.00","1316338.00","9236090.00","--","9236090.00","1068262.00","10304352.00","9236090.00","--","0.00","10304352.00","--","0.00","0.82"
"114/10/29","109","3","2891","中信金","81969998.00","78345654.00","160315652.00","7030222.00","60442630.00","48878095.00","43964705.00","7836925.00","36127780.00","--","36127780.00","-24533089.00","11594691.00","36126218.00","--","1562.00","11600998.00","--","-6307.00","1.80"
"114/10/29","109","3","2892","第一金","22463443.00","20944781.00","43408224.00","3484758.00","6555088.00","17758835.00","15609543.00","2231772.00","13377771.00","--","13377771.00","-3691882.00","9685889.00","13377771.00","--","--","9685889.00","--","--","1.04"
"114/10/29","109","3","5880","合庫金","25939946.00","12184136.00","38124082.00","5653431.00","-1088654.00","18973804.00","14585501.00","2198112.00","12387389.00","--","12387389.00","3856201.00","16243590.00","11959627.00","--","427762.00","15382866.00","--","860724.00","0.90"
