出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","109","2","1240","茂生農經","1086479.00","959161.00","4433.00","38954.00","170705.00","--","--","170705.00","101302.00","--","69403.00","16326.00","85729.00","22677.00","63052.00","--","--","63052.00","15601.00","--","78653.00","63926.00","--","-874.00","79527.00","--","-874.00","1.88"
"114/10/29","109","2","1259","安心","2561114.00","1908847.00","--","--","652267.00","--","--","652267.00","600759.00","--","51508.00","11112.00","62620.00","16761.00","45859.00","--","--","45859.00","21676.00","--","67535.00","52213.00","--","-6354.00","74702.00","--","-7167.00","1.62"
"114/10/29","109","2","1264","德麥","1909971.00","1235205.00","--","--","674766.00","--","--","674766.00","352406.00","--","322360.00","9445.00","331805.00","74653.00","257152.00","--","--","257152.00","-31849.00","--","225303.00","229662.00","--","27490.00","213012.00","--","12291.00","6.82"
"114/10/29","109","2","1268","漢來美食","1446021.00","863738.00","--","--","582283.00","--","--","582283.00","605607.00","--","-23324.00","81845.00","58521.00","-2737.00","61258.00","-45.00","--","61213.00","126037.00","--","187250.00","61213.00","--","--","187250.00","--","--","1.65"
"114/10/29","109","2","1336","台翰","816760.00","720692.00","--","--","96068.00","--","--","96068.00","110387.00","--","-14319.00","229305.00","214986.00","24064.00","190922.00","--","--","190922.00","-7822.00","--","183100.00","190922.00","--","--","183100.00","--","--","2.45"
"114/10/29","109","2","1565","精華","2551631.00","1831536.00","--","--","720095.00","--","--","720095.00","193732.00","--","526363.00","-20354.00","506009.00","112005.00","394004.00","--","--","394004.00","-1543.00","--","392461.00","394004.00","--","--","392461.00","--","--","7.81"
"114/10/29","109","2","1569","濱川","2403241.00","1898377.00","--","--","504864.00","--","--","504864.00","250423.00","--","254441.00","-41530.00","212911.00","37820.00","175091.00","--","--","175091.00","-72205.00","--","102886.00","171764.00","--","3327.00","104175.00","--","-1289.00","1.51"
"114/10/29","109","2","1570","力肯","269393.00","199177.00","--","--","70216.00","--","--","70216.00","33246.00","--","36970.00","625.00","37595.00","8316.00","29279.00","--","--","29279.00","-472.00","--","28807.00","29279.00","--","0.00","28807.00","--","0.00","0.57"
"114/10/29","109","2","1580","新麥","1278792.00","776692.00","--","--","502100.00","--","--","502100.00","382915.00","--","119185.00","13446.00","132631.00","35698.00","96933.00","--","--","96933.00","-50169.00","--","46764.00","93246.00","--","3687.00","44036.00","--","2728.00","1.86"
"114/10/29","109","2","1584","精剛","394983.00","380686.00","--","--","14297.00","--","--","14297.00","29725.00","--","-15428.00","18868.00","3440.00","160.00","3280.00","--","--","3280.00","-43076.00","--","-39796.00","3275.00","--","5.00","-39801.00","--","5.00","0.04"
