出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","111","2","1101","台泥","48151294.00","46044635.00","--","--","2106659.00","--","--","2106659.00","3906715.00","--","-1800056.00","2537417.00","737361.00","821570.00","-84209.00","0.00","--","-84209.00","776089.00","--","691880.00","1408190.00","--","-1492399.00","2174449.00","--","-1482569.00","0.16"
"114/10/28","111","2","1102","亞泥","44168876.00","37041668.00","--","--","7127208.00","--","--","7127208.00","1631851.00","--","5495357.00","3558228.00","9053585.00","1608927.00","7444658.00","--","--","7444658.00","3327257.00","--","10771915.00","6991773.00","--","452885.00","9837930.00","--","933985.00","2.11"
"114/10/28","111","2","1103","嘉泥","1027363.00","1016217.00","--","--","11146.00","--","--","11146.00","226346.00","--","-215200.00","-255143.00","-470343.00","26169.00","-496512.00","--","--","-496512.00","-2581077.00","--","-3077589.00","-480843.00","--","-15669.00","-2967186.00","--","-110403.00","-0.74"
"114/10/28","111","2","1104","環泥","3280857.00","2675954.00","--","--","604903.00","--","--","604903.00","251196.00","--","353707.00","605034.00","958741.00","80761.00","877980.00","--","--","877980.00","128704.00","--","1006684.00","865924.00","--","12056.00","994613.00","--","12071.00","1.32"
"114/10/28","111","2","1108","幸福","1882891.00","1518167.00","--","--","364724.00","--","--","364724.00","116492.00","-147.00","248085.00","-31239.00","216846.00","45099.00","171747.00","--","--","171747.00","-68492.00","--","103255.00","171747.00","--","--","103255.00","--","--","0.42"
"114/10/28","111","2","1109","信大","3004875.00","2420609.00","--","--","584266.00","--","--","584266.00","163797.00","--","420469.00","4882.00","425351.00","311093.00","114258.00","--","--","114258.00","130641.00","--","244899.00","66898.00","--","47360.00","153751.00","--","91148.00","0.20"
"114/10/28","111","2","1110","東泥","752511.00","706894.00","--","--","45617.00","--","--","45617.00","69133.00","--","-23516.00","-14787.00","-38303.00","-2066.00","-36237.00","--","--","-36237.00","-49225.00","--","-85462.00","-29735.00","--","-6502.00","-78930.00","--","-6532.00","-0.05"
"114/10/28","111","2","1201","味全","9463147.00","6786509.00","--","--","2676638.00","--","--","2676638.00","2412970.00","--","263668.00","-28975.00","234693.00","47983.00","186710.00","--","--","186710.00","86322.00","--","273032.00","186394.00","--","316.00","272659.00","--","373.00","0.37"
"114/10/28","111","2","1203","味王","3115648.00","2174929.00","--","--","940719.00","0.00","0.00","940719.00","486992.00","--","453727.00","17087.00","470814.00","152454.00","318360.00","0.00","--","318360.00","32922.00","--","351282.00","181244.00","--","137116.00","193113.00","--","158169.00","0.76"
"114/10/28","111","2","1210","大成","52655457.00","47282825.00","--","--","5372632.00","--","--","5372632.00","3979442.00","--","1393190.00","247245.00","1640435.00","331602.00","1308833.00","--","--","1308833.00","226346.00","--","1535179.00","1071023.00","--","237810.00","1163011.00","--","372168.00","1.33"
