出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","111","3","2880","華南金","24898266.00","16944343.00","41842609.00","2813815.00","1094454.00","21385474.00","16548866.00","2655072.00","13893794.00","--","13893794.00","-26484327.00","-12590533.00","13893691.00","--","103.00","-12590662.00","--","129.00","1.02"
"114/10/28","111","3","2881","富邦金","123691711.00","166904419.00","290596130.00","3895468.00","130664804.00","51227147.00","104808711.00","19802461.00","85006250.00","--","85006250.00","-446919601.00","-361913351.00","83713989.00","--","1292261.00","-354742885.00","--","-7170466.00","6.51"
"114/10/28","111","3","2882","國泰金","164179619.00","142311100.00","306490719.00","2358441.00","168344109.00","64947063.00","70841106.00","16361774.00","54479332.00","--","54479332.00","-611225555.00","-556746223.00","53893886.00","--","585446.00","-557663371.00","--","917148.00","3.83"
"114/10/28","111","3","2883","凱基金","52175907.00","47226486.00","99402393.00","-145398.00","49927555.00","22508680.00","27111556.00","6768005.00","20343551.00","--","20343551.00","-128415626.00","-108072075.00","20321448.00","--","22103.00","-108098672.00","--","26597.00","1.21"
"114/10/28","111","3","2884","玉山金","23016100.00","17015693.00","40031793.00","1490986.00","--","23698445.00","14842362.00","3182029.00","11660333.00","--","11660333.00","-12114444.00","-454111.00","11648029.00","--","12304.00","-467106.00","--","12995.00","0.82"
"114/10/28","111","3","2885","元大金","23289411.00","51941133.00","75230544.00","169147.00","16519520.00","32959681.00","25582196.00","4960333.00","20621863.00","--","20621863.00","-22109045.00","-1487182.00","19605427.00","--","1016436.00","-2263594.00","--","776412.00","1.57"
"114/10/28","111","3","2886","兆豐金","27916185.00","14182982.00","42099167.00","1617306.00","3228813.00","22003035.00","15250013.00","1589612.00","13660401.00","--","13660401.00","-30241346.00","-16580945.00","13660401.00","--","0.00","-16580945.00","--","0.00","0.98"
"114/10/28","111","3","2887","台新新光金","21398677.00","26003387.00","47402064.00","1359731.00","13393711.00","21716175.00","10932447.00","2668722.00","8263725.00","--","8263725.00","-9426118.00","-1162393.00","8272288.00","--","-8563.00","-1153830.00","--","-8563.00","0.58"
"114/10/28","111","3","2889","國票金","1750015.00","2924275.00","4674290.00","-20845.00","--","2713965.00","1981170.00","479298.00","1501872.00","--","1501872.00","-5846616.00","-4344744.00","1199334.00","--","302538.00","-4357434.00","--","12690.00","0.38"
"114/10/28","111","3","2890","永豐金","19821496.00","17214604.00","37036100.00","1904924.00","--","19472901.00","15658275.00","2722351.00","12935924.00","--","12935924.00","-19025369.00","-6089445.00","12935924.00","--","--","-6089445.00","--","--","1.14"
"114/10/28","111","3","2891","中信金","92635490.00","44122211.00","136757701.00","5515740.00","32708246.00","51735838.00","46797877.00","13750131.00","33047746.00","--","33047746.00","-108823752.00","-75776006.00","32186328.00","--","861418.00","-75332779.00","--","-443227.00","1.60"
"114/10/28","111","3","2892","第一金","28949148.00","23250372.00","52199520.00","3729848.00","9099407.00","19967822.00","19402443.00","2974146.00","16428297.00","--","16428297.00","-10595198.00","5833099.00","16428297.00","--","--","5833099.00","--","--","1.24"
"114/10/28","111","3","5880","合庫金","28413388.00","10797906.00","39211294.00","996078.00","-614077.00","20592390.00","18236903.00","2938134.00","15298769.00","--","15298769.00","-37542105.00","-22243336.00","14815006.00","--","483763.00","-20935548.00","--","-1307788.00","1.06"
