出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","111","2","2880","華南金","16277193.00","9537416.00","25814609.00","1155453.00","974031.00","13963129.00","9721996.00","1737978.00","7984018.00","--","7984018.00","-20091031.00","-12107013.00","7983940.00","--","78.00","-12107127.00","--","114.00","0.59"
"114/10/28","111","2","2881","富邦金","80513868.00","145626320.00","226140188.00","2833579.00","101910491.00","34165191.00","87230927.00","16947189.00","70283738.00","--","70283738.00","-355543758.00","-285260020.00","69403891.00","--","879847.00","-280033247.00","--","-5226773.00","5.62"
"114/10/28","111","2","2882","國泰金","105288811.00","132507454.00","237796265.00","1213111.00","130813535.00","42013962.00","63755657.00","14442263.00","49313394.00","--","49313394.00","-461520835.00","-412207441.00","48807660.00","--","505734.00","-412962777.00","--","755336.00","3.45"
"114/10/28","111","2","2883","凱基金","33971943.00","40262110.00","74234053.00","-141222.00","41348470.00","14528163.00","18498642.00","4866733.00","13631909.00","--","13631909.00","-103221452.00","-89589543.00","13617783.00","--","14126.00","-89607437.00","--","17894.00","0.81"
"114/10/28","111","2","2884","玉山金","15260180.00","10423579.00","25683759.00","875544.00","--","15567718.00","9240497.00","2145452.00","7095045.00","--","7095045.00","-9403733.00","-2308688.00","7084672.00","--","10373.00","-2319410.00","--","10722.00","0.50"
"114/10/28","111","2","2885","元大金","15564697.00","34727788.00","50292485.00","91338.00","12592938.00","22144872.00","15463337.00","3294318.00","12169019.00","--","12169019.00","-19932214.00","-7763195.00","11522814.00","--","646205.00","-8507531.00","--","744336.00","0.92"
"114/10/28","111","2","2886","兆豐金","17977419.00","9308149.00","27285568.00","308030.00","4203918.00","14573283.00","8200337.00","243883.00","7956454.00","--","7956454.00","-21032941.00","-13076487.00","7956454.00","--","0.00","-13076487.00","--","0.00","0.57"
"114/10/28","111","2","2887","台新新光金","13797375.00","17179457.00","30976832.00","846496.00","9828167.00","14189195.00","6112974.00","1642408.00","4470566.00","--","4470566.00","-7661096.00","-3190530.00","4476719.00","--","-6153.00","-3184377.00","--","-6153.00","0.32"
"114/10/28","111","2","2889","國票金","1256651.00","1825396.00","3082047.00","-3690.00","--","1820946.00","1264791.00","295474.00","969317.00","--","969317.00","-3898541.00","-2929224.00","788603.00","--","180714.00","-2966198.00","--","36974.00","0.25"
"114/10/28","111","2","2890","永豐金","12567842.00","11539949.00","24107791.00","1266999.00","--","12826159.00","10014633.00","1786806.00","8227827.00","--","8227827.00","-13791606.00","-5563779.00","8227827.00","--","--","-5563779.00","--","--","0.72"
"114/10/28","111","2","2891","中信金","59412610.00","41214713.00","100627323.00","3356554.00","28513514.00","35069317.00","33687938.00","8807520.00","24880418.00","--","24880418.00","-83579696.00","-58699278.00","24295275.00","--","585143.00","-58563655.00","--","-135623.00","1.19"
"114/10/28","111","2","2892","第一金","19211503.00","13157188.00","32368691.00","1531179.00","5574569.00","12997933.00","12265010.00","2029389.00","10235621.00","--","10235621.00","-9004096.00","1231525.00","10235621.00","--","--","1231525.00","--","--","0.77"
"114/10/28","111","2","5880","合庫金","18658435.00","5129029.00","23787464.00","123452.00","-712619.00","13259095.00","11117536.00","1769458.00","9348078.00","--","9348078.00","-26718790.00","-17370712.00","9025164.00","--","322914.00","-16403092.00","--","-967620.00","0.64"
