出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","111","4","1101","台泥","113929706.00","104345739.00","--","--","9583967.00","--","--","9583967.00","8421829.00","--","1162138.00","5483959.00","6646097.00","2489012.00","4157085.00","0.00","--","4157085.00","1144923.00","--","5302008.00","5404984.00","--","-1247899.00","6253579.00","--","-951571.00","0.74"
"114/10/28","111","4","1102","亞泥","90340503.00","78585021.00","--","--","11755482.00","--","--","11755482.00","3184209.00","--","8571273.00","6625704.00","15196977.00","2599841.00","12597136.00","--","--","12597136.00","4417882.00","--","17015018.00","12016396.00","--","580740.00","16002287.00","--","1012731.00","3.63"
"114/10/28","111","4","1103","嘉泥","2253659.00","2121073.00","--","--","132586.00","--","--","132586.00","527956.00","--","-395370.00","274068.00","-121302.00","52584.00","-173886.00","--","--","-173886.00","-3276723.00","--","-3450609.00","-180762.00","--","6876.00","-3335828.00","--","-114781.00","-0.28"
"114/10/28","111","4","1104","環泥","7055789.00","5689489.00","--","--","1366300.00","--","--","1366300.00","525210.00","--","841090.00","1542239.00","2383329.00","199837.00","2183492.00","--","--","2183492.00","240709.00","--","2424201.00","2041395.00","--","142097.00","2281539.00","--","142662.00","3.12"
"114/10/28","111","4","1108","幸福","4149253.00","3158473.00","--","--","990780.00","--","--","990780.00","279804.00","453.00","711429.00","-23407.00","688022.00","106801.00","581221.00","--","--","581221.00","-78163.00","--","503058.00","581216.00","--","5.00","503053.00","--","5.00","1.44"
"114/10/28","111","4","1109","信大","6388338.00","5138589.00","--","--","1249749.00","--","--","1249749.00","338610.00","--","911139.00","81615.00","992754.00","475016.00","517738.00","--","--","517738.00","97077.00","--","614815.00","399166.00","--","118572.00","463300.00","--","151515.00","1.17"
"114/10/28","111","4","1110","東泥","1794015.00","1672736.00","--","--","121279.00","--","--","121279.00","152778.00","--","-31499.00","141176.00","109677.00","1553.00","108124.00","--","--","108124.00","-26916.00","--","81208.00","149043.00","--","-40919.00","122171.00","--","-40963.00","0.26"
"114/10/28","111","4","1201","味全","19972832.00","14474786.00","--","--","5498046.00","--","--","5498046.00","5163869.00","--","334177.00","-34377.00","299800.00","58717.00","241083.00","--","--","241083.00","193825.00","--","434908.00","240283.00","--","800.00","433983.00","--","925.00","0.47"
"114/10/28","111","4","1203","味王","6385557.00","4560378.00","--","--","1825179.00","--","--","1825179.00","992023.00","--","833156.00","287869.00","1121025.00","231651.00","889374.00","0.00","--","889374.00","143186.00","--","1032560.00","625396.00","--","263978.00","695396.00","--","337164.00","2.63"
"114/10/28","111","4","1210","大成","113297286.00","101938516.00","--","--","11358770.00","--","--","11358770.00","8300566.00","--","3058204.00","367503.00","3425707.00","575581.00","2850126.00","--","--","2850126.00","-204788.00","--","2645338.00","2193061.00","--","657065.00","1947757.00","--","697581.00","2.59"
"114/10/28","111","4","1213","大飲","393947.00","405814.00","--","--","-11867.00","--","--","-11867.00","55550.00","--","-67417.00","-8394.00","-75811.00","-2.00","-75809.00","--","--","-75809.00","-12.00","--","-75821.00","-75809.00","--","--","-75821.00","--","--","-1.34"
"114/10/28","111","4","1215","卜蜂","28959220.00","25082443.00","--","--","3876777.00","--","--","3876777.00","1894607.00","21509.00","2003679.00","-75436.00","1928243.00","378069.00","1550174.00","--","--","1550174.00","115210.00","--","1665384.00","1555380.00","--","-5206.00","1669875.00","--","-4491.00","5.28"
"114/10/28","111","4","1216","統一","524831664.00","357181700.00","--","--","167649964.00","--","--","167649964.00","138633361.00","--","29016603.00","6325215.00","35341818.00","8815901.00","26525917.00","--","--","26525917.00","7908802.00","--","34434719.00","17168480.00","--","9357437.00","24561958.00","--","9872761.00","3.02"
"114/10/28","111","4","1217","愛之味","4800625.00","3363675.00","--","--","1436950.00","--","--","1436950.00","1265682.00","--","171268.00","131994.00","303262.00","15469.00","287793.00","--","--","287793.00","11669.00","--","299462.00","277890.00","--","9903.00","287046.00","--","12416.00","0.56"
"114/10/28","111","4","1218","泰山","11069440.00","9623679.00","--","--","1445761.00","403.00","231.00","1445589.00","1837971.00","--","-392382.00","6603532.00","6211150.00","292578.00","5918572.00","--","--","5918572.00","130052.00","--","6048624.00","5918495.00","--","77.00","6048582.00","--","42.00","12.17"
"114/10/28","111","4","1219","福壽","16999408.00","15539508.00","--","-4873.00","1455027.00","700.00","--","1454327.00","1144381.00","--","309946.00","66177.00","376123.00","70590.00","305533.00","--","--","305533.00","4610.00","--","310143.00","321930.00","--","-16397.00","326158.00","--","-16015.00","1.00"
"114/10/28","111","4","1220","台榮","3537556.00","3228562.00","--","--","308994.00","--","--","308994.00","246681.00","--","62313.00","24651.00","86964.00","15358.00","71606.00","--","--","71606.00","1142.00","--","72748.00","45878.00","--","25728.00","47012.00","--","25736.00","0.26"
"114/10/28","111","4","1225","福懋油","15274361.00","14305096.00","31452.00","--","1000717.00","175.00","--","1000542.00","638921.00","-817.00","360804.00","60923.00","421727.00","74580.00","347147.00","--","--","347147.00","12603.00","--","359750.00","368994.00","--","-21847.00","381597.00","--","-21847.00","1.69"
"114/10/28","111","4","1227","佳格","28922800.00","22564224.00","--","--","6358576.00","--","--","6358576.00","4915721.00","--","1442855.00","168224.00","1611079.00","366971.00","1244108.00","--","--","1244108.00","-108326.00","--","1135782.00","1214098.00","--","30010.00","1199905.00","--","-64123.00","1.34"
"114/10/28","111","4","1229","聯華","12326365.00","9634282.00","--","--","2692083.00","--","--","2692083.00","1138131.00","--","1553952.00","3367690.00","4921642.00","82430.00","4839212.00","--","--","4839212.00","-4987775.00","--","-148563.00","3871653.00","--","967559.00","273964.00","--","-422527.00","2.63"
"114/10/28","111","4","1231","聯華食","10772839.00","8270979.00","--","--","2501860.00","--","--","2501860.00","1324260.00","--","1177600.00","-81308.00","1096292.00","225306.00","870986.00","--","--","870986.00","14737.00","--","885723.00","871814.00","--","-828.00","886270.00","--","-547.00","3.89"
"114/10/28","111","4","1232","大統益","24676960.00","22273195.00","--","--","2403765.00","--","--","2403765.00","929712.00","--","1474053.00","122289.00","1596342.00","328543.00","1267799.00","--","--","1267799.00","26190.00","--","1293989.00","1226205.00","--","41594.00","1251887.00","--","42102.00","7.66"
"114/10/28","111","4","1233","天仁","1835662.00","807693.00","0.00","0.00","1027969.00","0.00","0.00","1027969.00","1008251.00","--","19718.00","37780.00","57498.00","5906.00","51592.00","--","--","51592.00","50503.00","--","102095.00","51229.00","--","363.00","101538.00","--","557.00","0.57"
"114/10/28","111","4","1234","黑松","9558497.00","6879679.00","--","--","2678818.00","--","--","2678818.00","2083947.00","--","594871.00","499295.00","1094166.00","208031.00","886135.00","--","--","886135.00","-1539.00","--","884596.00","886135.00","--","--","884596.00","--","--","2.21"
"114/10/28","111","4","1235","興泰","63027.00","38090.00","--","--","24937.00","--","--","24937.00","14833.00","--","10104.00","198509.00","208613.00","12980.00","195633.00","--","--","195633.00","-1326540.00","--","-1130907.00","169195.00","--","26438.00","-1292400.00","--","161493.00","1.31"
"114/10/28","111","4","1236","宏亞","2108653.00","1539923.00","--","--","568730.00","--","--","568730.00","564358.00","--","4372.00","462474.00","466846.00","42690.00","424156.00","--","--","424156.00","433767.00","--","857923.00","424156.00","--","--","857923.00","--","--","3.91"
"114/10/28","111","4","1256","鮮活果汁-KY","4101393.00","2931835.00","--","--","1169558.00","--","--","1169558.00","616066.00","--","553492.00","76582.00","630074.00","165382.00","464692.00","--","--","464692.00","54121.00","--","518813.00","403294.00","--","61398.00","451962.00","--","66851.00","11.92"
"114/10/28","111","4","1301","台塑","251647354.00","209088610.00","--","--","42558744.00","--","--","42558744.00","15759527.00","--","26799217.00","16995170.00","43794387.00","7651519.00","36142868.00","--","--","36142868.00","-29456948.00","--","6685920.00","36142868.00","--","--","6685920.00","--","--","5.68"
