出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","112","1","1409","新纖","118816151.00","64357734.00","183173885.00","117685491.00","20504512.00","138190003.00","16184093.00","--","1949395.00","12899510.00","3347319.00","-29834.00","34350483.00","--","10633399.00","44983882.00","--","0.00","4680487.00","21.29"
"114/10/29","112","1","1718","中纖","641149119.00","194974038.00","836123157.00","729599579.00","30303434.00","759903013.00","16862097.00","0.00","1710529.00","3335315.00","866915.00","-1136802.00","21638054.00","0.00","54582090.00","76220144.00","--","0.00","344529645.00","16.13"
"114/10/29","112","1","2207","和泰車","305565879.00","120925194.00","426491073.00","317875797.00","34733200.00","352608997.00","5461792.00","--","2898044.00","36071411.00","1838787.00","--","46270034.00","--","27612042.00","73882076.00","0.00","0.00","0.00","84.72"
"114/10/29","112","1","2905","三商","132382250.00","1372124565.00","1504506815.00","17487200.00","1445778560.00","1463265760.00","9224957.00","0.00","2760689.00","5355643.00","-3671673.00","-488279.00","13181337.00","0.00","28059718.00","41241055.00","0.00","0.00","48654000.00","15.08"
