出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","112","2","1409","新纖","123676920.00","65759492.00","189436412.00","121119018.00","22706417.00","143825435.00","16184093.00","--","1963646.00","13116007.00","4104522.00","-29834.00","35338434.00","--","10272543.00","45610977.00","--","0.00","4680487.00","21.90"
"114/10/29","112","2","1718","中纖","641682124.00","204014000.00","845696124.00","739044290.00","30142626.00","769186916.00","16862097.00","0.00","1713109.00","3238882.00","914118.00","-1136802.00","21591404.00","0.00","54917804.00","76509208.00","--","0.00","344529645.00","16.09"
"114/10/29","112","2","2207","和泰車","318431452.00","125860753.00","444292205.00","327881295.00","34088936.00","361970231.00","5571028.00","--","2897444.00","43009149.00","2937950.00","--","54415571.00","--","27906403.00","82321974.00","0.00","0.00","0.00","99.63"
"114/10/29","112","2","2905","三商","127395570.00","1411531419.00","1538926989.00","17045320.00","1480526802.00","1497572122.00","9224957.00","0.00","2777718.00","4863684.00","-2918708.00","-488279.00","13459372.00","0.00","27895495.00","41354867.00","0.00","0.00","48654000.00","15.40"
