出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/10/29","112","3","2801","彰銀","46871267.00","149185869.00","70659697.00","259633178.00","442350214.00","--","--","21253194.00","114084.00","--","--","1751222737.00","--","--","1271216.00","21080949.00","1981520.00","13841371.00","1020276.00","4294851.00","902786.00","2785683209.00","104295032.00","--","2642949.00","--","17545187.00","44702477.00","1326225.00","--","2358249476.00","49175313.00","--","--","1058654.00","3229937.00","1830662.00","10811746.00","9901237.00","2604768895.00","108582930.00","--","--","69836059.00","2495325.00","0.00","180914314.00","--","--","--","180914314.00","--","0.00","0.00","16.66"
"114/10/29","112","3","2812","台中銀","14352521.00","40448490.00","32336006.00","59546480.00","112590484.00","--","10966099.00","21423389.00","--","--","--","528371024.00","173028.00","194687.00","240918.00","17624890.00","964620.00","605606.00","258763.00","655639.00","2524628.00","843277272.00","10820880.00","11908724.00","1462358.00","--","3929195.00","11937005.00","315526.00","--","701610444.00","16500000.00","--","--","7846100.00","1280059.00","1006600.00","109486.00","1251742.00","769978119.00","52260953.00","--","1528256.00","19199484.00","310460.00","0.00","73299153.00","--","--","0.00","73299153.00","0.00","0.00","0.00","14.03"
"114/10/29","112","3","2820","華票","431817.00","--","115867644.00","92623148.00","1686035.00","--","3525729.00","1563952.00","288868.00","--","--","--","--","--","96579.00","145685.00","21122.00","--","--","462837.00","578155.00","217291571.00","21010235.00","--","101709.00","--","170677129.00","469207.00","--","--","--","--","--","--","0.00","1387831.00","21368.00","25639.00","222395.00","193915513.00","13429600.00","--","13509.00","11681745.00","-1748796.00","--","--","--","--","--","23376058.00","--","0.00","0.00","17.41"
"114/10/29","112","3","2834","臺企銀","40656689.00","139191834.00","71292765.00","187717051.00","255721072.00","--","7414755.00","11233469.00","349355.00","--","--","1438494076.00","0.00","--","8611.00","14083708.00","1240731.00","--","811505.00","1753604.00","20137102.00","2190106327.00","179626817.00","1260983.00","10217421.00","--","2571494.00","29068525.00","32190.00","--","1784675542.00","56550000.00","--","--","2764254.00","2633006.00","1264404.00","892930.00","3336844.00","2074894410.00","82224061.00","--","815900.00","33529398.00","-1357442.00","--","115211917.00","--","--","--","115211917.00","0.00","0.00","0.00","14.01"
"114/10/29","112","3","2836","高雄銀","4649707.00","12758500.00","2099599.00","35883653.00","50882449.00","--","3242733.00","1379106.00","0.00","--","--","179505269.00","--","--","230452.00","3031892.00","380060.00","--","106930.00","87323.00","233262.00","294470935.00","9742488.00","0.00","11017.00","--","12956776.00","4932750.00","26825.00","--","243118365.00","5377000.00","--","--","--","422949.00","379982.00","--","219439.00","277187591.00","12742981.00","--","1057133.00","4801597.00","-1318367.00","--","--","--","--","--","17283344.00","--","0.00","0.00","13.56"
"114/10/29","112","3","2838","聯邦銀","10635835.00","34892914.00","58033444.00","60404588.00","83046400.00","--","46601018.00","37685125.00","667074.00","--","--","563485333.00","1938276.00","--","1623235.00","15020021.00","1559769.00","4662629.00","2169412.00","637623.00","9262007.00","932324703.00","9020298.00","1310006.00","554985.00","--","70278359.00","11068166.00","736590.00","--","745950452.00","5000000.00","924196.00","375000.00","11384660.00","411500.00","1548652.00","2029432.00","3722490.00","864314786.00","39789525.00","--","8125732.00","17296299.00","587434.00","--","65798990.00","--","--","2210927.00","68009917.00","--","0.00","0.00","16.54"
"114/10/29","112","3","2845","遠東銀","6251167.00","47654404.00","47617726.00","72348933.00","126012509.00","--","2467054.00","19670542.00","--","--","--","458350583.00","2638101.00","--","8258336.00","5095018.00","859720.00","--","1578558.00","52330.00","401744.00","799256725.00","41769.00","--","11423637.00","--","750704.00","7599104.00","46196.00","--","665476242.00","16901900.00","--","--","37203814.00","715563.00","872043.00","--","511433.00","741542405.00","40694838.00","--","302926.00","17382389.00","-665833.00","--","57714320.00","--","--","--","57714320.00","--","0.00","0.00","14.18"
"114/10/29","112","3","2849","安泰銀","2562895.00","13874013.00","15749305.00","40824417.00","36742780.00","--","2361686.00","4272161.00","131880.00","--","--","220123914.00","--","--","423961.00","659681.00","825578.00","59005.00","226669.00","741018.00","1282563.00","340861526.00","979997.00","--","409830.00","--","1184268.00","2906560.00","0.00","--","300934722.00","--","--","--","545227.00","271817.00","817638.00","71585.00","115693.00","308237337.00","19576094.00","--","402822.00","14490058.00","-1844785.00","0.00","--","--","--","--","32624189.00","--","0.00","0.00","16.67"
"114/10/29","112","3","2897","王道銀行","7777593.00","20248101.00","151203755.00","167482826.00","25321815.00","--","3525729.00","5095851.00","530665.00","--","--","224044809.00","7092525.00","--","1153810.00","2387019.00","413686.00","--","1751674.00","1121110.00","1475909.00","620626877.00","36744811.00","--","786270.00","--","186676164.00","4328203.00","416211.00","--","314203891.00","12950000.00","--","--","4211280.00","2020760.00","431258.00","810078.00","343924.00","563922850.00","30330063.00","--","18814.00","11403295.00","-2271715.00","-116128.00","39364329.00","--","--","17339698.00","56704027.00","--","12813000.00","0.00","13.03"
"114/10/29","112","3","5876","上海商銀","46993126.00","390642717.00","8200547.00","383361693.00","288249965.00","--","4414694.00","20295052.00","250930.00","--","--","1271877356.00","2180349.00","--","11236.00","23193935.00","1870868.00","7523693.00","2064102.00","4043527.00","11502878.00","2466676668.00","45923706.00","0.00","7822709.00","--","719226.00","37356501.00","1529637.00","--","2022948174.00","76891906.00","--","--","7253344.00","3424848.00","1906500.00","11619069.00","4601469.00","2221997089.00","48616031.00","0.00","27548445.00","106802373.00","-1295279.00","-83144.00","181588426.00","--","--","63091153.00","244679579.00","0.00","11397439.00","0.00","37.44"
