出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/10/29","112","2","2801","彰銀","36176439.00","138072106.00","70679890.00","230520115.00","484786265.00","--","--","25636366.00","87550.00","--","--","1679635220.00","--","--","1517142.00","21059355.00","1881864.00","13842966.00","1081266.00","3386615.00","1170878.00","2709534037.00","66607161.00","--","2859398.00","--","1481268.00","32216972.00","1335161.00","--","2355457500.00","52190030.00","--","--","871807.00","3191727.00","1714334.00","9642666.00","6236442.00","2533804466.00","108582930.00","--","--","66193606.00","953035.00","0.00","175729571.00","--","--","--","175729571.00","--","0.00","0.00","16.59"
"114/10/29","112","2","2812","台中銀","11459273.00","40718791.00","33305930.00","47142956.00","114800626.00","--","11692636.00","19357680.00","--","--","--","518118265.00","173732.00","435532.00","270918.00","17327675.00","872290.00","603430.00","266540.00","699214.00","2251499.00","819496987.00","8132240.00","11450829.00","1282199.00","--","0.00","8663978.00","556405.00","--","691315072.00","16500000.00","--","--","6229100.00","1266864.00","915453.00","109486.00","1329357.00","747750983.00","52260953.00","--","1528256.00","17365817.00","590978.00","0.00","71746004.00","--","--","0.00","71746004.00","0.00","0.00","0.00","14.31"
"114/10/29","112","2","2820","華票","1110395.00","0.00","107136821.00","85718977.00","1685171.00","--","2182640.00","1149365.00","141518.00","--","--","--","--","--","82586.00","145737.00","25131.00","--","--","385899.00","573971.00","200338211.00","13833615.00","--","159981.00","--","160567243.00","1387738.00","0.00","--","--","--","--","--","0.00","1390223.00","25380.00","--","260573.00","177624753.00","13429600.00","--","13515.00","11367621.00","-2097278.00","--","--","--","--","--","22713458.00","--","0.00","0.00","16.91"
"114/10/29","112","2","2834","臺企銀","31575471.00","112564231.00","65283254.00","191703558.00","242622797.00","--","2237378.00","11584923.00","349315.00","--","--","1404830556.00","0.00","--","9250.00","14062203.00","1242140.00","--","820034.00","1681177.00","9001254.00","2089567541.00","171901318.00","1212500.00","9591566.00","--","2397309.00","16345749.00","671902.00","--","1704474195.00","60250000.00","--","--","3224904.00","2623950.00","1272263.00","879056.00","1995556.00","1976840268.00","82224061.00","0.00","815900.00","30706207.00","-1018895.00","--","112727273.00","--","--","--","112727273.00","0.00","0.00","0.00","14.04"
"114/10/29","112","2","2836","高雄銀","3503984.00","10618050.00","1954082.00","35563511.00","51073590.00","--","2545137.00","1963019.00","0.00","--","--","179694801.00","--","--","224725.00","3031743.00","366777.00","--","109075.00","132721.00","211701.00","290992916.00","10499275.00","0.00","21870.00","--","13070723.00","3881880.00","96792.00","--","239841745.00","5377000.00","--","--","--","440133.00","367107.00","--","139705.00","273736230.00","12742981.00","--","1057133.00","4587735.00","-1131163.00","--","--","--","--","--","17256686.00","--","0.00","0.00","13.94"
"114/10/29","112","2","2838","聯邦銀","7364785.00","30747073.00","53907131.00","64532607.00","82840985.00","--","39595963.00","34341923.00","120636.00","--","--","550075876.00","1944603.00","--","1637038.00","14380902.00","1551096.00","4654930.00","2166590.00","695706.00","8926715.00","899484559.00","12344341.00","1308601.00","675348.00","--","57947165.00","7545495.00","478141.00","--","727657213.00","5000000.00","921753.00","375000.00","11075596.00","411409.00","1538540.00","1945826.00","3585285.00","832809713.00","39821791.00","--","8093466.00","15695758.00","1058300.00","--","64669315.00","--","--","2005531.00","66674846.00","--","0.00","0.00","17.04"
"114/10/29","112","2","2845","遠東銀","7676337.00","32974456.00","46065594.00","78948692.00","117477310.00","--","2267110.00","19135413.00","--","--","--","468095569.00","1936206.00","--","6996213.00","5097768.00","881345.00","--","1584929.00","129532.00","387783.00","789654257.00","3918263.00","--","9091859.00","--","0.00","6861715.00","163891.00","--","653538839.00","20901900.00","--","--","36943713.00","700677.00","889428.00","--","535516.00","733545801.00","40694838.00","--","302926.00","16047115.00","-936423.00","--","56108456.00","--","--","--","56108456.00","--","0.00","0.00","13.79"
"114/10/29","112","2","2849","安泰銀","2211581.00","13868516.00","13109710.00","41170731.00","42524176.00","--","542985.00","3651804.00","--","--","--","220626348.00","--","--","141724.00","708626.00","878860.00","--","229791.00","821918.00","1535892.00","342022662.00","411957.00","--","557844.00","--","1915519.00","2821631.00","31469.00","--","302255688.00","--","--","--","492074.00","303414.00","873635.00","58459.00","127036.00","309848726.00","19576094.00","--","402822.00","13795997.00","-1600977.00","0.00","--","--","--","--","32173936.00","0.00","0.00","0.00","16.44"
"114/10/29","112","2","2897","王道銀行","7958646.00","20328940.00","145240730.00","160447332.00","26870632.00","--","2182640.00","5817657.00","294367.00","--","--","218849687.00","6944807.00","--","1102503.00","2401188.00","436864.00","--","1737331.00","986018.00","1537634.00","603136976.00","30681675.00","--","894063.00","--","173441555.00","6019358.00","293104.00","--","316788594.00","12250000.00","--","--","3410872.00","2023832.00","453834.00","699017.00","670888.00","547626792.00","30330063.00","--","14897.00","10901257.00","-2556825.00","-16837.00","38672555.00","--","--","16837629.00","55510184.00","--","2522000.00","0.00","12.76"
"114/10/29","112","2","5876","上海商銀","42589176.00","379886923.00","9417061.00","396154215.00","270127381.00","--","350000.00","21072533.00","228453.00","--","--","1254288444.00","2239112.00","--","3235.00","22694248.00","1837922.00","7037601.00","1937403.00","4142131.00","10573899.00","2424579737.00","53205270.00","--","7356554.00","--","716763.00","40943820.00","1393762.00","--","1984846436.00","76775506.00","--","--","7648200.00","2960440.00","1883787.00","11003166.00","3051144.00","2191784848.00","48616031.00","--","27405763.00","101992075.00","-3946174.00","-83144.00","173984551.00","--","--","58810338.00","232794889.00","--","11397439.00","0.00","35.87"
