出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","108","3","1101","台泥","87561878.00","62031223.00","--","--","25530655.00","--","--","25530655.00","4636313.00","--","20894342.00","2965016.00","23859358.00","4954162.00","18905196.00","--","--","18905196.00","1235805.00","--","20141001.00","17719524.00","--","1185672.00","18901686.00","--","1239315.00","3.24"
"114/10/29","108","3","1102","亞泥","66206883.00","47102035.00","--","--","19104848.00","--","-9.00","19104839.00","2904619.00","--","16200220.00","5323307.00","21523527.00","4586989.00","16936538.00","--","--","16936538.00","922280.00","--","17858818.00","13458582.00","--","3477956.00","14782959.00","--","3075859.00","4.29"
"114/10/29","108","3","1103","嘉泥","1362993.00","1202807.00","--","--","160186.00","--","--","160186.00","386237.00","--","-226051.00","1349586.00","1123535.00","131005.00","992530.00","603989.00","--","1596519.00","1977827.00","--","3574346.00","1485119.00","--","111400.00","3394470.00","--","179876.00","2.31"
"114/10/29","108","3","1104","環泥","3551356.00","3185655.00","--","--","365701.00","--","--","365701.00","304894.00","--","60807.00","668545.00","729352.00","25989.00","703363.00","--","--","703363.00","-17334.00","--","686029.00","699299.00","--","4064.00","681965.00","--","4064.00","1.07"
"114/10/29","108","3","1108","幸福","2660105.00","2473905.00","--","--","186200.00","--","--","186200.00","170014.00","4120.00","20306.00","-14006.00","6300.00","7199.00","-899.00","0.00","--","-899.00","40701.00","--","39802.00","-899.00","--","0.00","39802.00","--","0.00","0.00"
"114/10/29","108","3","1109","信大","5620429.00","3772459.00","--","--","1847970.00","--","--","1847970.00","352457.00","--","1495513.00","-12998.00","1482515.00","479063.00","1003452.00","--","--","1003452.00","-122072.00","--","881380.00","640589.00","--","362863.00","559189.00","--","322191.00","1.87"
"114/10/29","108","3","1110","東泥","1138816.00","1087470.00","--","--","51346.00","--","--","51346.00","65941.00","--","-14595.00","61499.00","46904.00","7857.00","39047.00","--","--","39047.00","45200.00","--","84247.00","38890.00","--","157.00","84078.00","--","169.00","0.07"
"114/10/29","108","3","1201","味全","15431845.00","10628859.00","--","--","4802986.00","--","--","4802986.00","4306656.00","--","496330.00","1129178.00","1625508.00","333152.00","1292356.00","--","--","1292356.00","-63525.00","--","1228831.00","1291702.00","--","654.00","1228208.00","--","623.00","2.55"
"114/10/29","108","3","1203","味王","4703855.00","3236501.00","--","--","1467354.00","--","--","1467354.00","785486.00","--","681868.00","36882.00","718750.00","189140.00","529610.00","--","--","529610.00","150732.00","--","680342.00","346651.00","--","182959.00","426583.00","--","253759.00","1.46"
"114/10/29","108","3","1210","大成","56773250.00","48106408.00","--","--","8666842.00","--","--","8666842.00","6051874.00","--","2614968.00","182951.00","2797919.00","609861.00","2188058.00","--","--","2188058.00","147396.00","--","2335454.00","1808402.00","--","379656.00","2064754.00","--","270700.00","2.32"
"114/10/29","108","3","1213","大飲","354947.00","333656.00","--","--","21291.00","--","--","21291.00","48481.00","--","-27190.00","-14670.00","-41860.00","-6166.00","-35694.00","0.00","--","-35694.00","51.00","--","-35643.00","-35694.00","--","--","-35643.00","--","--","-0.63"
"114/10/29","108","3","1215","卜蜂","15575358.00","13244203.00","--","--","2331155.00","--","--","2331155.00","1134157.00","5657.00","1202655.00","6271.00","1208926.00","249815.00","959111.00","-1640.00","--","957471.00","260399.00","--","1217870.00","939821.00","--","17650.00","1201431.00","--","16439.00","3.51"
"114/10/29","108","3","1216","統一","343353755.00","223075955.00","--","--","120277800.00","--","--","120277800.00","94722753.00","--","25555047.00","5252306.00","30807353.00","6762870.00","24044483.00","--","--","24044483.00","-2325214.00","--","21719269.00","16193209.00","--","7851274.00","14789522.00","--","6929747.00","2.85"
"114/10/29","108","3","1217","愛之味","3614468.00","2448000.00","--","--","1166468.00","--","--","1166468.00","1012921.00","--","153547.00","-31157.00","122390.00","12080.00","110310.00","--","--","110310.00","-3816.00","--","106494.00","97221.00","--","13089.00","87927.00","--","18567.00","0.20"
"114/10/29","108","3","1218","泰山","6080600.00","4922457.00","--","--","1158143.00","268.00","1500.00","1159375.00","973041.00","--","186334.00","356762.00","543096.00","35162.00","507934.00","--","--","507934.00","7537.00","--","515471.00","507658.00","--","276.00","515195.00","--","276.00","1.04"
"114/10/29","108","3","1219","福壽","9044423.00","8300942.00","--","7000.00","750481.00","--","--","750481.00","693341.00","--","57140.00","-13120.00","44020.00","24612.00","19408.00","--","--","19408.00","-900.00","--","18508.00","72561.00","--","-53153.00","71796.00","--","-53288.00","0.23"
"114/10/29","108","3","1220","台榮","2075906.00","1780953.00","--","--","294953.00","--","--","294953.00","175707.00","--","119246.00","-1038.00","118208.00","26047.00","92161.00","--","--","92161.00","0.00","--","92161.00","81096.00","--","11065.00","81096.00","--","11065.00","0.46"
"114/10/29","108","3","1225","福懋油","7838370.00","7116626.00","11174.00","--","732918.00","--","1484.00","734402.00","416540.00","327.00","318189.00","31320.00","349509.00","69544.00","279965.00","--","--","279965.00","-19023.00","--","260942.00","242607.00","--","37358.00","223584.00","--","37358.00","1.11"
"114/10/29","108","3","1227","佳格","21404896.00","14674715.00","--","--","6730181.00","--","--","6730181.00","3679335.00","--","3050846.00","168628.00","3219474.00","753327.00","2466147.00","--","--","2466147.00","-78952.00","--","2387195.00","2439979.00","--","26168.00","2341300.00","--","45895.00","2.69"
"114/10/29","108","3","1229","聯華","5970777.00","4474654.00","--","--","1496123.00","--","--","1496123.00","647522.00","--","848601.00","1949878.00","2798479.00","121419.00","2677060.00","--","--","2677060.00","655507.00","--","3332567.00","2311739.00","--","365321.00","3152119.00","--","180448.00","2.10"
"114/10/29","108","3","1231","聯華食","6316123.00","5020616.00","--","--","1295507.00","--","--","1295507.00","959862.00","--","335645.00","52168.00","387813.00","79077.00","308736.00","--","--","308736.00","-7365.00","--","301371.00","307865.00","--","871.00","301030.00","--","341.00","1.76"
"114/10/29","108","3","1232","大統益","12609329.00","11108998.00","--","--","1500331.00","--","--","1500331.00","584089.00","--","916242.00","34786.00","951028.00","191399.00","759629.00","--","--","759629.00","0.00","--","759629.00","741000.00","--","18629.00","741000.00","--","18629.00","4.63"
"114/10/29","108","3","1233","天仁","1670542.00","702756.00","--","--","967786.00","0.00","0.00","967786.00","832154.00","--","135632.00","18951.00","154583.00","29745.00","124838.00","--","--","124838.00","4671.00","--","129509.00","124583.00","--","255.00","129243.00","--","266.00","1.38"
"114/10/29","108","3","1234","黑松","6751798.00","4946361.00","--","--","1805437.00","--","--","1805437.00","1465354.00","--","340083.00","411586.00","751669.00","66970.00","684699.00","--","--","684699.00","-5191.00","--","679508.00","684699.00","--","--","679508.00","--","--","1.70"
"114/10/29","108","3","1235","興泰","47978.00","21555.00","--","--","26423.00","--","--","26423.00","13510.00","--","12913.00","39486.00","52399.00","276.00","52123.00","--","--","52123.00","-2207849.00","--","-2155726.00","52123.00","--","--","-2155726.00","--","--","0.54"
"114/10/29","108","3","1236","宏亞","1278667.00","953662.00","--","--","325005.00","--","--","325005.00","362845.00","--","-37840.00","12885.00","-24955.00","7488.00","-32443.00","--","--","-32443.00","-124232.00","--","-156675.00","-32443.00","--","0.00","-156675.00","--","--","-0.30"
"114/10/29","108","3","1256","鮮活果汁-KY","2837745.00","1739960.00","--","--","1097785.00","--","--","1097785.00","464990.00","--","632795.00","6699.00","639494.00","176936.00","462558.00","--","--","462558.00","-56824.00","--","405734.00","462344.00","--","214.00","406818.00","--","-1084.00","13.66"
"114/10/29","108","3","1301","台塑","159296860.00","132777444.00","--","--","26519416.00","--","--","26519416.00","8866406.00","--","17653010.00","20958795.00","38611805.00","4438123.00","34173682.00","--","--","34173682.00","-2116458.00","--","32057224.00","34173682.00","--","--","32057224.00","--","--","5.37"
"114/10/29","108","3","1303","南亞","214657229.00","194692802.00","--","--","19964427.00","--","12412.00","19976839.00","13422764.00","--","6554075.00","15110898.00","21664973.00","2724435.00","18940538.00","--","--","18940538.00","-8351439.00","--","10589099.00","18926725.00","--","13813.00","10626348.00","--","-37249.00","2.39"
"114/10/29","108","3","1304","台聚","41985100.00","37195424.00","--","--","4789676.00","--","--","4789676.00","2827027.00","--","1962649.00","478516.00","2441165.00","586500.00","1854665.00","3604.00","--","1858269.00","-457149.00","--","1401120.00","997873.00","--","860396.00","806218.00","--","594902.00","0.93"
"114/10/29","108","3","1305","華夏","11407164.00","10079231.00","--","--","1327933.00","--","--","1327933.00","887800.00","--","440133.00","80837.00","520970.00","97958.00","423012.00","3604.00","--","426616.00","3886.00","--","430502.00","403908.00","--","22708.00","407764.00","--","22738.00","0.77"
"114/10/29","108","3","1307","三芳","7737016.00","6022826.00","--","--","1714190.00","--","--","1714190.00","1250947.00","--","463243.00","49127.00","512370.00","168776.00","343594.00","--","--","343594.00","42601.00","--","386195.00","343594.00","--","--","386195.00","--","--","0.86"
"114/10/29","108","3","1308","亞聚","5040677.00","4371982.00","--","--","668695.00","--","--","668695.00","177513.00","--","491182.00","160981.00","652163.00","105362.00","546801.00","--","--","546801.00","-10052.00","--","536749.00","546801.00","--","--","536749.00","--","--","0.99"
"114/10/29","108","3","1309","台達化","13464687.00","12535960.00","--","--","928727.00","--","--","928727.00","547879.00","--","380848.00","55059.00","435907.00","120545.00","315362.00","--","--","315362.00","-24896.00","--","290466.00","315362.00","--","--","290466.00","--","--","0.94"
"114/10/29","108","3","1310","台苯","9460217.00","8113275.00","--","--","1346942.00","--","--","1346942.00","277037.00","61.00","1069966.00","-73679.00","996287.00","153752.00","842535.00","--","--","842535.00","-10720.00","--","831815.00","848061.00","--","-5526.00","837476.00","--","-5661.00","1.61"
"114/10/29","108","3","1312","國喬","15574932.00","13336998.00","--","--","2237934.00","--","--","2237934.00","953569.00","--","1284365.00","1080401.00","2364766.00","518562.00","1846204.00","--","--","1846204.00","-411647.00","--","1434557.00","1775179.00","--","71025.00","1491020.00","--","-56463.00","1.95"
"114/10/29","108","3","1313","聯成","47022441.00","45621255.00","--","--","1401186.00","--","--","1401186.00","1797734.00","--","-396548.00","217656.00","-178892.00","-116814.00","-62078.00","--","--","-62078.00","822216.00","--","760138.00","-62078.00","--","--","760138.00","--","--","-0.05"
"114/10/29","108","3","1314","中石化","24483765.00","22747883.00","--","--","1735882.00","--","0.00","1735882.00","1448625.00","--","287257.00","899513.00","1186770.00","57837.00","1128933.00","--","--","1128933.00","43209.00","--","1172142.00","1132232.00","--","-3299.00","1172912.00","--","-770.00","0.40"
"114/10/29","108","3","1315","達新","1877949.00","1548390.00","--","--","329559.00","--","--","329559.00","286964.00","--","42595.00","739268.00","781863.00","28501.00","753362.00","--","--","753362.00","-166796.00","--","586566.00","751720.00","--","1642.00","585300.00","--","1266.00","3.94"
"114/10/29","108","3","1316","上曜","340533.00","302246.00","--","--","38287.00","--","--","38287.00","184193.00","--","-145906.00","48643.00","-97263.00","9207.00","-106470.00","33310.00","--","-73160.00","5248.00","--","-67912.00","-129898.00","--","56738.00","-130411.00","--","62499.00","-0.81"
"114/10/29","108","3","1319","東陽","15769700.00","11852167.00","--","--","3917533.00","--","--","3917533.00","2386549.00","--","1530984.00","251619.00","1782603.00","395041.00","1387562.00","--","--","1387562.00","-19172.00","--","1368390.00","1481502.00","--","-93940.00","1477720.00","--","-109330.00","2.50"
"114/10/29","108","3","1321","大洋","3467955.00","3296075.00","--","--","171880.00","--","--","171880.00","249258.00","--","-77378.00","201891.00","124513.00","5.00","124508.00","0.00","--","124508.00","-431798.00","--","-307290.00","124508.00","--","--","-307290.00","--","--","0.56"
"114/10/29","108","3","1323","永裕","2677469.00","2054229.00","--","--","623240.00","--","--","623240.00","310287.00","--","312953.00","17407.00","330360.00","71577.00","258783.00","--","--","258783.00","-35628.00","--","223155.00","214870.00","--","43913.00","179242.00","--","43913.00","2.36"
"114/10/29","108","3","1324","地球","856523.00","716915.00","--","--","139608.00","--","--","139608.00","137355.00","--","2253.00","483.00","2736.00","4522.00","-1786.00","--","--","-1786.00","-8259.00","--","-10045.00","-1786.00","--","0.00","-10045.00","--","0.00","-0.02"
"114/10/29","108","3","1325","恆大","597407.00","538410.00","--","--","58997.00","--","--","58997.00","39053.00","--","19944.00","14061.00","34005.00","6408.00","27597.00","--","--","27597.00","-5905.00","--","21692.00","28056.00","--","-459.00","23331.00","--","-1639.00","0.33"
"114/10/29","108","3","1326","台化","251172642.00","223120574.00","--","--","28052068.00","--","--","28052068.00","11762156.00","--","16289912.00","17828078.00","34117990.00","3776840.00","30341150.00","--","--","30341150.00","-10563359.00","--","19777791.00","26994816.00","--","3346334.00","19569023.00","--","208768.00","4.63"
