出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","108","1","2880","華南金","6288642.00","5879529.00","12168171.00","437610.00","340072.00","6398647.00","4991842.00","783577.00","4208265.00","--","4208265.00","3532742.00","7741007.00","4208255.00","--","10.00","7740980.00","--","27.00","0.36"
"114/10/29","108","1","2881","富邦金","34533013.00","75211948.00","109744961.00","128295.00","79444016.00","14838077.00","15334573.00","2765554.00","12569019.00","--","12569019.00","64833645.00","77402664.00","12500898.00","--","68121.00","76630464.00","--","772200.00","1.22"
"114/10/29","108","1","2882","國泰金","48506166.00","76579915.00","125086081.00","436824.00","87353303.00","21768774.00","15527180.00","1977167.00","13550013.00","--","13550013.00","118698837.00","132248850.00","13213152.00","--","336861.00","131469463.00","--","779387.00","1.05"
"114/10/29","108","1","2883","凱基金","15067162.00","52607864.00","67675026.00","-5743.00","55899318.00","6312467.00","5468984.00","532923.00","4936061.00","--","4936061.00","28801849.00","33737910.00","3609693.00","--","1326368.00","15525145.00","--","18212765.00","0.25"
"114/10/29","108","1","2884","玉山金","4826059.00","8650676.00","13476735.00","510350.00","--","6818189.00","6148196.00","935372.00","5212824.00","--","5212824.00","1036562.00","6249386.00","5209743.00","--","3081.00","6246295.00","--","3091.00","0.48"
"114/10/29","108","1","2885","元大金","6323918.00","18671814.00","24995732.00","160804.00","8383130.00","9518539.00","6933259.00","1028585.00","5904674.00","--","5904674.00","2400227.00","8304901.00","5432213.00","--","472461.00","8132538.00","--","172363.00","0.47"
"114/10/29","108","1","2886","兆豐金","9106969.00","7577516.00","16684485.00","600445.00","-33439.00","7228050.00","8889429.00","1255454.00","7633975.00","--","7633975.00","2946866.00","10580841.00","7633995.00","--","-20.00","10580861.00","--","-20.00","0.56"
"114/10/29","108","1","2887","台新新光金","4733713.00","6309545.00","11043258.00","241101.00","--","5823427.00","4978730.00","573854.00","4404876.00","--","4404876.00","933984.00","5338860.00","4404958.00","--","-82.00","5338942.00","--","-82.00","0.37"
"114/10/29","108","1","2889","國票金","408708.00","1199967.00","1608675.00","17000.00","--","734019.00","857656.00","149806.00","707850.00","--","707850.00","728209.00","1436059.00","632955.00","--","74895.00","1324160.00","--","111899.00","0.23"
"114/10/29","108","1","2890","永豐金","3858681.00","5926745.00","9785426.00","190525.00","--","5243802.00","4351099.00","596022.00","3755077.00","--","3755077.00","1158053.00","4913130.00","3754997.00","--","80.00","4913050.00","--","80.00","0.33"
"114/10/29","108","1","2891","中信金","27178298.00","53229079.00","80407377.00","1147046.00","49536201.00","16076097.00","13648033.00","2573597.00","11074436.00","--","11074436.00","23412458.00","34486894.00","11073589.00","--","847.00","34484016.00","--","2878.00","0.57"
"114/10/29","108","1","2892","第一金","7301246.00","8320013.00","15621259.00","1393302.00","2721500.00","5696851.00","5809606.00","999913.00","4809693.00","--","4809693.00","4081298.00","8890991.00","4809693.00","--","--","8890991.00","--","--","0.39"
"114/10/29","108","1","5880","合庫金","8675762.00","3534263.00","12210025.00","1575242.00","-202627.00","6021667.00","4815743.00","749750.00","4065993.00","--","4065993.00","4210841.00","8276834.00","3933739.00","--","132254.00","7637171.00","--","639663.00","0.31"
