出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","108","3","1240","茂生農經","1288668.00","1090016.00","-1113.00","3698.00","201237.00","--","--","201237.00","124247.00","--","76990.00","44574.00","121564.00","17997.00","103567.00","--","--","103567.00","-217714.00","--","-114147.00","103567.00","--","--","-114147.00","--","--","3.05"
"114/10/29","108","3","1259","安心","4124939.00","3042432.00","--","--","1082507.00","--","--","1082507.00","934679.00","--","147828.00","4767.00","152595.00","22531.00","130064.00","--","--","130064.00","-2172.00","--","127892.00","140681.00","--","-10617.00","139941.00","--","-12049.00","4.36"
"114/10/29","108","3","1264","德麥","2975172.00","1871918.00","--","--","1103254.00","--","--","1103254.00","582269.00","--","520985.00","17870.00","538855.00","118157.00","420698.00","--","--","420698.00","-23916.00","--","396782.00","348118.00","--","72580.00","338026.00","--","58756.00","10.33"
"114/10/29","108","3","1268","漢來美食","2835602.00","1586280.00","--","--","1249322.00","--","--","1249322.00","969928.00","--","279394.00","16050.00","295444.00","58676.00","236768.00","-23122.00","--","213646.00","40657.00","--","254303.00","213646.00","--","--","254303.00","--","--","5.78"
"114/10/29","108","3","1336","台翰","1750755.00","1500631.00","--","--","250124.00","--","--","250124.00","180436.00","--","69688.00","21845.00","91533.00","39857.00","51676.00","--","--","51676.00","4416.00","--","56092.00","51676.00","--","--","56092.00","--","--","0.61"
"114/10/29","108","3","1565","精華","4768542.00","3182229.00","--","--","1586313.00","--","--","1586313.00","368023.00","--","1218290.00","18550.00","1236840.00","260281.00","976559.00","--","--","976559.00","509.00","--","977068.00","976559.00","--","--","977068.00","--","--","19.37"
"114/10/29","108","3","1569","濱川","3093955.00","2543978.00","--","--","549977.00","--","--","549977.00","435104.00","--","114873.00","-44033.00","70840.00","20876.00","49964.00","--","--","49964.00","-33476.00","--","16488.00","46070.00","--","3894.00","12549.00","--","3939.00","0.41"
"114/10/29","108","3","1570","力肯","432278.00","318787.00","--","--","113491.00","--","--","113491.00","53262.00","--","60229.00","6523.00","66752.00","14994.00","51758.00","--","--","51758.00","-332.00","--","51426.00","51758.00","--","0.00","51426.00","--","0.00","1.00"
"114/10/29","108","3","1580","新麥","3036906.00","1791722.00","--","--","1245184.00","--","--","1245184.00","776602.00","--","468582.00","27341.00","495923.00","132421.00","363502.00","--","--","363502.00","-35368.00","--","328134.00","353850.00","--","9652.00","318431.00","--","9703.00","7.04"
"114/10/29","108","3","1584","精剛","630062.00","624633.00","--","--","5429.00","--","--","5429.00","38035.00","--","-32606.00","-1493.00","-34099.00","612.00","-34711.00","--","--","-34711.00","63404.00","--","28693.00","-35580.00","--","869.00","21408.00","--","7285.00","-0.43"
