出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","108","3","2880","華南金","18965861.00","17138321.00","36104182.00","714856.00","570542.00","19633202.00","15185582.00","2206810.00","12978772.00","--","12978772.00","4625206.00","17603978.00","12978694.00","--","78.00","17603880.00","--","98.00","1.07"
"114/10/29","108","3","2881","富邦金","103022331.00","239324845.00","342347176.00","1609554.00","231430814.00","46043661.00","63263147.00","9232213.00","54030934.00","--","54030934.00","91801504.00","145832438.00","53704972.00","--","325962.00","143697950.00","--","2134488.00","4.99"
"114/10/29","108","3","2882","國泰金","146940726.00","235759962.00","382700688.00","620777.00","256836199.00","63914036.00","61329676.00","9177502.00","52152174.00","--","52152174.00","172991346.00","225143520.00","51167918.00","--","984256.00","224066911.00","--","1076609.00","3.86"
"114/10/29","108","3","2883","凱基金","46790277.00","141637883.00","188428160.00","-8439.00","148789486.00","19905094.00","19742019.00","2294312.00","17447707.00","--","17447707.00","47102394.00","64550101.00","10618901.00","--","6828806.00","29757887.00","--","34792214.00","0.73"
"114/10/29","108","3","2884","玉山金","14825328.00","25964101.00","40789429.00","1296135.00","--","21582389.00","17910905.00","2091640.00","15819265.00","--","15819265.00","382969.00","16202234.00","15807400.00","--","11865.00","16190332.00","--","11902.00","1.36"
"114/10/29","108","3","2885","元大金","19322985.00","58192074.00","77515059.00","531568.00","26991503.00","28658603.00","21333385.00","2806833.00","18526552.00","--","18526552.00","2748879.00","21275431.00","17206673.00","--","1319879.00","20871086.00","--","404345.00","1.47"
"114/10/29","108","3","2886","兆豐金","26792334.00","22780904.00","49573238.00","696911.00","3020.00","22447472.00","26425835.00","3678427.00","22747408.00","--","22747408.00","5213455.00","27960863.00","22748850.00","--","-1442.00","27962305.00","--","-1442.00","1.67"
"114/10/29","108","3","2887","台新新光金","14465244.00","18531555.00","32996799.00","1647877.00","--","17951350.00","13397572.00","1480706.00","11916866.00","0.00","11916866.00","825866.00","12742732.00","11919136.00","--","-2270.00","12745002.00","--","-2270.00","0.99"
"114/10/29","108","3","2889","國票金","1303977.00","4017906.00","5321883.00","142888.00","--","2325630.00","2853365.00","420093.00","2433272.00","--","2433272.00","1999403.00","4432675.00","2125139.00","--","308133.00","4006124.00","--","426551.00","0.75"
"114/10/29","108","3","2890","永豐金","11828986.00","16096449.00","27925435.00","1138623.00","--","15800147.00","10986665.00","1473313.00","9513352.00","--","9513352.00","1609081.00","11122433.00","9513383.00","--","-31.00","11122464.00","--","-31.00","0.84"
"114/10/29","108","3","2891","中信金","83166521.00","115228148.00","198394669.00","2684504.00","97484265.00","51367514.00","46858386.00","8682189.00","38176197.00","--","38176197.00","33603548.00","71779745.00","38173637.00","--","2560.00","71774018.00","--","5727.00","1.92"
"114/10/29","108","3","2892","第一金","22155408.00","24919652.00","47075060.00","2643294.00","8292816.00","17666451.00","18472499.00","3095797.00","15376702.00","--","15376702.00","7372094.00","22748796.00","15376702.00","--","--","22748796.00","--","--","1.23"
"114/10/29","108","3","5880","合庫金","26431952.00","9838395.00","36270347.00","3165746.00","-1355370.00","18838930.00","15621041.00","2402934.00","13218107.00","--","13218107.00","6207095.00","19425202.00","12905502.00","--","312605.00","18248841.00","--","1176361.00","1.00"
