出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","111","2","2801","彰銀","11676682.00","4285199.00","1381250.00","8410875.00","6169756.00","849899.00","5319857.00","--","--","5319857.00","-5761292.00","--","-441435.00","5319857.00","--","--","-441435.00","--","--","0.50"
"114/10/29","111","2","2812","台中銀","5144437.00","1900014.00","335695.00","3444840.00","3263916.00","657651.00","2606265.00","--","--","2606265.00","-1189868.00","--","1416397.00","2606265.00","--","--","1416397.00","--","--","0.55"
"114/10/29","111","2","2820","華票","557851.00","378741.00","-21136.00","234051.00","723677.00","122170.00","601507.00","--","--","601507.00","-3060949.00","--","-2459442.00","--","--","--","--","--","--","0.45"
"114/10/29","111","2","2834","臺企銀","9819822.00","3106404.00","965459.00","6888634.00","5072133.00","911489.00","4160644.00","--","--","4160644.00","-5983721.00","--","-1823077.00","4160644.00","0.00","0.00","-1823077.00","0.00","0.00","0.52"
"114/10/29","111","2","2836","高雄銀","1431099.00","635709.00","89836.00","1330292.00","646680.00","73892.00","572788.00","--","--","572788.00","-1920055.00","--","-1347267.00","--","--","--","--","--","--","0.45"
"114/10/29","111","2","2838","聯邦銀","4872714.00","2124645.00","231547.00","5140515.00","1625297.00","477406.00","1147891.00","--","--","1147891.00","-6171233.00","--","-5023342.00","1146241.00","--","1650.00","-5024994.00","--","1652.00","0.19"
"114/10/29","111","2","2845","遠東銀","3421230.00","2070517.00","288355.00","3277374.00","1926018.00","276617.00","1649401.00","--","--","1649401.00","-1562144.00","--","87257.00","1649401.00","--","--","87257.00","--","--","0.47"
"114/10/29","111","2","2849","安泰銀","2009747.00","1126721.00","316741.00","1470198.00","1349529.00","200339.00","1149190.00","0.00","--","1149190.00","-1504141.00","--","-354951.00","--","--","--","--","--","--","0.59"
"114/10/29","111","2","2897","王道銀行","2461973.00","1913707.00","180409.00","2284140.00","1911131.00","466543.00","1444588.00","4142.00","--","1448730.00","-4758184.00","--","-3309454.00","1006964.00","--","441766.00","-1580636.00","--","-1728818.00","0.32"
"114/10/29","111","2","5876","上海商銀","14539188.00","5779615.00","790996.00","8011951.00","11515856.00","2317426.00","9198430.00","--","--","9198430.00","-7951109.00","--","1247321.00","7256573.00","--","1941857.00","-730075.00","--","1977396.00","1.62"
