出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","111","4","1409","新纖","117100691.00","64630383.00","181731074.00","114763043.00","20890156.00","135653199.00","16184093.00","--","1950312.00","14493177.00","2884397.00","-29834.00","35482145.00","--","10595730.00","46077875.00","--","0.00","4680487.00","21.99"
"114/10/28","111","4","1718","中纖","644385133.00","191316828.00","835701961.00","731047063.00","29692104.00","760739167.00","16862097.00","0.00","1715804.00","3794347.00","720327.00","-1136802.00","21955773.00","0.00","53007021.00","74962794.00","--","0.00","344529645.00","16.36"
"114/10/28","111","4","2207","和泰車","289428506.00","117132631.00","406561137.00","301581096.00","35407978.00","336989074.00","5461792.00","--","2898044.00","32100364.00","1304787.00","--","41764987.00","--","27807076.00","69572063.00","0.00","0.00","0.00","76.47"
"114/10/28","111","4","2905","三商","140686487.00","1345157334.00","1485843821.00","14527898.00","1439646223.00","1454174121.00","9224957.00","0.00","2749366.00","6209535.00","-7519412.00","-488279.00","10176167.00","0.00","21493533.00","31669700.00","0.00","0.00","48654000.00","11.65"
