出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","111","4","1240","茂生農經","1331989.00","882265.00","2214254.00","864563.00","31939.00","896502.00","385982.00","--","145207.00","451855.00","247399.00","--","1230443.00","--","--","87309.00","1317752.00","--","0.00","0.00","31.88"
"114/10/28","111","4","1259","安心","1972271.00","3352068.00","5324339.00","1713760.00","1605033.00","3318793.00","323895.00","--","809816.00","863364.00","-12151.00","0.00","1984924.00","--","--","20622.00","2005546.00","0.00","0.00","0.00","61.28"
"114/10/28","111","4","1264","德麥","2935176.00","1771441.00","4706617.00","989079.00","76306.00","1065385.00","370644.00","--","673436.00","1926071.00","-33417.00","-2432.00","2934302.00","--","--","706930.00","3641232.00","0.00","0.00","12000.00","79.19"
"114/10/28","111","4","1268","漢來美食","2162752.00","4118476.00","6281228.00","1569438.00","2861335.00","4430773.00","427237.00","--","1176918.00","400743.00","-88633.00","-65810.00","1850455.00","--","--","--","1850455.00","--","0.00","500000.00","43.83"
"114/10/28","111","4","1294","漢田生技","158675.00","314912.00","473587.00","96739.00","108277.00","205016.00","166343.00","--","36848.00","63699.00","--","--","266890.00","--","--","1681.00","268571.00","--","0.00","0.00","16.04"
"114/10/28","111","4","1295","生合","666265.00","1010489.00","1676754.00","222482.00","556590.00","779072.00","307400.00","--","256807.00","337672.00","-4197.00","--","897682.00","--","--","--","897682.00","0.00","0.00","0.00","29.20"
"114/10/28","111","4","1336","台翰","1503475.00","1270008.00","2773483.00","663872.00","386076.00","1049948.00","788184.00","--","695473.00","371914.00","-132036.00","--","1723535.00","--","--","--","1723535.00","0.00","0.00","0.00","21.87"
"114/10/28","111","4","1565","精華","4345060.00","3956635.00","8301695.00","1565436.00","468497.00","2033933.00","504165.00","--","526000.00","5237554.00","43.00","--","6267762.00","--","--","--","6267762.00","0.00","0.00","0.00","124.32"
"114/10/28","111","4","1569","濱川","4059678.00","3160099.00","7219777.00","2963115.00","577992.00","3541107.00","1214474.00","--","1154878.00","1348125.00","-163641.00","--","3553836.00","--","--","124834.00","3678670.00","--","0.00","0.00","29.26"
"114/10/28","111","4","1570","力肯","776579.00","271669.00","1048248.00","112007.00","24051.00","136058.00","515008.00","--","--","413067.00","-15885.00","--","912190.00","--","--","0.00","912190.00","0.00","0.00","0.00","17.71"
