出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","111","1","5864","致和證","5723781.00","1694894.00","7418675.00","2589516.00","50323.00","2639839.00","2517398.00","--","119609.00","1878435.00","263394.00","--","--","--","--","--","4778836.00","0.00","0.00","0.00","18.98"
"114/10/28","111","1","6015","宏遠證","13648544.00","1396400.00","15044944.00","8928231.00","892593.00","9820824.00","3313694.00","--","359443.00","1439505.00","111478.00","0.00","5224120.00","--","--","--","5224120.00","0.00","0.00","0.00","15.77"
"114/10/28","111","1","6016","康和證","29575821.00","6016991.00","35592812.00","25946094.00","953930.00","26900024.00","5944550.00","--","175320.00","2116803.00","400103.00","--","8636776.00","--","--","56012.00","8692788.00","--","0.00","0.00","14.53"
"114/10/28","111","1","6020","大展證","6159033.00","922554.00","7081587.00","2877095.00","2726.00","2879821.00","2523532.00","--","461.00","1427572.00","249737.00","--","4201302.00","--","--","464.00","4201766.00","0.00","0.00","0.00","16.65"
"114/10/28","111","1","6021","美好證","12969863.00","1339888.00","14309751.00","7777804.00","1099143.00","8876947.00","3098559.00","--","30845.00","1735006.00","568394.00","--","5432804.00","--","--","--","5432804.00","0.00","0.00","0.00","17.53"
"114/10/28","111","1","6023","元大期貨","102358561.00","3743082.00","106101643.00","91851899.00","1696993.00","93548892.00","2899763.00","--","3070484.00","4957246.00","1625258.00","--","12552751.00","--","--","--","12552751.00","0.00","0.00","0.00","43.29"
"114/10/28","111","1","6026","福邦證","13831403.00","723590.00","14554993.00","8801188.00","61544.00","8862732.00","3001349.00","--","147600.00","2009830.00","104569.00","--","5263348.00","--","--","428913.00","5692261.00","0.00","0.00","0.00","17.54"
