出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","111","4","1101","台泥","175624058.00","285184903.00","460808961.00","75209411.00","147323770.00","222533181.00","73561817.00","--","65985865.00","66527594.00","11991090.00","-171600.00","217894766.00","--","--","20381014.00","238275780.00","--","0.00","4000000.00","29.64"
"114/10/28","111","4","1102","亞泥","111449752.00","212793375.00","324243127.00","70962661.00","69047221.00","140009882.00","35459276.00","--","6005713.00","115195194.00","4156664.00","--","160816847.00","--","--","23416398.00","184233245.00","--","0.00","0.00","45.35"
"114/10/28","111","4","1103","嘉泥","10395347.00","26016967.00","36412314.00","3431484.00","10981403.00","14412887.00","7747805.00","--","1238426.00","10566464.00","2811250.00","-1077950.00","21285995.00","--","--","713432.00","21999427.00","--","0.00","128805320.00","32.95"
"114/10/28","111","4","1104","環泥","5648586.00","22163309.00","27811895.00","4751310.00","1534107.00","6285417.00","6536092.00","--","123499.00","13273714.00","984599.00","--","20917904.00","--","--","608574.00","21526478.00","--","0.00","0.00","32.00"
"114/10/28","111","4","1108","幸福","5919810.00","3742061.00","9661871.00","3488531.00","1267551.00","4756082.00","4047380.00","--","18.00","949376.00","-91055.00","--","4905719.00","--","--","70.00","4905789.00","--","0.00","0.00","12.12"
"114/10/28","111","4","1109","信大","6560477.00","4929549.00","11490026.00","1629093.00","197381.00","1826474.00","3411589.00","--","15644.00","4475164.00","-136484.00","0.00","7765913.00","--","--","1897639.00","9663552.00","0.00","0.00","0.00","22.76"
"114/10/28","111","4","1110","東泥","2486102.00","9503587.00","11989689.00","2381025.00","881996.00","3263021.00","5720008.00","--","188583.00","2211351.00","523949.00","-12185.00","8631706.00","--","--","94962.00","8726668.00","--","0.00","2112865.00","15.15"
"114/10/28","111","4","1201","味全","5723029.00","11885197.00","17608226.00","6206831.00","4168739.00","10375570.00","5060629.00","--","36115.00","2332580.00","-204898.00","--","7224426.00","--","--","8230.00","7232656.00","0.00","0.00","0.00","14.28"
"114/10/28","111","4","1203","味王","4802641.00","5198325.00","10000966.00","1975880.00","1449507.00","3425387.00","2400000.00","--","43493.00","3037094.00","92008.00","-38464.00","5534131.00","--","--","1041448.00","6575579.00","0.00","0.00","2293865.00","23.28"
"114/10/28","111","4","1210","大成","29945074.00","32396447.00","62341521.00","30479721.00","2965574.00","33445295.00","8947673.00","--","3376370.00","7451954.00","1296010.00","-219132.00","20852875.00","--","--","8043351.00","28896226.00","--","0.00","49059472.00","24.66"
"114/10/28","111","4","1213","大飲","136105.00","922279.00","1058384.00","215923.00","476567.00","692490.00","566226.00","--","21938.00","-222107.00","-163.00","--","365894.00","--","--","--","365894.00","0.00","0.00","0.00","6.46"
"114/10/28","111","4","1215","卜蜂","8710779.00","17682966.00","26393745.00","8875035.00","8030946.00","16905981.00","2947901.00","--","6640.00","4895278.00","1147149.00","--","8996968.00","--","--","490796.00","9487764.00","0.00","0.00","0.00","30.52"
"114/10/28","111","4","1216","統一","210083117.00","341316797.00","551399914.00","188129582.00","171075378.00","359204960.00","56820154.00","--","2730532.00","70351317.00","-4198924.00","--","125703079.00","--","--","66491875.00","192194954.00","0.00","0.00","0.00","22.12"
"114/10/28","111","4","1217","愛之味","2559073.00","11196116.00","13755189.00","2858783.00","3378934.00","6237717.00","4945134.00","--","268746.00","1170284.00","368828.00","--","6752992.00","--","--","764480.00","7517472.00","--","0.00","0.00","13.66"
"114/10/28","111","4","1218","泰山","12100730.00","4553874.00","16654604.00","3856578.00","230167.00","4086745.00","4999990.00","--","1006742.00","6731611.00","28205.00","-203876.00","12562672.00","--","--","5187.00","12567859.00","0.00","0.00","13680042.00","25.83"
"114/10/28","111","4","1219","福壽","5908691.00","4366804.00","10275495.00","3954111.00","1887578.00","5841689.00","3220139.00","--","15030.00","1161612.00","-4854.00","-6735.00","4385192.00","--","--","48614.00","4433806.00","--","0.00","364000.00","13.63"
"114/10/28","111","4","1220","台榮","1845468.00","1357457.00","3202925.00","565600.00","203294.00","768894.00","1770779.00","--","22836.00","436683.00","0.00","-10879.00","2219419.00","--","--","214612.00","2434031.00","--","0.00","679000.00","12.58"
"114/10/28","111","4","1225","福懋油","5482615.00","3958548.00","9441163.00","3805893.00","1782896.00","5588789.00","2187030.00","--","122122.00","1264556.00","-100833.00","--","3472875.00","--","--","379499.00","3852374.00","--","0.00","0.00","15.88"
"114/10/28","111","4","1227","佳格","19195181.00","8734232.00","27929413.00","9575913.00","499760.00","10075673.00","9150897.00","--","156981.00","8475172.00","-250528.00","-21182.00","17511340.00","--","--","342400.00","17853740.00","0.00","0.00","6669471.00","19.28"
"114/10/28","111","4","1229","聯華","13315787.00","56593761.00","69909548.00","12503574.00","3973851.00","16477425.00","14801305.00","--","1101041.00","14093297.00","7461772.00","-136868.00","37320547.00","--","--","16111576.00","53432123.00","0.00","0.00","5966000.00","25.32"
"114/10/28","111","4","1231","聯華食","4605552.00","5912473.00","10518025.00","2936923.00","2409854.00","5346777.00","2242333.00","--","93840.00","2806200.00","10541.00","--","5152914.00","--","--","18334.00","5171248.00","--","0.00","0.00","22.98"
"114/10/28","111","4","1232","大統益","6093370.00","1300031.00","7393401.00","1813884.00","308445.00","2122329.00","1599749.00","--","23784.00","3533031.00","-5858.00","--","5150706.00","--","--","120366.00","5271072.00","0.00","0.00","0.00","32.20"
"114/10/28","111","4","1233","天仁","719124.00","1634836.00","2353960.00","555422.00","308989.00","864411.00","905919.00","--","18185.00","479039.00","84477.00","-1974.00","1485646.00","--","--","3903.00","1489549.00","0.00","0.00","43000.00","16.41"
"114/10/28","111","4","1234","黑松","7965443.00","14793804.00","22759247.00","1979869.00","2434051.00","4413920.00","4018711.00","--","186078.00","14109505.00","31033.00","0.00","18345327.00","--","--","0.00","18345327.00","--","0.00","0.00","45.65"
"114/10/28","111","4","1235","興泰","325754.00","3279553.00","3605307.00","1462138.00","445661.00","1907799.00","1336293.00","--","208360.00","918779.00","-65291.00","-801719.00","1596422.00","--","--","101086.00","1697508.00","--","0.00","100765491.00","48.58"
"114/10/28","111","4","1236","宏亞","811101.00","3311735.00","4122836.00","653745.00","536485.00","1190230.00","1083425.00","--","34205.00","1033396.00","781580.00","--","2932606.00","--","--","--","2932606.00","--","0.00","0.00","27.07"
"114/10/28","111","4","1256","鮮活果汁-KY","2455248.00","2217833.00","4673081.00","509252.00","63779.00","573031.00","338422.00","--","1145562.00","2241483.00","-71140.00","--","3654327.00","--","--","445723.00","4100050.00","--","0.00","0.00","107.98"
"114/10/28","111","4","1301","台塑","160820260.00","350434147.00","511254407.00","95863320.00","57706224.00","153569544.00","63657408.00","0.00","11797297.00","230270354.00","51959804.00","0.00","357684863.00","0.00","--","0.00","357684863.00","--","0.00","0.00","56.19"
"114/10/28","111","4","1303","南亞","243213654.00","422102502.00","665316156.00","170563237.00","100651489.00","271214726.00","79308216.00","--","27692943.00","247505467.00","20597964.00","--","375104590.00","--","--","18996840.00","394101430.00","0.00","0.00","0.00","47.30"
"114/10/28","111","4","1304","台聚","31614950.00","46126619.00","77741569.00","10775857.00","16040827.00","26816684.00","11887635.00","--","449960.00","12625207.00","8896.00","-475606.00","24496092.00","--","--","26428793.00","50924885.00","--","0.00","116465574.00","22.84"
"114/10/28","111","4","1305","華夏","6755051.00","9928728.00","16683779.00","3108612.00","3533939.00","6642551.00","5810505.00","--","14556.00","3554548.00","67163.00","--","9446772.00","--","--","594456.00","10041228.00","--","0.00","0.00","16.26"
"114/10/28","111","4","1307","三芳","9081731.00","6318319.00","15400050.00","3869277.00","3048475.00","6917752.00","3978181.00","--","145330.00","4458227.00","-99440.00","--","8482298.00","--","--","--","8482298.00","--","0.00","0.00","21.32"
"114/10/28","111","4","1308","亞聚","3784733.00","12605336.00","16390069.00","1550109.00","623002.00","2173111.00","5937438.00","--","37142.00","7299597.00","942781.00","--","14216958.00","--","--","--","14216958.00","0.00","0.00","0.00","23.94"
"114/10/28","111","4","1309","台達化","6006957.00","3233919.00","9240876.00","1357962.00","676700.00","2034662.00","3975868.00","--","1099.00","3020683.00","208564.00","--","7206214.00","--","--","--","7206214.00","0.00","0.00","0.00","18.12"
"114/10/28","111","4","1310","台苯","2792781.00","6119867.00","8912648.00","1890625.00","299777.00","2190402.00","5278698.00","--","70947.00","1337081.00","-214852.00","0.00","6471874.00","--","--","250372.00","6722246.00","--","0.00","0.00","12.26"
