出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","111","3","1240","茂生農經","1361580.00","898529.00","2260109.00","939349.00","33179.00","972528.00","385982.00","--","145207.00","443080.00","220516.00","--","1194785.00","--","--","92796.00","1287581.00","--","0.00","0.00","30.95"
"114/10/28","111","3","1259","安心","1783820.00","3412545.00","5196365.00","1582894.00","1650242.00","3233136.00","323895.00","--","809816.00","826649.00","-21881.00","0.00","1938479.00","--","--","24750.00","1963229.00","0.00","0.00","0.00","59.85"
"114/10/28","111","3","1264","德麥","2825710.00","1861271.00","4686981.00","1121459.00","93020.00","1214479.00","370644.00","--","673436.00","1765444.00","-17355.00","-2432.00","2789737.00","--","--","682765.00","3472502.00","0.00","0.00","12000.00","75.29"
"114/10/28","111","3","1268","漢來美食","1874301.00","4121902.00","5996203.00","1407071.00","2857468.00","4264539.00","427237.00","--","1176918.00","310285.00","-116966.00","-65810.00","1731664.00","--","--","--","1731664.00","--","0.00","500000.00","41.01"
"114/10/28","111","3","1336","台翰","1545805.00","1268369.00","2814174.00","696952.00","402202.00","1099154.00","770984.00","--","668899.00","356386.00","-81249.00","--","1715020.00","--","--","--","1715020.00","0.00","0.00","0.00","22.24"
"114/10/28","111","3","1565","精華","3941597.00","3968334.00","7909931.00","1358618.00","482704.00","1841322.00","504165.00","--","526000.00","5034416.00","4028.00","--","6068609.00","--","--","--","6068609.00","0.00","0.00","0.00","120.37"
"114/10/28","111","3","1569","濱川","4225354.00","3342158.00","7567512.00","3194385.00","642973.00","3837358.00","1214474.00","--","1154878.00","1362283.00","-114990.00","--","3616645.00","--","--","113509.00","3730154.00","--","0.00","0.00","29.78"
"114/10/28","111","3","1570","力肯","788875.00","264286.00","1053161.00","138602.00","28523.00","167125.00","515008.00","--","0.00","389872.00","-18844.00","0.00","886036.00","--","--","0.00","886036.00","0.00","0.00","0.00","17.20"
"114/10/28","111","3","1580","新麥","2224009.00","1492943.00","3716952.00","987348.00","75943.00","1063291.00","502302.00","--","206827.00","1937508.00","-107900.00","--","2538737.00","--","--","114924.00","2653661.00","--","0.00","0.00","50.54"
"114/10/28","111","3","1584","精剛","2776432.00","1289378.00","4065810.00","899205.00","1151653.00","2050858.00","1524705.00","--","354771.00","143619.00","-8143.00","--","--","--","--","--","2014952.00","0.00","0.00","0.00","13.22"
"114/10/28","111","3","1586","和勤","2217272.00","2217395.00","4434667.00","1923713.00","922291.00","2846004.00","858716.00","--","554398.00","436627.00","-76429.00","-184649.00","1588663.00","--","--","--","1588663.00","0.00","0.00","4467000.00","19.52"
"114/10/28","111","3","1591","駿吉-KY","446992.00","294903.00","741895.00","237080.00","21181.00","258261.00","347980.00","--","22159.00","278093.00","-154837.00","-9761.00","483634.00","--","--","--","483634.00","0.00","0.00","500000.00","14.81"
"114/10/28","111","3","1593","祺驊","819311.00","1237554.00","2056865.00","408180.00","299679.00","707859.00","372382.00","--","566423.00","400321.00","-29955.00","0.00","1309171.00","--","--","39835.00","1349006.00","0.00","10676.00","0.00","35.16"
"114/10/28","111","3","1595","川寶","3971663.00","1202503.00","5174166.00","2254276.00","249541.00","2503817.00","469261.00","--","555669.00","1640532.00","424.00","0.00","2665886.00","--","--","4463.00","2670349.00","--","0.00","0.00","56.81"
"114/10/28","111","3","1599","宏佳騰","1674608.00","1428702.00","3103310.00","1090041.00","52897.00","1142938.00","745287.00","--","395471.00","906666.00","-23672.00","-63380.00","1960372.00","--","--","--","1960372.00","0.00","0.00","1500000.00","26.84"
"114/10/28","111","3","1742","台蠟","1732176.00","747172.00","2479348.00","903437.00","153709.00","1057146.00","935593.00","--","165098.00","321020.00","17271.00","-16780.00","1422202.00","--","--","--","1422202.00","0.00","0.00","888000.00","17.63"
"114/10/28","111","3","1777","生泰","1933366.00","1076452.00","3009818.00","757140.00","82633.00","839773.00","445917.00","--","983776.00","744843.00","-4491.00","--","--","0.00","--","--","2170045.00","0.00","0.00","0.00","48.66"
"114/10/28","111","3","1781","合世","618996.00","232500.00","851496.00","409802.00","57861.00","467663.00","474076.00","--","8.00","-45408.00","-44843.00","--","383833.00","--","--","--","383833.00","0.00","0.00","0.00","8.10"
"114/10/28","111","3","1784","訊聯","706603.00","1077034.00","1783637.00","253545.00","235879.00","489424.00","496269.00","--","609424.00","57123.00","-6212.00","-84242.00","1072362.00","--","--","221851.00","1294213.00","0.00","0.00","2634000.00","22.82"
"114/10/28","111","3","1785","光洋科","17455711.00","9333381.00","26789092.00","5137270.00","8602276.00","13739546.00","5973892.00","--","4153645.00","2805902.00","-262789.00","--","12670650.00","--","--","378896.00","13049546.00","--","0.00","0.00","21.21"
"114/10/28","111","3","1788","杏昌","2442763.00","2061459.00","4504222.00","1637762.00","518705.00","2156467.00","405210.00","--","1130866.00","815010.00","-3331.00","--","2347755.00","--","--","--","2347755.00","0.00","0.00","0.00","57.94"
"114/10/28","111","3","1796","金穎生技","365103.00","765944.00","1131047.00","195456.00","121954.00","317410.00","414598.00","--","294336.00","106803.00","-2100.00","--","813637.00","--","--","--","813637.00","0.00","0.00","0.00","19.62"
"114/10/28","111","3","1799","易威","444767.00","796751.00","1241518.00","64143.00","352920.00","417063.00","1143658.00","--","1111.00","-376601.00","22196.00","--","790364.00","--","--","34091.00","824455.00","0.00","0.00","0.00","6.91"
"114/10/28","111","3","1813","寶利徠","565716.00","652410.00","1218126.00","323685.00","36290.00","359975.00","466355.00","--","241627.00","150391.00","-15399.00","--","842974.00","--","--","15177.00","858151.00","0.00","0.00","0.00","18.08"
"114/10/28","111","3","1815","富喬","4075282.00","10450912.00","14526194.00","3549107.00","3400221.00","6949328.00","4413675.00","--","1859752.00","939488.00","363951.00","--","7576866.00","--","--","--","7576866.00","--","0.00","0.00","17.17"
"114/10/28","111","3","2035","唐榮公司","3307125.00","13992887.00","17300012.00","2346747.00","9251082.00","11597829.00","3500000.00","--","46.00","2061251.00","140886.00","--","--","--","--","--","5702183.00","--","0.00","0.00","16.29"
"114/10/28","111","3","2061","風青","899546.00","263227.00","1162773.00","489235.00","129889.00","619124.00","471660.00","--","30093.00","43305.00","4322.00","-5731.00","543649.00","--","--","--","543649.00","0.00","0.00","560000.00","11.66"
"114/10/28","111","3","2063","世鎧","1310624.00","588008.00","1898632.00","642233.00","246387.00","888620.00","525995.00","--","206453.00","391741.00","-1010.00","-113167.00","1010012.00","--","--","--","1010012.00","0.00","0.00","3000000.00","20.36"
"114/10/28","111","3","2064","晉椿","1529698.00","1415226.00","2944924.00","1634860.00","87013.00","1721873.00","696300.00","--","101549.00","448253.00","-19565.00","-4104.00","1222433.00","--","--","618.00","1223051.00","0.00","0.00","300000.00","17.63"
"114/10/28","111","3","2065","世豐","1851227.00","1007097.00","2858324.00","519295.00","772609.00","1291904.00","543772.00","--","444505.00","688707.00","41508.00","-152072.00","1566420.00","--","--","--","1566420.00","--","0.00","3000000.00","30.49"
"114/10/28","111","3","2066","世德","2312946.00","806339.00","3119285.00","930897.00","497365.00","1428262.00","400648.00","--","266997.00","989795.00","-5022.00","-45530.00","1606888.00","--","--","84135.00","1691023.00","0.00","0.00","747000.00","40.87"
"114/10/28","111","3","2067","嘉鋼","721793.00","1250581.00","1972374.00","870240.00","623154.00","1493394.00","451382.00","--","0.00","-47266.00","-9428.00","--","394688.00","--","--","84292.00","478980.00","--","0.00","0.00","8.74"
"114/10/28","111","3","2070","精湛","673169.00","624027.00","1297196.00","304862.00","136278.00","441140.00","357828.00","--","36724.00","481248.00","-19744.00","--","856056.00","--","--","--","856056.00","0.00","0.00","0.00","23.92"
"114/10/28","111","3","2073","雄順","198358.00","622383.00","820741.00","182241.00","232266.00","414507.00","249980.00","--","19699.00","137014.00","-459.00","--","--","--","--","--","406234.00","--","0.00","0.00","16.25"
"114/10/28","111","3","2221","大甲","1253318.00","539750.00","1793068.00","487668.00","223088.00","710756.00","423250.00","0.00","51422.00","547948.00","-3130.00","0.00","1019490.00","0.00","--","62822.00","1082312.00","0.00","0.00","0.00","24.09"
"114/10/28","111","3","2230","泰茂","737532.00","317225.00","1054757.00","374842.00","45743.00","420585.00","399132.00","--","41809.00","168586.00","-7224.00","--","602303.00","--","--","31869.00","634172.00","--","0.00","0.00","15.09"
"114/10/28","111","3","2235","謚源","1107573.00","1054059.00","2161632.00","682874.00","98295.00","781169.00","358780.00","--","497802.00","523881.00","--","--","--","--","--","--","1380463.00","--","0.00","0.00","38.48"
"114/10/28","111","3","2596","綠意","3213517.00","147569.00","3361086.00","921287.00","--","921287.00","1000000.00","--","189208.00","883479.00","0.00","0.00","2072687.00","--","--","367112.00","2439799.00","--","0.00","0.00","20.73"
"114/10/28","111","3","2640","大車隊","1007961.00","2013768.00","3021729.00","793993.00","413950.00","1207943.00","592650.00","--","503474.00","603736.00","-587.00","--","1699273.00","--","--","114513.00","1813786.00","0.00","0.00","0.00","28.67"
"114/10/28","111","3","2641","正德","3269554.00","4811789.00","8081343.00","864430.00","2175815.00","3040245.00","2386358.00","--","1103595.00","1257215.00","293930.00","--","5041098.00","--","--","--","5041098.00","0.00","0.00","0.00","21.12"
"114/10/28","111","3","2643","捷迅","2476811.00","209110.00","2685921.00","1059917.00","142926.00","1202843.00","300000.00","--","167687.00","969439.00","45952.00","--","1483078.00","--","--","--","1483078.00","--","0.00","0.00","49.44"
"114/10/28","111","3","2718","全心投控","3559984.00","637774.00","4197758.00","2440460.00","200741.00","2641201.00","845760.00","--","642059.00","67987.00","751.00","--","1556557.00","--","--","--","1556557.00","--","--","--","18.40"
"114/10/28","111","3","2719","燦星旅","594536.00","164135.00","758671.00","81153.00","158521.00","239674.00","687421.00","--","22.00","-168446.00","--","--","518997.00","--","--","--","518997.00","0.00","0.00","0.00","7.55"
"114/10/28","111","3","2724","藝舍-KY","307446.00","464947.00","772393.00","145516.00","381903.00","527419.00","596564.00","--","0.00","-285747.00","-65843.00","--","244974.00","--","--","--","244974.00","0.00","0.00","0.00","4.11"
"114/10/28","111","3","2726","雅茗-KY","580153.00","385310.00","965463.00","337266.00","246094.00","583360.00","357852.00","--","189038.00","-86900.00","-66203.00","-29605.00","364182.00","--","--","17921.00","382103.00","--","0.00","444000.00","10.30"
"114/10/28","111","3","2729","瓦城","1482755.00","3316887.00","4799642.00","1743505.00","1047076.00","2790581.00","305728.00","--","1310230.00","502905.00","-23782.00","-86020.00","2009061.00","--","--","--","2009061.00","0.00","0.00","373000.00","66.53"
"114/10/28","111","3","2732","六角","2119049.00","2424638.00","4543687.00","1772148.00","733427.00","2505575.00","462593.00","--","1070348.00","334069.00","-24885.00","-96697.00","1745428.00","--","--","292684.00","2038112.00","--","0.00","918000.00","38.50"
"114/10/28","111","3","2734","易飛網","406810.00","195784.00","602594.00","124449.00","211033.00","335482.00","372598.00","--","4702.00","-154375.00","-2852.00","--","220073.00","--","--","47039.00","267112.00","0.00","0.00","0.00","5.91"
"114/10/28","111","3","2736","富野","477268.00","1698261.00","2175529.00","412879.00","598813.00","1011692.00","489923.00","--","464530.00","266235.00","-56851.00","--","1163837.00","--","--","--","1163837.00","0.00","0.00","0.00","23.76"
"114/10/28","111","3","2740","天蔥","196710.00","56259.00","252969.00","25262.00","8753.00","34015.00","231855.00","--","256441.00","-267429.00","-1913.00","--","218954.00","--","--","--","218954.00","0.00","0.00","0.00","9.44"
"114/10/28","111","3","2743","山富","729335.00","294660.00","1023995.00","552723.00","61037.00","613760.00","320317.00","--","96090.00","-5851.00","--","-321.00","410235.00","--","--","--","410235.00","--","0.00","20000.00","12.82"
"114/10/28","111","3","2745","五福","243871.00","175633.00","419504.00","140203.00","22925.00","163128.00","293085.00","--","148157.00","-184866.00","--","--","256376.00","--","--","--","256376.00","--","0.00","0.00","8.75"
"114/10/28","111","3","2752","豆府","932326.00","683155.00","1615481.00","374676.00","292027.00","666703.00","257824.00","--","369210.00","310810.00","-9.00","--","937835.00","--","--","10943.00","948778.00","--","0.00","0.00","36.38"
"114/10/28","111","3","2754","亞洲藏壽司","388280.00","3831332.00","4219612.00","675957.00","2100304.00","2776261.00","462800.00","--","582498.00","397434.00","619.00","--","1443351.00","--","--","--","1443351.00","--","0.00","0.00","31.19"
"114/10/28","111","3","2755","揚秦","606814.00","732864.00","1339678.00","392756.00","310694.00","703450.00","220000.00","--","155268.00","259547.00","1413.00","--","636228.00","--","--","--","636228.00","--","0.00","0.00","28.92"
"114/10/28","111","3","2756","聯發國際","613591.00","419105.00","1032696.00","358665.00","161996.00","520661.00","204523.00","--","148797.00","149759.00","8956.00","--","512035.00","--","--","--","512035.00","--","0.00","0.00","30.04"
