出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","111","3","2855","統一證","89928864.00","9499313.00","99428177.00","69755467.00","177640.00","69933107.00","14558313.00","--","91261.00","13485248.00","1275719.00","--","29410541.00","--","--","84529.00","29495070.00","0.00","0.00","0.00","20.20"
"114/10/28","111","3","6005","群益證","180947317.00","17337384.00","198284701.00","158213766.00","2575599.00","160789365.00","21709081.00","--","2743256.00","8865968.00","1325587.00","--","34643892.00","--","--","2851444.00","37495336.00","--","0.00","0.00","15.96"
"114/10/28","111","3","6024","群益期","51238309.00","498881.00","51737190.00","45106573.00","66792.00","45173365.00","2104376.00","--","1663251.00","2799839.00","-6171.00","--","6561295.00","--","--","2530.00","6563825.00","0.00","0.00","0.00","31.18"
