出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","111","1","2880","華南金","33258791.00","241065756.00","103146875.00","382279834.00","611695527.00","--","2683348.00","56403678.00","302295.00","--","--","2036902685.00","6549108.00","355989.00","--","19065759.00","12224204.00","32320123.00","2199985.00","950871.00","3468885.00","4971011.00","3549844724.00","169942540.00","36628960.00","5779982.00","--","50848568.00","22702911.00","38488212.00","3166774.00","--","2856879046.00","65091976.00","1485000.00","--","24651728.00","57109690.00","2215650.00","6090442.00","10643091.00","3351724570.00","131941450.00","17758986.00","48643508.00","-225912.00","--","--","198118032.00","2122.00","198120154.00","--","0.00","0.00","15.02"
"114/10/28","111","1","2881","富邦金","258226283.00","394744628.00","1515657072.00","1115669426.00","3231623910.00","6688536.00","126230430.00","252454394.00","1606927.00","--","--","2557380290.00","29549531.00","45283905.00","--","535162513.00","304991193.00","65115891.00","10229800.00","34351143.00","34218370.00","58070970.00","10577255212.00","190020406.00","11894074.00","91996865.00","9742675.00","164909587.00","32946486.00","160745305.00","21303783.00","--","3452708647.00","261026101.00","1984249.00","--","4577184522.00","609723072.00","21687452.00","19774146.00","55591913.00","9683239283.00","134049544.00","173404074.00","525294559.00","29197798.00","0.00","--","861945975.00","32069954.00","894015929.00","0.00","0.00","0.00","64.30"
"114/10/28","111","1","2882","國泰金","305927286.00","262487522.00","1949246982.00","1674631985.00","3377099687.00","251542.00","66660351.00","199416417.00","4351337.00","271823.00","--","2343127581.00","12063304.00","32868933.00","--","730336372.00","433854059.00","98209962.00","4503718.00","51451553.00","70558482.00","91729918.00","11709048814.00","112784410.00","1076000.00","145169174.00","767655.00","38543767.00","63568800.00","75034091.00","7520698.00","--","2936089265.00","142360991.00","1822066.00","--","6586034465.00","756834549.00","14714418.00","33691684.00","26157745.00","10942169778.00","147025102.00","177124151.00","512270578.00","-81692906.00","0.00","0.00","754726925.00","12152111.00","766879036.00","--","0.00","0.00","51.33"
"114/10/28","111","1","2883","凱基金","127016387.00","22689489.00","551103203.00","443725449.00","1337668785.00","1483206.00","33947519.00","150778602.00","153257.00","--","--","413923646.00","1053512.00","20492199.00","--","157495787.00","50054146.00","34484588.00","12754760.00","18681612.00","15205015.00","108585617.00","3501296779.00","20080666.00","133700.00","95503375.00","568275.00","126082270.00","26073829.00","100729413.00","4067362.00","--","468089605.00","91759044.00","23733297.00","--","2035594545.00","181292542.00","4660764.00","6291164.00","54096821.00","3238756672.00","190844109.00","36142397.00","73874314.00","-29591673.00","-9071501.00","--","262197646.00","342461.00","262540107.00","1410000.00","0.00","651614892.00","14.22"
"114/10/28","111","1","2884","玉山金","83283364.00","125023408.00","390233043.00","349979441.00","326327653.00","--","1475466.00","119207262.00","37850.00","--","--","1826344075.00","--","--","--","8464947.00","1904129.00","34077535.00","6950326.00","6121535.00","2850055.00","10233769.00","3292513858.00","100941705.00","14503500.00","75507373.00","--","18943335.00","6548491.00","31010210.00","3048621.00","--","2713504060.00","41370000.00","2098740.00","--","1096243.00","78885357.00","4046214.00","1142939.00","3412990.00","3096059778.00","133751000.00","26070164.00","40900031.00","-4427565.00","--","--","196293630.00","160450.00","196454080.00","--","0.00","0.00","14.70"
"114/10/28","111","1","2885","元大金","68507664.00","66381003.00","517157939.00","362100321.00","527959087.00","--","37739401.00","267877968.00","30608.00","194563.00","--","905527771.00","1422996.00","3407257.00","3789514.00","121929380.00","10022855.00","24451870.00","11391939.00","31019711.00","6645364.00","90647606.00","3058204817.00","17669288.00","812700.00","177984847.00","--","180326487.00","60428388.00","204041354.00","8152496.00","--","1426444155.00","82613202.00","65430984.00","--","344797033.00","138840119.00","4471671.00","3558815.00","55122021.00","2770693560.00","121374360.00","37885949.00","107405191.00","582749.00","--","--","267248249.00","20263008.00","287511257.00","0.00","0.00","0.00","22.02"
"114/10/28","111","1","2886","兆豐金","124281958.00","550162731.00","212469973.00","573922223.00","688026027.00","--","1788705.00","104968958.00","335260.00","15813.00","--","2064944293.00","5066951.00","5303858.00","--","6347796.00","1361890.00","21603308.00","1897749.00","993887.00","6814572.00","5630520.00","4375936472.00","512993501.00","22343756.00","20153534.00","--","232634249.00","32585596.00","84464540.00","12279928.00","--","3053776966.00","7500000.00","1115000.00","--","30230805.00","13318369.00","1950231.00","2343536.00","20475347.00","4048165358.00","135998240.00","68194233.00","119268822.00","4309819.00","0.00","0.00","327771114.00","0.00","327771114.00","0.00","0.00","0.00","24.10"
"114/10/28","111","1","2887","台新新光金","35796387.00","80990398.00","158570469.00","178613162.00","499288210.00","--","10287532.00","176523645.00","95232.00","--","--","1393135917.00","417560.00","354836.00","--","33836891.00","2854440.00","22421709.00","2492318.00","3217777.00","8117362.00","27152868.00","2634166713.00","53341019.00","4279510.00","54196233.00","--","112213742.00","22025631.00","33672833.00","2576741.00","--","1739246731.00","70100000.00","12722238.00","--","208805615.00","105388960.00","2602230.00","1747115.00","10530956.00","2433449554.00","122093832.00","35921647.00","40850251.00","1820059.00","--","--","200685789.00","31370.00","200717159.00","--","0.00","0.00","16.44"
"114/10/28","111","1","2889","國票金","3134626.00","10.00","157453180.00","109223766.00","--","--","520116.00","34593411.00","54.00","--","--","--","--","6242622.00","--","12532341.00","44667.00","7563883.00","148228.00","243624.00","236939.00","4417733.00","336355200.00","--","23755901.00","2276140.00","--","213612980.00","23545103.00","15135692.00","805986.00","--","--","--","--","--","1986797.00","7518730.00","144108.00","9027.00","4655066.00","293445530.00","29975086.00","208461.00","6931273.00","453355.00","0.00","--","37568175.00","5341495.00","42909670.00","0.00","0.00","1.00","12.53"
"114/10/28","111","1","2890","永豐金","43001897.00","166574603.00","98782713.00","395140969.00","180609915.00","--","47436583.00","112898392.00","139801.00","--","--","1275966838.00","--","870577.00","--","44640268.00","2417845.00","13353066.00","3863772.00","2233096.00","2045610.00","32453599.00","2422429544.00","76640056.00","224740.00","50371046.00","--","68524072.00","41722300.00","57411195.00","2764675.00","--","1806002779.00","67990071.00","8045069.00","18437.00","3405545.00","55636915.00","3297169.00","1285299.00","15744769.00","2259084137.00","112710541.00","2228764.00","50438624.00","-2032522.00","--","--","163345407.00","0.00","163345407.00","--","0.00","0.00","14.49"
