出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","111","4","2880","華南金","57466418.00","238125369.00","92345662.00","358704522.00","716234166.00","--","1999158.00","47020578.00","169667.00","--","--","2037419759.00","6404284.00","359584.00","--","17573908.00","12627100.00","32656522.00","2021323.00","968134.00","4018272.00","4047302.00","3630161728.00","182391496.00","0.00","6233545.00","--","53361205.00","19879471.00","37923753.00","3599175.00","--","2943462133.00","86584626.00","1856000.00","--","23891682.00","64876567.00","2075114.00","6126380.00","13073475.00","3445334622.00","136427459.00","17758986.00","48876041.00","-18237555.00","--","--","184824931.00","2175.00","184827106.00","--","0.00","0.00","13.55"
"114/10/28","111","4","2881","富邦金","316596903.00","415990658.00","1418586039.00","961531664.00","3356346543.00","19304960.00","94887192.00","243228598.00","2262308.00","--","--","2586477476.00","48389563.00","57812659.00","--","520064178.00","305826478.00","65272146.00","9974378.00","34192088.00","74819172.00","56193707.00","10587756710.00","149533515.00","922135.00","87590556.00","12922639.00","145685557.00","50243977.00","171470259.00","6390844.00","--","3656769828.00","257381535.00","13696500.00","--","4710169640.00","612042078.00","21792236.00","32848412.00","84687792.00","10014147503.00","139952026.00","171017736.00","481144311.00","-226423522.00","0.00","--","565690551.00","7918656.00","573609207.00","0.00","0.00","0.00","40.42"
"114/10/28","111","4","2882","國泰金","412013900.00","266322216.00","1675024629.00","929052914.00","4510776595.00","29891.00","38076491.00","217153186.00","5158702.00","0.00","--","2495516810.00","15851568.00","32883301.00","--","669832659.00","448140598.00","108550891.00","4833197.00","51636617.00","89895981.00","100135437.00","12070885583.00","97309239.00","0.00","182999244.00","3716091.00","34723428.00","73880000.00","73787470.00","4484328.00","--","3185436089.00","132147398.00","12763713.00","--","6842132184.00","720648395.00","19240853.00","49779071.00","26130045.00","11459177548.00","162025102.00","215318047.00","454847472.00","-233350281.00","0.00","0.00","598840340.00","12867695.00","611708035.00","--","0.00","0.00","36.96"
"114/10/28","111","4","2883","凱基金","132489379.00","54451552.00","466530498.00","215165592.00","1678606935.00","2511620.00","31770532.00","111420657.00","148379.00","--","--","427835924.00","1016200.00","20100667.00","--","166905284.00","58626748.00","33670962.00","12623300.00","18342534.00","18068348.00","86863239.00","3537148350.00","11972428.00","0.00","82361141.00","581359.00","101183895.00","24778477.00","90722635.00","548915.00","--","529644019.00","91643007.00","23675664.00","--","2094580716.00","205120359.00","4603517.00","13904031.00","53042811.00","3328362974.00","184275310.00","33626805.00","64590198.00","-73829040.00","0.00","--","208663273.00","122103.00","208785376.00","--","0.00","0.00","11.32"
"114/10/28","111","4","2884","玉山金","76217644.00","152916314.00","360749273.00","347716866.00","401405743.00","--","7881831.00","125988674.00","15510.00","--","--","1934791917.00","--","--","--","4920274.00","1830028.00","34708732.00","7143707.00","6109490.00","3418268.00","13746203.00","3479560474.00","72514434.00","0.00","89569651.00","--","18495295.00","1739403.00","37486918.00","1895233.00","--","2902599406.00","43850000.00","3500491.00","--","1114461.00","99337181.00","4303812.00","1895421.00","4167814.00","3282469520.00","142751000.00","26070164.00","33472219.00","-5367107.00","--","--","196926276.00","164678.00","197090954.00","--","0.00","0.00","13.80"
"114/10/28","111","4","2885","元大金","76338164.00","79690160.00","420057382.00","339711553.00","540529315.00","--","94073224.00","202341992.00","3026971.00","81469.00","--","995199165.00","1368195.00","3431913.00","2726292.00","114480773.00","10487451.00","25503491.00","11515532.00","30959908.00","5552131.00","59043456.00","3016118537.00","38607095.00","0.00","134822676.00","--","224137491.00","47836070.00","154026563.00","4052157.00","--","1407441499.00","102487542.00","48460199.00","--","363676625.00","140319398.00","4712163.00","4914735.00","63241416.00","2738735629.00","125015590.00","38010564.00","100310163.00","-6968170.00","--","--","256368147.00","21014761.00","277382908.00","0.00","0.00","0.00","20.51"
"114/10/28","111","4","2886","兆豐金","113662306.00","416665723.00","204901889.00","524826590.00","565528607.00","--","618306.00","86258656.00","329712.00","12380.00","--","2079441292.00","16592224.00","4938289.00","--","7673288.00","1542390.00","21636818.00","1903487.00","1318844.00","6999467.00","6137079.00","4060987347.00","417271579.00","3250380.00","21447467.00","--","252342653.00","22637681.00","73475048.00","10752028.00","--","2847366547.00","20000000.00","17348000.00","--","33053040.00","23542283.00","1956726.00","2480569.00","14253893.00","3761177894.00","139398196.00","68194233.00","107542620.00","-15325596.00","0.00","--","299809453.00","0.00","299809453.00","0.00","0.00","0.00","21.51"
"114/10/28","111","4","2887","台新新光金","31549218.00","112925890.00","153775905.00","142346349.00","642508812.00","--","13907236.00","153714625.00","119036.00","--","--","1416015097.00","566564.00","341325.00","--","36393161.00","3811280.00","26025852.00","2282006.00","3530907.00","8025525.00","16965759.00","2764804547.00","18213533.00","0.00","54334795.00","--","84562582.00","16054562.00","30774802.00","2221109.00","--","1914666125.00","68020216.00","12265346.00","--","224439809.00","125615854.00","2360330.00","1400365.00","6981307.00","2561910735.00","130741476.00","38197778.00","41221894.00","-7293518.00","--","--","202867630.00","26182.00","202893812.00","--","0.00","0.00","15.52"
"114/10/28","111","4","2889","國票金","3739279.00","6.00","180865700.00","111843699.00","--","--","776990.00","25000980.00","0.00","--","--","--","--","5900861.00","--","17255723.00","265260.00","7260430.00","147693.00","259646.00","566832.00","4455761.00","358338860.00","--","27233771.00","3857904.00","--","239299390.00","14360985.00","13918848.00","392205.00","--","--","--","--","--","1742267.00","10826952.00","145693.00","28814.00","4367357.00","316174186.00","34473840.00","234079.00","4440872.00","-2463088.00","0.00","--","36685703.00","5478971.00","42164674.00","--","0.00","0.00","10.64"
"114/10/28","111","4","2890","永豐金","66231664.00","281921054.00","91643856.00","336138847.00","225460151.00","--","67873919.00","90209758.00","125953.00","--","--","1328702915.00","--","1011812.00","--","45018164.00","2390819.00","13287583.00","3646832.00","2310197.00","2014238.00","30775495.00","2588763257.00","72477217.00","0.00","59764822.00","--","59923315.00","19102966.00","50521956.00","1479084.00","--","2000528731.00","71242261.00","6345638.00","18437.00","3099728.00","69764427.00","3132839.00","1668845.00","15674254.00","2434744520.00","113837646.00","2228781.00","52152522.00","-14200212.00","--","--","154018737.00","0.00","154018737.00","--","0.00","0.00","13.53"
"114/10/28","111","4","2891","中信金","133810551.00","496634588.00","544996150.00","421220955.00","2159112374.00","18389.00","12767234.00","223214005.00","1854674.00","--","--","3280389318.00","4075788.00","15747528.00","--","157339951.00","101486456.00","49024168.00","17433219.00","39264903.00","15218285.00","46884577.00","7720493113.00","97583735.00","32321883.00","81699567.00","503026.00","143653675.00","30418562.00","102380066.00","2306287.00","--","4582270589.00","134418666.00","--","--","1866524163.00","205062362.00","16988265.00","7490212.00","24049797.00","7327670855.00","200840646.00","59458927.00","183405067.00","-74208394.00","--","--","369496246.00","23326012.00","392822258.00","0.00","0.00","0.00","18.40"
"114/10/28","111","4","2892","第一金","72208162.00","333759890.00","176067526.00","325837173.00","806716159.00","--","6450000.00","48686706.00","1242825.00","--","--","2312361364.00","53975.00","3128975.00","--","17710348.00","12110510.00","27698974.00","2470597.00","1102917.00","4256251.00","5333630.00","4157195982.00","272729790.00","1014530.00","14491297.00","--","22729135.00","18642830.00","52503677.00","4427299.00","--","3305350983.00","61850000.00","7600000.00","--","69762393.00","83204551.00","2322609.00","7429024.00","9015294.00","3933073412.00","132234423.00","26107218.00","61151006.00","4629923.00","--","--","224122570.00","0.00","224122570.00","0.00","0.00","0.00","16.95"
"114/10/28","111","4","5880","合庫金","95314702.00","319309530.00","76072975.00","475101745.00","719535355.00","--","2642175.00","42404919.00","2278992.00","--","--","2589591055.00","209333.00","142637.00","--","99100104.00","10936255.00","33147407.00","1562617.00","4156026.00","1764099.00","2897887.00","4476167813.00","287853635.00","0.00","3650230.00","--","67643435.00","24539978.00","52099763.00","862016.00","--","3598422914.00","80290000.00","9352346.00","--","32268462.00","91685037.00","1538102.00","3966477.00","1232241.00","4255404636.00","140089354.00","57977016.00","38890125.00","-21509719.00","--","--","215446776.00","5316401.00","220763177.00","--","0.00","0.00","15.38"
