出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","111","2","1240","茂生農經","1377498.00","905876.00","2283374.00","933786.00","35321.00","969107.00","385982.00","--","145207.00","477626.00","206040.00","--","1214855.00","--","--","99412.00","1314267.00","--","0.00","0.00","33.05"
"114/10/28","111","2","1259","安心","1674124.00","3429915.00","5104039.00","1524068.00","1631036.00","3155104.00","323895.00","--","809816.00","759408.00","29116.00","0.00","1922235.00","--","--","26700.00","1948935.00","0.00","0.00","0.00","59.35"
"114/10/28","111","2","1264","德麥","2559644.00","1851902.00","4411546.00","1069904.00","86652.00","1156556.00","370644.00","--","673648.00","1606149.00","-44026.00","-2432.00","2603983.00","--","--","651007.00","3254990.00","--","0.00","12000.00","70.28"
"114/10/28","111","2","1268","漢來美食","1809564.00","4080603.00","5890167.00","1354647.00","2843179.00","4197826.00","427237.00","--","1176918.00","235026.00","-81030.00","-65810.00","1692341.00","--","--","--","1692341.00","--","0.00","500000.00","40.08"
"114/10/28","111","2","1294","漢田生技","170132.00","268599.00","438731.00","66939.00","140497.00","207436.00","166018.00","--","36652.00","26505.00","--","--","229175.00","--","--","2120.00","231295.00","--","0.00","0.00","17.18"
"114/10/28","111","2","1336","台翰","1340629.00","1058961.00","2399590.00","577542.00","210503.00","788045.00","770984.00","--","668899.00","284695.00","-113033.00","--","1611545.00","--","--","--","1611545.00","0.00","0.00","0.00","20.90"
"114/10/28","111","2","1565","精華","4504461.00","3989818.00","8494279.00","2227973.00","506580.00","2734553.00","504165.00","--","526000.00","4732554.00","-2993.00","--","5759726.00","--","--","--","5759726.00","0.00","0.00","0.00","114.24"
"114/10/28","111","2","1569","濱川","4204649.00","3303114.00","7507763.00","3253535.00","706122.00","3959657.00","1214474.00","--","1154878.00","1243408.00","-172688.00","--","3440072.00","--","--","108034.00","3548106.00","--","0.00","0.00","28.33"
"114/10/28","111","2","1570","力肯","818075.00","275926.00","1094001.00","205742.00","28361.00","234103.00","515008.00","--","0.00","357123.00","-12233.00","--","859898.00","--","--","0.00","859898.00","0.00","0.00","0.00","16.70"
"114/10/28","111","2","1580","新麥","2488980.00","1639767.00","4128747.00","1483184.00","125938.00","1609122.00","502302.00","--","206832.00","1841087.00","-138711.00","--","2411510.00","--","--","108115.00","2519625.00","--","0.00","0.00","48.01"
"114/10/28","111","2","1584","精剛","2421399.00","1237465.00","3658864.00","1050194.00","1184206.00","2234400.00","1224705.00","--","109818.00","109013.00","-19072.00","--","--","--","--","--","1424464.00","0.00","0.00","0.00","11.63"
"114/10/28","111","2","1586","和勤","2232538.00","2205995.00","4438533.00","1539091.00","1314056.00","2853147.00","858419.00","--","553506.00","439044.00","-88505.00","-177078.00","1585386.00","--","--","--","1585386.00","0.00","0.00","4269000.00","19.44"
"114/10/28","111","2","1591","駿吉-KY","431463.00","294485.00","725948.00","262993.00","19348.00","282341.00","347980.00","--","22159.00","245968.00","-162739.00","-9761.00","443607.00","--","--","--","443607.00","--","0.00","500000.00","13.58"
"114/10/28","111","2","1593","祺驊","631848.00","979505.00","1611353.00","286730.00","278544.00","565274.00","352275.00","--","436141.00","277162.00","-28134.00","0.00","1037444.00","--","--","8635.00","1046079.00","0.00","0.00","0.00","29.45"
"114/10/28","111","2","1595","川寶","4072502.00","1150156.00","5222658.00","2509080.00","142395.00","2651475.00","469261.00","--","554520.00","1547192.00","-1645.00","0.00","2569328.00","--","--","1855.00","2571183.00","--","0.00","0.00","54.75"
