出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/28","112","1","2801","彰銀","11820517.00","-236700.00","35177529.00","-123214.00","46638132.00","104820099.00","151458231.00"
"114/10/28","112","1","2812","台中銀","-672222.00","-3251439.00","605441.00","-17568.00","-3335788.00","55897012.00","52561224.00"
"114/10/28","112","1","2820","華票","-1213660.00","-6522.00","989489.00","--","-230693.00","557558.00","326865.00"
"114/10/28","112","1","2834","臺企銀","19806469.00","-33317160.00","-2303885.00","496.00","-15814080.00","49260262.00","33446182.00"
"114/10/28","112","1","2836","高雄銀","-342422.00","-35935.00","-24633.00","242.00","-402748.00","12596904.00","12194156.00"
"114/10/28","112","1","2838","聯邦銀","5833694.00","-2281410.00","127884.00","-145208.00","3534960.00","56340642.00","59875602.00"
"114/10/28","112","1","2845","遠東銀","17357489.00","-2136460.00","-4386352.00","-92700.00","10741977.00","28933031.00","39675008.00"
"114/10/28","112","1","2849","安泰銀","443357.00","-854750.00","-2328089.00","-43774.00","-2783256.00","4941326.00","2158070.00"
"114/10/28","112","1","2897","王道銀行","-2360550.00","-66072.00","1475313.00","-71964.00","-1023273.00","15225156.00","14201883.00"
"114/10/28","112","1","5876","上海商銀","26594377.00","-1665745.00","10570864.00","-2020175.00","33479321.00","251800153.00","285279474.00"
