出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/28","112","3","1101","台泥","19954188.00","-31530951.00","-6689946.00","1934296.00","-16332413.00","88842494.00","72510081.00"
"114/10/28","112","3","1102","亞泥","3933530.00","-5975323.00","-4169621.00","771406.00","-5440008.00","43486332.00","38046324.00"
"114/10/28","112","3","1103","嘉泥","-159141.00","-1875415.00","-189487.00","29131.00","-2194912.00","4463396.00","2268484.00"
"114/10/28","112","3","1104","環泥","1340510.00","1121339.00","-1713091.00","--","748758.00","784464.00","1533222.00"
"114/10/28","112","3","1108","幸福","498511.00","-97625.00","-384053.00","-871.00","15962.00","269974.00","285936.00"
"114/10/28","112","3","1109","信大","247885.00","151882.00","-387706.00","-454.00","11607.00","2767084.00","2778691.00"
"114/10/28","112","3","1110","東泥","243086.00","486006.00","-809748.00","--","-80656.00","296374.00","215718.00"
"114/10/28","112","3","1201","味全","1077379.00","-588320.00","301258.00","-20875.00","769442.00","964499.00","1733941.00"
"114/10/28","112","3","1203","味王","771285.00","-115628.00","-233189.00","-25388.00","397080.00","1288739.00","1685819.00"
"114/10/28","112","3","1210","大成","6151087.00","-3337208.00","-2758354.00","260136.00","315661.00","5145691.00","5461352.00"
"114/10/28","112","3","1213","大飲","-32191.00","136533.00","-22738.00","5.00","81609.00","8683.00","90292.00"
"114/10/28","112","3","1215","卜蜂","3220066.00","-1387511.00","-1750789.00","3023.00","84789.00","311085.00","395874.00"
"114/10/28","112","3","1216","統一","56720124.00","-50456676.00","-760247.00","1946415.00","7449616.00","96986253.00","104435869.00"
"114/10/28","112","3","1217","愛之味","48838.00","-160888.00","-24257.00","22699.00","-113608.00","616521.00","502913.00"
"114/10/28","112","3","1218","泰山","-1002973.00","-3698794.00","-1939764.00","10859.00","-6630672.00","8504412.00","1873740.00"
"114/10/28","112","3","1219","福壽","864599.00","-220429.00","-808325.00","-76.00","-164231.00","1080690.00","916459.00"
"114/10/28","112","3","1220","台榮","380286.00","-30954.00","-215087.00","0.00","134245.00","152402.00","286647.00"
"114/10/28","112","3","1225","福懋油","1482919.00","8589.00","-1601642.00","4249.00","-105885.00","1022951.00","917066.00"
"114/10/28","112","3","1227","佳格","2098703.00","-1160743.00","-2068848.00","35351.00","-1095537.00","4348255.00","3252718.00"
"114/10/28","112","3","1229","聯華","2976683.00","-300986.00","-1076227.00","108903.00","1708373.00","2914046.00","4622419.00"
"114/10/28","112","3","1231","聯華食","944108.00","-1247565.00","782991.00","-7540.00","471994.00","315115.00","787109.00"
"114/10/28","112","3","1232","大統益","1633471.00","-172738.00","-1014299.00","--","446434.00","981106.00","1427540.00"
"114/10/28","112","3","1233","天仁","208911.00","-39574.00","-181929.00","1690.00","-10902.00","200226.00","189324.00"
"114/10/28","112","3","1234","黑松","764960.00","197708.00","-688288.00","488.00","274868.00","976892.00","1251760.00"
"114/10/28","112","3","1235","興泰","-35269.00","-384571.00","439349.00","--","19509.00","8858.00","28367.00"
"114/10/28","112","3","1236","宏亞","207793.00","-45706.00","-95381.00","1860.00","68566.00","68219.00","136785.00"
"114/10/28","112","3","1256","鮮活果汁-KY","623055.00","-573274.00","-180742.00","735.00","-130226.00","1156885.00","1026659.00"
"114/10/28","112","3","1301","台塑","8426169.00","-9273233.00","-3599905.00","423299.00","-4023670.00","17110163.00","13086493.00"
"114/10/28","112","3","1303","南亞","25212933.00","-22767663.00","-15290083.00","2979351.00","-9865462.00","89444513.00","79579051.00"
"114/10/28","112","3","1304","台聚","3550722.00","-2315437.00","-1459139.00","278195.00","54341.00","11498415.00","11552756.00"
"114/10/28","112","3","1305","華夏","1079378.00","-1212106.00","564956.00","2758.00","434986.00","1276545.00","1711531.00"
"114/10/28","112","3","1307","三芳","1392804.00","-609384.00","-671145.00","208111.00","320386.00","4830365.00","5150751.00"
"114/10/28","112","3","1308","亞聚","315540.00","-154563.00","-742626.00","9417.00","-572232.00","1481970.00","909738.00"
"114/10/28","112","3","1309","台達化","149902.00","-285531.00","-300771.00","31020.00","-405380.00","2662088.00","2256708.00"
"114/10/28","112","3","1310","台苯","-329069.00","-42655.00","292624.00","12912.00","-66188.00","765147.00","698959.00"
"114/10/28","112","3","1312","國喬","-429040.00","-3704296.00","2111254.00","189684.00","-1832398.00","6279477.00","4447079.00"
"114/10/28","112","3","1313","聯成","-609618.00","-1366419.00","1208874.00","451408.00","-315755.00","4244635.00","3928880.00"
"114/10/28","112","3","1314","中石化","-4381874.00","-1134739.00","6230201.00","-57833.00","655755.00","6824456.00","7480211.00"
"114/10/28","112","3","1315","達新","579608.00","324403.00","-622453.00","77.00","281635.00","2019589.00","2301224.00"
"114/10/28","112","3","1316","上曜","-608872.00","75262.00","780676.00","392.00","247458.00","763148.00","1010606.00"
"114/10/28","112","3","1319","東陽","4662226.00","-1762249.00","-2159392.00","50399.00","790984.00","2344300.00","3135284.00"
"114/10/28","112","3","1321","大洋","-47591.00","-112663.00","501047.00","428.00","341221.00","471820.00","813041.00"
"114/10/28","112","3","1323","永裕","333486.00","-206127.00","-200214.00","41665.00","-31190.00","1241321.00","1210131.00"
"114/10/28","112","3","1324","地球","34123.00","-7554.00","-16428.00","188.00","10329.00","262709.00","273038.00"
"114/10/28","112","3","1325","恆大","120466.00","-136549.00","-58375.00","4235.00","-70223.00","1013789.00","943566.00"
"114/10/28","112","3","1326","台化","13169985.00","-16443264.00","-1231633.00","626340.00","-3878572.00","33002871.00","29124299.00"
"114/10/28","112","3","1337","再生-KY","-171718.00","-293345.00","--","-320.00","-465383.00","1195479.00","730096.00"
"114/10/28","112","3","1338","廣華-KY","670034.00","-516449.00","30508.00","9676.00","193769.00","2151723.00","2345492.00"
"114/10/28","112","3","1339","昭輝","512754.00","-555161.00","-506327.00","13607.00","-535127.00","1036374.00","501247.00"
"114/10/28","112","3","1340","勝悅-KY","-249598.00","-445702.00","108041.00","-7729.00","-594988.00","1120989.00","526001.00"
"114/10/28","112","3","1341","富林-KY","516702.00","-30206.00","-518730.00","-16157.00","-48391.00","361451.00","313060.00"
"114/10/28","112","3","1342","八貫","339699.00","-143715.00","-366204.00","--","-170220.00","700684.00","530464.00"
"114/10/28","112","3","1402","遠東新","34218587.00","-16101948.00","-47007609.00","-395227.00","-29286197.00","47244499.00","17958302.00"
"114/10/28","112","3","1410","南染","16301.00","-64930.00","-51617.00","--","-100246.00","531642.00","431396.00"
"114/10/28","112","3","1413","宏洲","-25523.00","-10578.00","13886.00","--","-22215.00","71700.00","49485.00"
"114/10/28","112","3","1414","東和","27212.00","-77191.00","106550.00","--","56571.00","202677.00","259248.00"
"114/10/28","112","3","1416","廣豐","180549.00","-277481.00","-77495.00","-2546.00","-176973.00","311144.00","134171.00"
"114/10/28","112","3","1417","嘉裕","308219.00","245095.00","-516115.00","2819.00","40018.00","941946.00","981964.00"
"114/10/28","112","3","1418","東華","-79535.00","-75647.00","448843.00","2.00","293663.00","447724.00","741387.00"
"114/10/28","112","3","1419","新紡","16777.00","775150.00","-347454.00","-39.00","444434.00","889783.00","1334217.00"
"114/10/28","112","3","1423","利華","144318.00","-157347.00","-27498.00","--","-40527.00","550269.00","509742.00"
"114/10/28","112","3","1432","大魯閣","344548.00","-330195.00","41766.00","1884.00","58003.00","493208.00","551211.00"
"114/10/28","112","3","1434","福懋","3664106.00","-1125853.00","-3254749.00","62770.00","-653726.00","5216541.00","4562815.00"
"114/10/28","112","3","1435","中福","9402.00","98508.00","-7332.00","--","100578.00","34555.00","135133.00"
"114/10/28","112","3","1436","華友聯","-1544006.00","-21734.00","1258817.00","--","-306923.00","906914.00","599991.00"
"114/10/28","112","3","1437","勤益控","352790.00","-91819.00","-278660.00","4253.00","-13436.00","870299.00","856863.00"
"114/10/28","112","3","1438","三地開發","-621388.00","-22247.00","659325.00","--","15690.00","408059.00","423749.00"
"114/10/28","112","3","1439","雋揚","27681.00","167160.00","54610.00","--","249451.00","521760.00","771211.00"
