出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/28","112","1","2880","華南金","-15485436.00","-1407439.00","-2639791.00","-111252.00","-19643918.00","186822057.00","167178139.00"
"114/10/28","112","1","2881","富邦金","-143262033.00","-2040750.00","25409619.00","-1739699.00","-121632863.00","573733858.00","452100995.00"
"114/10/28","112","1","2882","國泰金","84262064.00","20242131.00","329807.00","-188808.00","104645194.00","620603407.00","725248601.00"
"114/10/28","112","1","2883","凱基金","-48492569.00","-957780.00","-364889.00","2837.00","-49812401.00","200161850.00","150349449.00"
"114/10/28","112","1","2884","玉山金","-39709472.00","-836211.00","200910.00","1848534.00","-38496239.00","115750099.00","77253860.00"
"114/10/28","112","1","2885","元大金","-25504674.00","-685619.00","1085315.00","-2350715.00","-27455693.00","206929363.00","179473670.00"
"114/10/28","112","1","2886","兆豐金","-18532321.00","-264161.00","7950318.00","-10722.00","-10856886.00","435380396.00","424523510.00"
"114/10/28","112","1","2887","台新新光金","-2788562.00","-290678.00","11262824.00","-919.00","8182665.00","80598219.00","88780884.00"
"114/10/28","112","1","2889","國票金","-10196595.00","-173502.00","10129740.00","1738.00","-238619.00","3739285.00","3500666.00"
"114/10/28","112","1","2890","永豐金","-19228340.00","-255694.00","15106475.00","-50585.00","-4428144.00","326689284.00","322261140.00"
"114/10/28","112","1","2891","中信金","-148521602.00","-1459868.00","51200012.00","-412666.00","-99194124.00","522661164.00","423467040.00"
"114/10/28","112","1","2892","第一金","-37313632.00","90427.00","4822871.00","-447467.00","-32847801.00","311099856.00","278252055.00"
"114/10/28","112","1","5880","合庫金","-12075616.00","-392675.00","6160415.00","1016142.00","-5291734.00","140044317.00","134752583.00"
