出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/28","112","4","1240","茂生農經","237006.00","-44443.00","-172901.00","--","19662.00","55531.00","75193.00"
"114/10/28","112","4","1259","安心","826687.00","-541777.00","-598130.00","-708.00","-313928.00","1078902.00","764974.00"
"114/10/28","112","4","1264","德麥","686750.00","-69548.00","-648351.00","-3441.00","-34590.00","689072.00","654482.00"
"114/10/28","112","4","1268","漢來美食","882982.00","-592980.00","-307879.00","--","-17877.00","824450.00","806573.00"
"114/10/28","112","4","1294","漢田生技","191906.00","-295629.00","195827.00","-54.00","92050.00","75040.00","167090.00"
"114/10/28","112","4","1295","生合","213932.00","-137167.00","49164.00","-5474.00","120455.00","226283.00","346738.00"
"114/10/28","112","4","1336","台翰","424261.00","-231012.00","-229818.00","-49172.00","-85741.00","679818.00","594077.00"
"114/10/28","112","4","1565","精華","965764.00","-155274.00","-1029899.00","-271.00","-219680.00","2283352.00","2063672.00"
"114/10/28","112","4","1569","濱川","492481.00","-302166.00","-497851.00","-35901.00","-343437.00","1469322.00","1125885.00"
"114/10/28","112","4","1570","力肯","94222.00","-94313.00","-55588.00","-75.00","-55754.00","162927.00","107173.00"
"114/10/28","112","4","1580","新麥","817593.00","-152802.00","-416732.00","-1064.00","246995.00","742389.00","989384.00"
"114/10/28","112","4","1584","精剛","140518.00","-731475.00","797119.00","--","206162.00","254835.00","460997.00"
"114/10/28","112","4","1586","和勤","315419.00","-46465.00","-199141.00","-6405.00","63408.00","351084.00","414492.00"
"114/10/28","112","4","1591","駿吉-KY","-46342.00","-4496.00","-41367.00","-7934.00","-100139.00","176005.00","75866.00"
"114/10/28","112","4","1593","祺驊","162977.00","-39958.00","-99663.00","-4722.00","18634.00","331929.00","350563.00"
"114/10/28","112","4","1595","川寶","-117518.00","-175457.00","-153462.00","-7826.00","-454263.00","1442401.00","988138.00"
"114/10/28","112","4","1599","宏佳騰","37363.00","-116618.00","-123571.00","711.00","-202115.00","940261.00","738146.00"
"114/10/28","112","4","1742","台蠟","355540.00","-1485148.00","1110866.00","-7207.00","-25949.00","137734.00","111785.00"
"114/10/28","112","4","1777","生泰","262288.00","-316663.00","-123663.00","--","-178038.00","844960.00","666922.00"
"114/10/28","112","4","1781","合世","84910.00","-8784.00","-74667.00","-7380.00","-5921.00","156640.00","150719.00"
"114/10/28","112","4","1784","訊聯","153095.00","-409930.00","333981.00","-268.00","76878.00","161614.00","238492.00"
"114/10/28","112","4","1785","光洋科","1080986.00","-1045847.00","170918.00","-50440.00","155617.00","2206839.00","2362456.00"
"114/10/28","112","4","1788","杏昌","433488.00","-66448.00","-288440.00","-1683.00","76917.00","324220.00","401137.00"
"114/10/28","112","4","1796","金穎生技","190313.00","-70617.00","-99874.00","-359.00","19463.00","100690.00","120153.00"
"114/10/28","112","4","1799","易威","-151448.00","87463.00","177843.00","-9977.00","103881.00","159025.00","262906.00"
"114/10/28","112","4","1813","寶利徠","46218.00","-9110.00","-97515.00","239.00","-60168.00","179006.00","118838.00"
"114/10/28","112","4","1815","富喬","-130526.00","-364034.00","416244.00","-16699.00","-95015.00","1439372.00","1344357.00"
"114/10/28","112","4","2035","唐榮公司","-584929.00","-288820.00","655378.00","--","-218371.00","507044.00","288673.00"
"114/10/28","112","4","2061","風青","78611.00","-10625.00","-67155.00","-3290.00","-2459.00","91285.00","88826.00"
"114/10/28","112","4","2063","世鎧","517202.00","-71035.00","-102805.00","-889.00","342473.00","252722.00","595195.00"
"114/10/28","112","4","2064","晉椿","312921.00","-253396.00","-37994.00","696.00","22227.00","246778.00","269005.00"
