出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/28","112","3","1240","茂生農經","228251.00","-36535.00","-194933.00","--","-3217.00","55531.00","52314.00"
"114/10/28","112","3","1259","安心","644474.00","-422495.00","-470630.00","1560.00","-247091.00","1078902.00","831811.00"
"114/10/28","112","3","1264","德麥","453440.00","-65192.00","-598224.00","6106.00","-203870.00","689072.00","485202.00"
"114/10/28","112","3","1268","漢來美食","566974.00","-363870.00","-140144.00","--","62960.00","824450.00","887410.00"
"114/10/28","112","3","1336","台翰","262401.00","-227870.00","-200548.00","49914.00","-116103.00","679818.00","563715.00"
"114/10/28","112","3","1565","精華","614602.00","-111351.00","-992279.00","-27.00","-489055.00","2283352.00","1794297.00"
"114/10/28","112","3","1569","濱川","342869.00","-210524.00","-591228.00","1631.00","-457252.00","1322472.00","865220.00"
"114/10/28","112","3","1570","力肯","17138.00","-3383.00","-53452.00","292.00","-39405.00","162927.00","123522.00"
"114/10/28","112","3","1580","新麥","491248.00","-116949.00","-410843.00","15519.00","-21025.00","742389.00","721364.00"
"114/10/28","112","3","1584","精剛","29398.00","-580346.00","936621.00","--","385673.00","254835.00","640508.00"
"114/10/28","112","3","1586","和勤","198609.00","-38029.00","-936.00","1396.00","161040.00","351084.00","512124.00"
"114/10/28","112","3","1591","駿吉-KY","-40641.00","-2.00","-40984.00","-3387.00","-85014.00","176005.00","90991.00"
"114/10/28","112","3","1593","祺驊","97373.00","-54925.00","-93289.00","7254.00","-43587.00","331929.00","288342.00"
"114/10/28","112","3","1595","川寶","-221818.00","-88583.00","-89163.00","2135.00","-397429.00","1442401.00","1044972.00"
"114/10/28","112","3","1599","宏佳騰","75261.00","-76079.00","-11103.00","-175.00","-12096.00","940261.00","928165.00"
"114/10/28","112","3","1742","台蠟","133359.00","-1222821.00","1052624.00","8682.00","-28156.00","137734.00","109578.00"
"114/10/28","112","3","1777","生泰","188051.00","-238030.00","-38826.00","--","-88805.00","844960.00","756155.00"
"114/10/28","112","3","1781","合世","62685.00","-6262.00","-36990.00","14361.00","33794.00","156640.00","190434.00"
"114/10/28","112","3","1784","訊聯","104157.00","-172913.00","69758.00","-5.00","997.00","161614.00","162611.00"
"114/10/28","112","3","1785","光洋科","1140889.00","-761836.00","37136.00","4324.00","420513.00","2206839.00","2627352.00"
"114/10/28","112","3","1788","杏昌","244872.00","-41825.00","-179791.00","1175.00","24431.00","324220.00","348651.00"
