出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/28","112","2","1240","茂生農經","109061.00","-24594.00","-76375.00","--","8092.00","55531.00","63623.00"
"114/10/28","112","2","1259","安心","292643.00","-296803.00","-338729.00","-1071.00","-343960.00","1078902.00","734942.00"
"114/10/28","112","2","1264","德麥","359987.00","-6678.00","-333401.00","-3147.00","16761.00","689072.00","705833.00"
"114/10/28","112","2","1268","漢來美食","355034.00","-301069.00","-95076.00","--","-41111.00","824450.00","783339.00"
"114/10/28","112","2","1294","漢田生技","84430.00","-32890.00","10729.00","81.00","62350.00","75040.00","137390.00"
"114/10/28","112","2","1295","生合","69996.00","-168497.00","87742.00","-9219.00","-19978.00","226283.00","206305.00"
"114/10/28","112","2","1336","台翰","140240.00","-102598.00","-92637.00","37991.00","-17004.00","679818.00","662814.00"
"114/10/28","112","2","1565","精華","291479.00","-65772.00","-274130.00","-452.00","-48875.00","2283352.00","2234477.00"
"114/10/28","112","2","1569","濱川","191749.00","-80308.00","-121476.00","-5707.00","-15742.00","1322472.00","1306730.00"
"114/10/28","112","2","1570","力肯","561.00","-2462.00","-2159.00","1250.00","-2810.00","162927.00","160117.00"
"114/10/28","112","2","1580","新麥","163802.00","-53715.00","-18388.00","-1916.00","89783.00","742389.00","832172.00"
"114/10/28","112","2","1584","精剛","154964.00","-191619.00","-1477.00","--","-38132.00","254835.00","216703.00"
"114/10/28","112","2","1586","和勤","72934.00","-27960.00","119305.00","-14034.00","150245.00","351084.00","501329.00"
"114/10/28","112","2","1591","駿吉-KY","-8944.00","-241.00","-33588.00","-11458.00","-54231.00","176005.00","121774.00"
"114/10/28","112","2","1593","祺驊","61016.00","-9989.00","-15266.00","61.00","35822.00","331929.00","367751.00"
"114/10/28","112","2","1595","川寶","-170150.00","-19503.00","-12616.00","4623.00","-197646.00","1442401.00","1244755.00"
"114/10/28","112","2","1599","宏佳騰","-308501.00","-35225.00","-1156.00","-1791.00","-346673.00","940261.00","593588.00"
"114/10/28","112","2","1742","台蠟","133494.00","-668313.00","559817.00","-8585.00","16413.00","137734.00","154147.00"
"114/10/28","112","2","1777","生泰","91643.00","-119995.00","7257.00","--","-21095.00","844960.00","823865.00"
"114/10/28","112","2","1781","合世","27278.00","-2788.00","-31674.00","5165.00","-2019.00","156640.00","154621.00"
