出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","110","2","2880","華南金","13574783.00","11733431.00","25308214.00","253201.00","545568.00","14093865.00","10415580.00","1130180.00","9285400.00","--","9285400.00","983383.00","10268783.00","9285346.00","--","54.00","10268692.00","--","91.00","0.72"
"114/10/28","110","2","2881","富邦金","68977703.00","200220787.00","269198490.00","2168730.00","132200176.00","32379787.00","102449797.00","13241976.00","89207821.00","--","89207821.00","22262992.00","111470813.00","87596312.00","--","1611509.00","111837051.00","--","-366238.00","8.28"
"114/10/28","110","2","2882","國泰金","96312910.00","249463531.00","345776441.00","2180526.00","198469429.00","40938132.00","104188354.00","12672341.00","91516013.00","--","91516013.00","-61856235.00","29659778.00","91050474.00","--","465539.00","29228505.00","--","431273.00","6.66"
"114/10/28","110","2","2883","凱基金","33040677.00","65671902.00","98712579.00","-34980.00","54404387.00","17651356.00","26691816.00","2254306.00","24437510.00","--","24437510.00","-25545671.00","-1108161.00","16933976.00","--","7503534.00","3809027.00","--","-4917188.00","1.14"
"114/10/28","110","2","2884","玉山金","12430525.00","15610046.00","28040571.00","309578.00","--","15582754.00","12148239.00","1892657.00","10255582.00","--","10255582.00","362088.00","10617670.00","10247333.00","--","8249.00","10609515.00","--","8155.00","0.81"
"114/10/28","110","2","2885","元大金","14626466.00","53288663.00","67915129.00","-72242.00","13604909.00","27981767.00","26400695.00","4748008.00","21652687.00","--","21652687.00","-2504217.00","19148470.00","19659573.00","--","1993114.00","17942310.00","1206160.00","--","1.62"
"114/10/28","110","2","2886","兆豐金","15918250.00","13326468.00","29244718.00","88328.00","-36775.00","14809090.00","14384075.00","1876081.00","12507994.00","--","12507994.00","765218.00","13273212.00","12507994.00","--","0.00","13273212.00","--","0.00","0.92"
"114/10/28","110","2","2887","台新新光金","11278718.00","16725415.00","28004133.00","458215.00","--","13287150.00","14258768.00","1346860.00","12911908.00","--","12911908.00","-812165.00","12099743.00","12919077.00","--","-7169.00","12106912.00","--","-7169.00","1.10"
"114/10/28","110","2","2889","國票金","1325556.00","3940060.00","5265616.00","-13933.00","--","2136257.00","3143292.00","567933.00","2575359.00","--","2575359.00","-747741.00","1827618.00","2284495.00","--","290864.00","1435155.00","--","392463.00","0.79"
"114/10/28","110","2","2890","永豐金","10724658.00","12178703.00","22903361.00","807144.00","--","12374162.00","9722055.00","1134046.00","8588009.00","--","8588009.00","-325436.00","8262573.00","8588009.00","--","--","8262573.00","--","--","0.76"
"114/10/28","110","2","2891","中信金","53613760.00","31986456.00","85600216.00","2305943.00","10421511.00","35403797.00","37468965.00","4018869.00","33450096.00","--","33450096.00","-9793984.00","23656112.00","33449249.00","--","847.00","23660454.00","--","-4342.00","1.72"
"114/10/28","110","2","2892","第一金","16491712.00","14850160.00","31341872.00","1189290.00","5016591.00","12282363.00","12853628.00","1940464.00","10913164.00","--","10913164.00","-2941430.00","7971734.00","10913164.00","--","--","7971734.00","--","--","0.85"
"114/10/28","110","2","5880","合庫金","17865272.00","8594700.00","26459972.00","1621671.00","94344.00","12648370.00","12095587.00","1895710.00","10199877.00","--","10199877.00","651228.00","10851105.00","9745965.00","--","453912.00","10564127.00","--","286978.00","0.73"
