出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","110","3","2801","彰銀","15101774.00","6540481.00","1394960.00","12461082.00","7786213.00","1011738.00","6774475.00","--","--","6774475.00","157488.00","--","6931963.00","6774475.00","--","--","6931963.00","--","--","0.65"
"114/10/28","110","3","2812","台中銀","6911343.00","3066565.00","696120.00","5115208.00","4166580.00","599736.00","3566844.00","--","--","3566844.00","299788.00","--","3866632.00","3566844.00","--","--","3866632.00","--","--","0.82"
"114/10/28","110","3","2820","華票","948035.00","1247150.00","-8042.00","389426.00","1813801.00","369662.00","1444139.00","0.00","0.00","1444139.00","-314802.00","--","1129337.00","--","--","--","--","--","--","1.08"
"114/10/28","110","3","2834","臺企銀","13241345.00","4834375.00","4021240.00","9628818.00","4425662.00","528526.00","3897136.00","--","--","3897136.00","-537478.00","--","3359658.00","3897136.00","--","--","3359658.00","--","--","0.50"
"114/10/28","110","3","2836","高雄銀","2088423.00","971452.00","384491.00","1891016.00","784368.00","88625.00","695743.00","--","--","695743.00","-17950.00","--","677793.00","--","--","--","--","--","--","0.60"
"114/10/28","110","3","2838","聯邦銀","6435977.00","5973950.00","609522.00","7727345.00","4073060.00","502694.00","3570366.00","--","--","3570366.00","543078.00","--","4113444.00","3570333.00","--","33.00","4113408.00","--","36.00","0.94"
"114/10/28","110","3","2845","遠東銀","4951921.00","3440536.00","866914.00","5022808.00","2502735.00","287656.00","2215079.00","--","--","2215079.00","-483083.00","--","1731996.00","2215079.00","--","--","1731996.00","--","--","0.63"
"114/10/28","110","3","2849","安泰銀","2739942.00","1718237.00","136064.00","2178357.00","2143758.00","280078.00","1863680.00","0.00","--","1863680.00","-407062.00","--","1456618.00","--","--","--","--","--","--","0.95"
"114/10/28","110","3","2897","王道銀行","3463735.00","3575532.00","292113.00","3414401.00","3332753.00","816679.00","2516074.00","-4509.00","--","2511565.00","-639103.00","--","1872462.00","1454678.00","--","1056887.00","1053102.00","--","819360.00","0.49"
"114/10/28","110","3","5876","上海商銀","19942484.00","9385552.00","955651.00","11329803.00","17042582.00","2692414.00","14350168.00","--","--","14350168.00","-4191767.00","--","10158401.00","10899052.00","--","3451116.00","8288447.00","--","1869954.00","2.44"
