出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","110","4","2880","華南金","42752408.00","237798118.00","111925660.00","327146365.00","609544831.00","--","2449190.00","60275356.00","222141.00","--","--","1985934147.00","5381961.00","360138.00","--","21025010.00","12117002.00","32390449.00","1960405.00","942413.00","3571080.00","5157244.00","3460953918.00","121391552.00","34478600.00","3427549.00","--","26305596.00","19305630.00","44198933.00","2517810.00","--","2835359989.00","67891382.00","2340340.00","--","22986431.00","56902334.00","1984400.00","6100474.00","15056091.00","3260247111.00","131941450.00","17758986.00","44723567.00","6280718.00","--","--","200704721.00","2086.00","200706807.00","--","0.00","0.00","15.21"
"114/10/28","110","4","2881","富邦金","284688160.00","369864008.00","1608926656.00","1079516442.00","3171801140.00","3074240.00","73886321.00","255321792.00","1739474.00","--","--","2503882694.00","29309719.00","35937490.00","--","562842570.00","303052029.00","65372933.00","10051706.00","33848605.00","32087405.00","74529942.00","10499733326.00","187098187.00","13578776.00","45082336.00","9956216.00","166010990.00","29441270.00","196749294.00","18076996.00","--","3356054476.00","266168615.00","1270866.00","--","4485442224.00","609441656.00","21477286.00","27306911.00","82734730.00","9515890829.00","134049544.00","173363019.00","478692234.00","163464512.00","0.00","--","949569309.00","34273188.00","983842497.00","0.00","0.00","0.00","70.84"
"114/10/28","110","4","2882","國泰金","467635057.00","234546475.00","1929395229.00","1626821625.00","3266686240.00","500642.00","77243060.00","205480862.00","4164103.00","283087.00","--","2287115449.00","12260483.00","32614572.00","--","741107026.00","432525464.00","97852266.00","4362776.00","51543583.00","63746198.00","58477264.00","11594361461.00","74605174.00","1076000.00","79934187.00","20956.00","39827873.00","63469166.00","76870285.00","7528389.00","--","2871960053.00","141800000.00","1670185.00","--","6448259356.00","763908198.00","14721170.00","52976726.00","41695016.00","10680322734.00","147025102.00","177244388.00","477986919.00","99781737.00","0.00","0.00","902038146.00","12000581.00","914038727.00","--","0.00","0.00","61.35"
"114/10/28","110","4","2883","凱基金","167862826.00","48914268.00","554548173.00","507374321.00","1220278781.00","259267.00","28315799.00","130448138.00","123419.00","--","--","407601578.00","891059.00","20227991.00","--","154951789.00","35299898.00","34051875.00","12590590.00","18742494.00","14003281.00","102154401.00","3458639948.00","20823546.00","129490.00","57698157.00","73006.00","101884810.00","21214240.00","102849601.00","3789560.00","--","483502457.00","92441122.00","22557523.00","--","1993971267.00","171923171.00","4455216.00","9007624.00","79208406.00","3165529196.00","190858209.00","36147480.00","62355858.00","12490292.00","-9071501.00","--","292780338.00","330414.00","293110752.00","--","3117500.00","651614892.00","15.88"
"114/10/28","110","4","2884","玉山金","85237301.00","125370528.00","411389536.00","333399699.00","308219235.00","--","0.00","124412124.00","80677.00","--","--","1768641241.00","--","--","--","9090476.00","1855043.00","33881468.00","6933260.00","6176279.00","2329213.00","13892197.00","3230908277.00","83481158.00","14021010.00","61199462.00","--","16648639.00","4788871.00","32756248.00","2122898.00","--","2695062791.00","41370000.00","958817.00","--","1089345.00","66130391.00","3998061.00","1348359.00","11547585.00","3036523635.00","133546000.00","25662214.00","36091761.00","-1074086.00","--","--","194225889.00","158753.00","194384642.00","--","0.00","0.00","14.54"
"114/10/28","110","4","2885","元大金","80735621.00","80343357.00","529242141.00","338490662.00","508638932.00","--","46454964.00","263703360.00","48001.00","194563.00","--","884291862.00","1329521.00","3115594.00","2472029.00","110953592.00","10693522.00","24468584.00","12443951.00","31046281.00","7484946.00","86867819.00","3023019302.00","25624124.00","839700.00","158685739.00","--","183865849.00","49983502.00","214482994.00","7892094.00","--","1375002383.00","82539085.00","59998200.00","--","336342258.00","126619428.00","5720785.00","3825466.00","102517990.00","2733939597.00","121374360.00","37885949.00","101364961.00","8410191.00","--","--","269035461.00","20044244.00","289079705.00","0.00","0.00","0.00","22.17"
"114/10/28","110","4","2886","兆豐金","140618308.00","441542195.00","202834657.00","543790346.00","648132418.00","--","949170.00","96630962.00","331977.00","15813.00","--","2037354980.00","4990018.00","5449161.00","--","6095575.00","1341321.00","21670526.00","1854439.00","1017030.00","6505527.00","7140436.00","4168264859.00","385049995.00","46890696.00","19344092.00","--","225056762.00","32917848.00","84963858.00","12298301.00","--","2959789704.00","6000000.00","1260000.00","--","29941604.00","12453364.00","1903356.00","2635979.00","19360417.00","3839865976.00","135998240.00","68194233.00","113046484.00","11159926.00","0.00","--","328398883.00","0.00","328398883.00","0.00","0.00","0.00","24.15"
"114/10/28","110","4","2887","台新新光金","27561283.00","86817297.00","150375077.00","176881749.00","461273302.00","--","10859842.00","180655171.00","291168.00","--","--","1327126117.00","503918.00","351147.00","--","36450354.00","2858617.00","22469854.00","2573461.00","3284761.00","8325121.00","13902250.00","2512560489.00","57075272.00","3984460.00","31940397.00","--","86210606.00","22963111.00","34536010.00","2360788.00","--","1681331592.00","70100000.00","12867620.00","--","200846734.00","92423614.00","2653717.00","1087573.00","14077667.00","2314459161.00","122093832.00","35921647.00","38701004.00","1350795.00","--","--","198067278.00","34050.00","198101328.00","--","0.00","0.00","16.22"
"114/10/28","110","4","2889","國票金","2277534.00","5.00","163784100.00","111293647.00","--","--","1550000.00","34115876.00","54.00","--","--","--","--","6415079.00","--","14440256.00","44734.00","7576526.00","155561.00","246351.00","125110.00","7860931.00","349885764.00","--","26564505.00","2750157.00","--","216339953.00","22337911.00","17323653.00","702814.00","--","--","--","--","--","2015991.00","9041140.00","151627.00","231006.00","8243197.00","305701954.00","29975086.00","158167.00","6525545.00","2314646.00","-106346.00","--","38867098.00","5316712.00","44183810.00","--","0.00","10000000.00","13.01"
"114/10/28","110","4","2890","永豐金","48521295.00","217618752.00","88016347.00","398688696.00","167247985.00","--","50591537.00","110085509.00","87225.00","--","--","1191113031.00","--","788932.00","--","45766820.00","2422645.00","13378256.00","3698819.00","2212500.00","2274593.00","40161920.00","2382674862.00","70265085.00","205030.00","23184543.00","--","37796918.00","39765669.00","55718911.00","2409322.00","--","1835735239.00","62972832.00","7605593.00","18437.00","3627279.00","47672030.00","3129982.00","978239.00","28785901.00","2219871010.00","112710541.00","2228764.00","45906514.00","1958033.00","--","--","162803852.00","0.00","162803852.00","--","0.00","0.00","14.44"
