出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","110","3","1101","台泥","135301674.00","266078963.00","401380637.00","73505341.00","106954607.00","180459948.00","63242003.00","--","55390739.00","68643905.00","14830503.00","-392343.00","201714807.00","--","--","19205882.00","220920689.00","--","0.00","9060600.00","31.94"
"114/10/28","110","3","1102","亞泥","98148726.00","209139140.00","307287866.00","57032778.00","76015970.00","133048748.00","35441741.00","--","5972507.00","110746004.00","-457366.00","--","151702886.00","--","--","22536232.00","174239118.00","--","98116871.00","0.00","42.80"
"114/10/28","110","3","1103","嘉泥","11555462.00","29955386.00","41510848.00","2770032.00","11760713.00","14530745.00","7747805.00","--","1135781.00","11171219.00","7079035.00","-1077950.00","26055890.00","--","--","924213.00","26980103.00","--","0.00","128805320.00","40.34"
"114/10/28","110","3","1104","環泥","4824497.00","19449847.00","24274344.00","3787912.00","1491027.00","5278939.00","6536092.00","--","66349.00","11522853.00","722350.00","--","18847644.00","--","--","147761.00","18995405.00","--","0.00","0.00","28.84"
"114/10/28","110","3","1108","幸福","4937339.00","2926306.00","7863645.00","2549893.00","766549.00","3316442.00","4047380.00","--","18.00","505195.00","-5455.00","--","4547138.00","--","--","65.00","4547203.00","--","0.00","0.00","11.23"
"114/10/28","110","3","1109","信大","5968901.00","5007155.00","10976056.00","1507613.00","110043.00","1617656.00","3419579.00","--","22962.00","4269270.00","-229858.00","--","7481953.00","--","--","1876447.00","9358400.00","0.00","0.00","0.00","21.88"
"114/10/28","110","3","1110","東泥","1712942.00","8825327.00","10538269.00","1333053.00","577784.00","1910837.00","5720008.00","--","188373.00","2157226.00","486200.00","-12185.00","8539622.00","--","--","87810.00","8627432.00","--","0.00","2112865.00","14.98"
"114/10/28","110","3","1201","味全","6884473.00","12201045.00","19085518.00","6464625.00","5709270.00","12173895.00","5060629.00","--","36115.00","2121340.00","-314267.00","--","6903817.00","--","--","7806.00","6911623.00","0.00","0.00","0.00","13.64"
"114/10/28","110","3","1203","味王","4298505.00","5047159.00","9345664.00","1809296.00","1424309.00","3233605.00","2400000.00","--","208337.00","2593116.00","19802.00","-38464.00","5182791.00","--","--","929268.00","6112059.00","0.00","0.00","2293865.00","21.80"
"114/10/28","110","3","1210","大成","24761480.00","29237876.00","53999356.00","24417325.00","2391943.00","26809268.00","8521593.00","--","3298177.00","6564503.00","1470267.00","-219132.00","19635408.00","--","--","7554680.00","27190088.00","--","0.00","46723306.00","24.38"
"114/10/28","110","3","1213","大飲","233407.00","940074.00","1173481.00","525049.00","189659.00","714708.00","566226.00","--","21938.00","-129246.00","-145.00","--","458773.00","--","--","--","458773.00","0.00","0.00","0.00","8.10"
"114/10/28","110","3","1215","卜蜂","6647106.00","15728124.00","22375230.00","8280466.00","5788414.00","14068880.00","2679910.00","--","4670.00","4071921.00","1063539.00","--","7820040.00","--","--","486310.00","8306350.00","0.00","0.00","0.00","29.18"
"114/10/28","110","3","1216","統一","180694965.00","324075908.00","504770873.00","175669344.00","153771902.00","329441246.00","56820154.00","--","2952924.00","63185311.00","-10299083.00","--","112659306.00","--","--","62670321.00","175329627.00","0.00","0.00","0.00","19.83"
"114/10/28","110","3","1217","愛之味","2743135.00","11419971.00","14163106.00","3965934.00","2819412.00","6785346.00","4945134.00","--","268647.00","1090044.00","303071.00","--","6606896.00","--","--","770864.00","7377760.00","0.00","0.00","0.00","13.36"
"114/10/28","110","3","1218","泰山","3802926.00","6034913.00","9837839.00","2198110.00","834420.00","3032530.00","4999990.00","--","993134.00","1075214.00","-64279.00","-203876.00","6800183.00","--","--","5126.00","6805309.00","0.00","0.00","13680042.00","13.98"
"114/10/28","110","3","1219","福壽","4718224.00","4279425.00","8997649.00","2357184.00","2222559.00","4579743.00","3220139.00","--","14358.00","1124205.00","-8269.00","-6735.00","4343698.00","--","--","74208.00","4417906.00","--","0.00","364000.00","13.50"
"114/10/28","110","3","1220","台榮","1762142.00","1393282.00","3155424.00","380714.00","208856.00","589570.00","1770779.00","--","22836.00","548169.00","0.00","0.00","2341784.00","--","--","224070.00","2565854.00","--","0.00","0.00","13.22"
"114/10/28","110","3","1225","福懋油","4429614.00","3772446.00","8202060.00","3359851.00","1093959.00","4453810.00","2187030.00","--","121709.00","1112294.00","-103245.00","--","3317788.00","--","--","430462.00","3748250.00","--","0.00","0.00","15.17"
"114/10/28","110","3","1227","佳格","19773383.00","7403781.00","27177164.00","8488828.00","868349.00","9357177.00","9150897.00","--","144066.00","8466327.00","-330906.00","-21182.00","17409202.00","--","--","410785.00","17819987.00","0.00","0.00","6669471.00","19.16"
"114/10/28","110","3","1229","聯華","10527230.00","53227004.00","63754234.00","12121780.00","2195408.00","14317188.00","14096481.00","--","1167411.00","12882861.00","7375541.00","-184763.00","35337531.00","--","--","14099515.00","49437046.00","--","0.00","7589000.00","27.74"
"114/10/28","110","3","1231","聯華食","4158838.00","4963339.00","9122177.00","3370034.00","1434885.00","4804919.00","2017624.00","--","76610.00","2200298.00","4530.00","--","4299062.00","--","--","18196.00","4317258.00","--","0.00","0.00","21.31"
"114/10/28","110","3","1232","大統益","5196712.00","1155382.00","6352094.00","1546468.00","229207.00","1775675.00","1599749.00","--","23784.00","2869815.00","-6013.00","--","4487335.00","--","--","89084.00","4576419.00","0.00","0.00","0.00","28.05"
"114/10/28","110","3","1233","天仁","683351.00","1520489.00","2203840.00","516282.00","285011.00","801293.00","905919.00","--","27935.00","415672.00","51490.00","-1974.00","1399042.00","--","--","3505.00","1402547.00","0.00","0.00","43000.00","15.45"
"114/10/28","110","3","1234","黑松","7751522.00","15140710.00","22892232.00","2548125.00","2465364.00","5013489.00","4018711.00","--","186078.00","13623711.00","50243.00","0.00","17878743.00","--","--","0.00","17878743.00","--","0.00","0.00","44.49"
"114/10/28","110","3","1235","興泰","2648809.00","1738572.00","4387381.00","599217.00","440397.00","1039614.00","1043978.00","--","48404.00","892982.00","1372458.00","-10055.00","3347767.00","--","--","--","3347767.00","--","0.00","3408533.00","33.15"
"114/10/28","110","3","1236","宏亞","576555.00","2018793.00","2595348.00","438570.00","611357.00","1049927.00","1083425.00","--","33842.00","362597.00","65557.00","0.00","1545421.00","--","--","0.00","1545421.00","0.00","0.00","0.00","14.26"
"114/10/28","110","3","1256","鮮活果汁-KY","1689049.00","2297165.00","3986214.00","903297.00","165502.00","1068799.00","338422.00","--","425602.00","2268885.00","-143482.00","--","2889427.00","--","--","27988.00","2917415.00","--","0.00","0.00","85.38"
"114/10/28","110","3","1301","台塑","181952050.00","344609794.00","526561844.00","60247735.00","82021226.00","142268961.00","63657408.00","0.00","11772431.00","229460752.00","79402292.00","0.00","384292883.00","0.00","--","0.00","384292883.00","--","0.00","0.00","60.37"
"114/10/28","110","3","1303","南亞","248495091.00","402103592.00","650598683.00","112043262.00","127087486.00","239130748.00","79308216.00","--","26652356.00","257434991.00","34568419.00","--","397963982.00","--","--","13503953.00","411467935.00","0.00","0.00","0.00","50.18"
"114/10/28","110","3","1304","台聚","33727320.00","49290822.00","83018142.00","16921881.00","13483625.00","30405506.00","11887635.00","--","363807.00","12009323.00","197924.00","-475606.00","23983083.00","--","--","28629553.00","52612636.00","--","0.00","116465574.00","22.37"
