出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","110","3","1240","茂生農經","1156712.00","922939.00","2079651.00","730423.00","37037.00","767460.00","367602.00","--","145207.00","497300.00","186395.00","--","1196504.00","--","--","115687.00","1312191.00","--","0.00","0.00","32.55"
"114/10/28","110","3","1259","安心","1883799.00","3086601.00","4970400.00","1558165.00","1376823.00","2934988.00","323895.00","--","809816.00","739548.00","133359.00","0.00","2006618.00","--","--","28794.00","2035412.00","0.00","0.00","0.00","61.95"
"114/10/28","110","3","1264","德麥","2338635.00","1735263.00","4073898.00","843337.00","80951.00","924288.00","370644.00","--","673648.00","1555529.00","-73449.00","-2432.00","2523940.00","--","--","625670.00","3149610.00","0.00","0.00","12000.00","68.12"
"114/10/28","110","3","1268","漢來美食","1608234.00","2349485.00","3957719.00","1353232.00","1241993.00","2595225.00","377237.00","--","722815.00","351953.00","-23701.00","-65810.00","1362494.00","--","--","--","1362494.00","--","0.00","500000.00","36.60"
"114/10/28","110","3","1336","台翰","1190482.00","1108997.00","2299479.00","578620.00","206910.00","785530.00","770984.00","--","668899.00","206062.00","-131996.00","0.00","1513949.00","--","--","--","1513949.00","0.00","0.00","0.00","19.64"
"114/10/28","110","3","1565","精華","4098116.00","4125700.00","8223816.00","1850675.00","634104.00","2484779.00","504165.00","--","526000.00","4717639.00","-8767.00","--","5739037.00","--","--","--","5739037.00","0.00","0.00","0.00","113.83"
"114/10/28","110","3","1569","濱川","3839611.00","3260703.00","7100314.00","3485306.00","429110.00","3914416.00","1206871.00","--","1146324.00","1016856.00","-277748.00","--","3092303.00","--","--","93595.00","3185898.00","--","8694.00","0.00","25.62"
"114/10/28","110","3","1570","力肯","838945.00","214396.00","1053341.00","186704.00","28680.00","215384.00","515008.00","--","0.00","326584.00","-3635.00","0.00","837957.00","--","--","0.00","837957.00","0.00","0.00","0.00","16.27"
"114/10/28","110","3","1580","新麥","1862082.00","1607117.00","3469199.00","1185176.00","54103.00","1239279.00","502302.00","--","77765.00","1831407.00","-203055.00","--","2208419.00","--","--","21501.00","2229920.00","--","0.00","0.00","43.97"
"114/10/28","110","3","1584","精剛","1511597.00","1212500.00","2724097.00","670781.00","707570.00","1378351.00","1224705.00","--","109818.00","17531.00","-6308.00","--","1345746.00","--","--","0.00","1345746.00","--","0.00","0.00","10.99"
"114/10/28","110","3","1586","和勤","2141502.00","2169648.00","4311150.00","1327721.00","1385689.00","2713410.00","858419.00","--","553362.00","420165.00","-132409.00","-101797.00","1597740.00","--","--","--","1597740.00","0.00","0.00","2373000.00","19.52"
"114/10/28","110","3","1591","駿吉-KY","339074.00","313547.00","652621.00","226441.00","21709.00","248150.00","331648.00","--","22159.00","230142.00","-169717.00","-9761.00","404471.00","--","--","--","404471.00","0.00","0.00","500000.00","12.38"
"114/10/28","110","3","1593","祺驊","875566.00","803843.00","1679409.00","312175.00","297187.00","609362.00","352275.00","--","436141.00","337050.00","-62843.00","0.00","1062623.00","--","--","7424.00","1070047.00","0.00","0.00","0.00","30.16"
"114/10/28","110","3","1595","川寶","3328109.00","1180041.00","4508150.00","1902523.00","146701.00","2049224.00","471481.00","--","552126.00","1448891.00","-7667.00","-10480.00","2454351.00","--","--","4575.00","2458926.00","--","0.00","222000.00","52.30"
