出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","110","3","1409","新纖","121278943.00","61656150.00","182935093.00","119194073.00","19327970.00","138522043.00","16184093.00","--","1918867.00","12831830.00","3292065.00","-29834.00","34197021.00","--","10216029.00","44413050.00","--","0.00","4680487.00","21.19"
"114/10/28","110","3","1718","中纖","587702326.00","189718474.00","777420800.00","688902597.00","19458910.00","708361507.00","16862097.00","0.00","1663531.00","5234144.00","706665.00","-1136802.00","23329635.00","0.00","45729658.00","69059293.00","--","0.00","331289968.00","18.08"
"114/10/28","110","3","2207","和泰車","226461300.00","98019088.00","324480388.00","210578942.00","24649441.00","235228383.00","5461792.00","--","2808181.00","58647180.00","2701098.00","--","69618251.00","--","19633754.00","89252005.00","0.00","0.00","0.00","127.46"
"114/10/28","110","3","2905","三商","161850689.00","1250429905.00","1412280594.00","20770127.00","1345634003.00","1366404130.00","9131068.00","0.00","2225785.00","12402261.00","-4639380.00","-488279.00","18631455.00","0.00","27245009.00","45876464.00","0.00","3755792.00","48173000.00","21.54"
