出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","110","2","2855","統一證","143654629.00","8698035.00","152352664.00","121683901.00","132693.00","121816594.00","14558313.00","--","91261.00","14860012.00","946796.00","0.00","30456382.00","--","--","79688.00","30536070.00","0.00","0.00","0.00","21.76"
"114/10/28","110","2","6005","群益證","175379323.00","17584974.00","192964297.00","151614293.00","2297673.00","153911966.00","21709081.00","--","2743465.00","9868587.00","2072672.00","0.00","36393805.00","--","--","2658526.00","39052331.00","--","0.00","0.00","16.76"
"114/10/28","110","2","6024","群益期","44921975.00","587075.00","45509050.00","39363183.00","57432.00","39420615.00","2104376.00","--","1663621.00","2398307.00","-104253.00","--","6062051.00","--","--","26384.00","6088435.00","--","0.00","0.00","28.81"
