出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","110","4","1240","茂生農經","1195030.00","937159.00","2132189.00","694543.00","57231.00","751774.00","367602.00","--","145207.00","534201.00","221550.00","--","1268560.00","--","--","111855.00","1380415.00","--","0.00","0.00","34.51"
"114/10/28","110","4","1259","安心","1983652.00","3302950.00","5286602.00","1628994.00","1566318.00","3195312.00","323895.00","--","809816.00","803965.00","128483.00","0.00","2066159.00","--","--","25131.00","2091290.00","0.00","0.00","0.00","63.79"
"114/10/28","110","4","1264","德麥","2517015.00","1745485.00","4262500.00","818970.00","70451.00","889421.00","370644.00","--","673648.00","1735730.00","-70582.00","-2432.00","2707008.00","--","--","666071.00","3373079.00","0.00","0.00","12000.00","73.06"
"114/10/28","110","4","1268","漢來美食","2273137.00","2389483.00","4662620.00","1463602.00","1202463.00","2666065.00","427237.00","--","1176918.00","456392.00","1818.00","-65810.00","1996555.00","--","--","--","1996555.00","--","0.00","500000.00","47.29"
"114/10/28","110","4","1294","漢田生技","135174.00","240474.00","375648.00","67348.00","130387.00","197735.00","113459.00","--","12314.00","48845.00","--","--","174618.00","--","--","3295.00","177913.00","--","0.00","0.00","15.39"
"114/10/28","110","4","1336","台翰","1165624.00","1100986.00","2266610.00","512580.00","204966.00","717546.00","770984.00","--","668899.00","244711.00","-135530.00","0.00","1549064.00","--","--","--","1549064.00","0.00","0.00","0.00","20.09"
"114/10/28","110","4","1565","精華","4498204.00","4101800.00","8600004.00","2060527.00","568270.00","2628797.00","504165.00","--","526000.00","4950416.00","-9374.00","--","5971207.00","--","--","--","5971207.00","0.00","0.00","0.00","118.44"
"114/10/28","110","4","1569","濱川","4081863.00","3231436.00","7313299.00","3475352.00","484947.00","3960299.00","1206871.00","--","1146324.00","1151053.00","-254589.00","--","3249659.00","--","--","103341.00","3353000.00","--","0.00","0.00","26.93"
"114/10/28","110","4","1570","力肯","850787.00","210908.00","1061695.00","167848.00","27626.00","195474.00","515008.00","--","--","354135.00","-2922.00","--","866221.00","--","--","0.00","866221.00","0.00","0.00","0.00","16.82"
"114/10/28","110","4","1580","新麥","2095792.00","1622071.00","3717863.00","1196797.00","96164.00","1292961.00","502302.00","--","77765.00","2014058.00","-191235.00","--","2402890.00","--","--","22012.00","2424902.00","0.00","0.00","0.00","47.84"
