出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","110","3","2880","華南金","33817530.00","256162419.00","132989768.00","302678480.00","587907964.00","--","1596140.00","60947363.00","347881.00","--","--","1940098480.00","5852263.00","354626.00","--","20649701.00","11799156.00","31747319.00","1985179.00","898206.00","3402369.00","3724037.00","3396958881.00","139625499.00","29452510.00","2404433.00","--","38414625.00","16579726.00","58291613.00","1948389.00","--","2743039371.00","68790781.00","1634340.00","--","23167920.00","61218319.00","1961041.00","6096694.00","6559797.00","3199185058.00","131941450.00","17758986.00","41660298.00","6411032.00","--","--","197771766.00","2057.00","197773823.00","--","0.00","0.00","14.99"
"114/10/28","110","3","2881","富邦金","267787048.00","315145183.00","1487186801.00","922872407.00","3142435205.00","3256476.00","149366529.00","291268696.00","1531182.00","--","--","2489277159.00","30886209.00","35302549.00","--","521544593.00","301465621.00","63538817.00","10938489.00","33268392.00","30791708.00","56312677.00","10154175741.00","175583006.00","11730920.00","41936494.00","12602099.00","191097910.00","64236822.00","173540916.00","17253492.00","--","3220191625.00","266360006.00","2903772.00","--","4425185778.00","574245988.00","21495827.00","23810304.00","56200701.00","9278375660.00","127527367.00","129486709.00","464503252.00","123045086.00","-722690.00","--","843839724.00","31960357.00","875800081.00","--","38765329.00","24256100.00","67.30"
"114/10/28","110","3","2882","國泰金","476817293.00","198499396.00","1795781455.00","1662374427.00","3240849350.00","244235.00","76195818.00","189383985.00","4328319.00","--","--","2277243022.00","11910262.00","32795562.00","--","713235519.00","429598353.00","99276642.00","4221277.00","52106253.00","64875910.00","54113144.00","11383850222.00","82603839.00","1076000.00","84999867.00","42836.00","23767050.00","62669737.00","107446145.00","7711939.00","--","2816351413.00","141800000.00","1288320.00","--","6349029048.00","737975535.00","14663920.00","52441937.00","29949431.00","10513817017.00","147025102.00","177247370.00","458326566.00","76166735.00","--","--","858765773.00","11267432.00","870033205.00","--","0.00","0.00","58.41"
"114/10/28","110","3","2883","凱基金","152297636.00","29799539.00","517918495.00","549966967.00","1212230256.00","297345.00","28156329.00","137172345.00","216515.00","--","--","399077104.00","847556.00","16070679.00","--","147037769.00","29968332.00","34659343.00","13721524.00","18811438.00","14707196.00","89385985.00","3392342353.00","31388232.00","115190.00","73061811.00","192759.00","106959002.00","15449788.00","112658977.00","3733384.00","--","451243338.00","77601445.00","22109066.00","--","1965664606.00","161956755.00","4259633.00","8798474.00","52170531.00","3087362991.00","150051005.00","11975553.00","58243807.00","1951929.00","0.00","--","222222294.00","82757068.00","304979362.00","--","0.00","0.00","14.81"
"114/10/28","110","3","2884","玉山金","59477489.00","129832966.00","589529012.00","321510613.00","44887443.00","--","798432.00","120434631.00","25132.00","--","--","1723385471.00","--","--","--","5835750.00","1763880.00","33315706.00","6954767.00","6172633.00","2138260.00","6275286.00","3052337471.00","76074003.00","12107230.00","57542036.00","--","11440173.00","5726039.00","38392627.00","1687011.00","--","2551745622.00","39770000.00","1153829.00","--","1017674.00","56173853.00","3948599.00","1339464.00","4558462.00","2862676622.00","133546000.00","25662214.00","31184674.00","-878373.00","--","--","189514515.00","146334.00","189660849.00","--","0.00","0.00","14.19"
"114/10/28","110","3","2885","元大金","73297712.00","66927976.00","562215525.00","332644103.00","492954514.00","--","55147506.00","266081221.00","336381.00","141607.00","--","846336843.00","1050167.00","2816605.00","3156660.00","116483900.00","10805127.00","24227462.00","12650031.00","31286906.00","6740692.00","76733888.00","2982034826.00","29113607.00","806310.00","148108666.00","--","194900321.00","49621316.00","218453970.00","8280883.00","--","1381713272.00","87790535.00","56140173.00","--","329181820.00","128159473.00","5890437.00","4106999.00","57399977.00","2699667759.00","121374360.00","37885949.00","95507952.00","7186287.00","--","--","261954548.00","20412519.00","282367067.00","0.00","0.00","0.00","21.58"
"114/10/28","110","3","2886","兆豐金","145407994.00","520978285.00","221185459.00","533923204.00","603531087.00","--","1489074.00","98449287.00","334206.00","15813.00","--","2024232093.00","5362837.00","5405874.00","--","6235456.00","1363857.00","21620739.00","1864608.00","957791.00","5703628.00","6152724.00","4204214016.00","510485282.00","43796882.00","18965188.00","--","234323640.00","28792809.00","98679779.00","11234873.00","--","2865325903.00","6000000.00","520000.00","--","30398725.00","15498462.00","1922708.00","2948246.00","11866529.00","3880759026.00","135998240.00","68194233.00","106515050.00","12747467.00","0.00","0.00","323454990.00","0.00","323454990.00","--","0.00","0.00","23.78"
"114/10/28","110","3","2887","台新新光金","36291205.00","69078394.00","136187880.00","169362515.00","451709647.00","--","9026475.00","176001150.00","289877.00","--","--","1339633066.00","431226.00","83720.00","--","31957240.00","2858743.00","22490949.00","2695310.00","3240539.00","3114461.00","12617208.00","2467069605.00","47337652.00","4716970.00","29672485.00","--","76274972.00","20045868.00","43397897.00","2044509.00","--","1671791775.00","70100000.00","12698391.00","--","189991772.00","92984324.00","2769865.00","1328263.00","7076112.00","2272230855.00","122093832.00","35921647.00","36396702.00","389440.00","--","--","194801621.00","37129.00","194838750.00","--","0.00","0.00","15.96"
"114/10/28","110","3","2889","國票金","2255561.00","27.00","152351429.00","116290294.00","--","--","77162.00","35285202.00","104.00","--","--","--","--","6517773.00","--","12443253.00","44801.00","7448152.00","130599.00","231414.00","95519.00","4130230.00","337301520.00","--","28055960.00","2150034.00","--","210360508.00","19569014.00","18854477.00","733032.00","--","--","--","--","--","1770020.00","7593826.00","130688.00","288609.00","4281828.00","293787996.00","29975086.00","156037.00","5754059.00","2703375.00","-106346.00","--","38482211.00","5031313.00","43513524.00","0.00","0.00","10000000.00","13.33"
"114/10/28","110","3","2890","永豐金","30935074.00","135859322.00","98984246.00","358890705.00","161539455.00","--","54348495.00","105776159.00","338045.00","--","--","1228703529.00","--","693652.00","--","45918886.00","2427516.00","13242387.00","3721344.00","2217441.00","2213049.00","22667618.00","2268476923.00","74713447.00","176190.00","16506015.00","--","43608455.00","38136610.00","55159203.00","2076088.00","--","1744860173.00","52995174.00","10029598.00","18437.00","3735905.00","48083131.00","3142840.00","1039778.00","14549621.00","2108830665.00","112710541.00","2228764.00","42321036.00","2385917.00","--","--","159646258.00","0.00","159646258.00","--","0.00","0.00","14.16"
