出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/10/28","110","1","2801","彰銀","27123386.00","222464106.00","59372937.00","146741221.00","363688272.00","202941.00","--","23572043.00","520888.00","--","--","1499268577.00","--","--","21654348.00","20871146.00","1653639.00","13857172.00","636009.00","3739489.00","1897047.00","2407263221.00","105031910.00","16966890.00","3011478.00","--","1554675.00","27279544.00","1003486.00","--","2003174798.00","60224275.00","--","--","1483022.00","5123360.00","1480861.00","8835162.00","4676892.00","2239846353.00","103847236.00","--","--","59291742.00","4277890.00","0.00","167416868.00","--","--","--","167416868.00","--","0.00","0.00","16.12"
"114/10/28","110","1","2812","台中銀","10339924.00","36047138.00","33050393.00","43422707.00","110488113.00","--","13924003.00","15290437.00","3426.00","--","--","467164584.00","168245.00","418899.00","0.00","12415292.00","1013823.00","17991.00","215902.00","884822.00","2470304.00","747336003.00","7238615.00","9681398.00","716971.00","--","6095540.00","7256869.00","412170.00","--","639883008.00","11500000.00","--","--","2238046.00","1464292.00","1044568.00","111021.00","950679.00","688593177.00","41516943.00","--","803606.00","14843146.00","1579131.00","0.00","58742826.00","0.00","--","0.00","58742826.00","0.00","0.00","0.00","14.15"
"114/10/28","110","1","2820","華票","271722.00","0.00","104551612.00","100942849.00","--","--","5984029.00","702032.00","268510.00","--","--","--","--","--","55876.00","151489.00","2354.00","--","--","73883.00","575672.00","213580028.00","4499745.00","--","56214.00","--","176316535.00","406102.00","250674.00","--","--","--","--","--","4499360.00","1434206.00","2383.00","63978.00","370722.00","187899919.00","13429600.00","--","10256.00","11092599.00","1147654.00","--","--","--","--","--","25680109.00","0.00","0.00","0.00","19.12"
"114/10/28","110","1","2834","臺企銀","30163017.00","119675834.00","16108474.00","132195292.00","227793397.00","--","2498838.00","17599955.00","353331.00","--","--","1216612085.00","--","--","13416.00","14470310.00","1064117.00","--","465063.00","1865673.00","5066686.00","1785945488.00","107917606.00","35463090.00","8694208.00","--","4101987.00","21633272.00","182753.00","--","1442786095.00","52250000.00","--","--","5367107.00","3318086.00","1044499.00","898593.00","2151396.00","1685808692.00","74885834.00","--","815900.00","20347615.00","4087447.00","0.00","100136796.00","0.00","--","0.00","100136796.00","0.00","0.00","0.00","13.37"
"114/10/28","110","1","2836","高雄銀","2911109.00","9843301.00","872504.00","27344204.00","46154994.00","--","5585560.00","1282474.00","0.00","--","--","175278282.00","--","--","190250.00","3139221.00","351845.00","--","123713.00","175480.00","229686.00","273482623.00","10033357.00","1778560.00","27712.00","--","6812278.00","3303178.00","59615.00","--","228990977.00","4300000.00","--","--","0.00","386728.00","348894.00","--","238960.00","256280259.00","11695577.00","--","1746066.00","3488570.00","272151.00","--","--","--","--","--","17202364.00","0.00","0.00","0.00","14.71"
"114/10/28","110","1","2838","聯邦銀","7914677.00","25798935.00","58380907.00","65609059.00","90151650.00","--","42197940.00","25324592.00","87840.00","--","--","440544052.00","1532566.00","--","4266510.00","7866820.00","1716810.00","5100449.00","2192046.00","828791.00","9739407.00","789253051.00","15159088.00","4570140.00","221968.00","--","63466157.00","5184160.00","237044.00","--","612297085.00","10200000.00","1362143.00","524000.00","8093854.00","344945.00","1701478.00","1660906.00","3390540.00","728413508.00","32933688.00","--","8040035.00","14393094.00","5471108.00","--","60837925.00","--","--","1618.00","60839543.00","--","0.00","0.00","18.47"
"114/10/28","110","1","2845","遠東銀","7953001.00","27551312.00","30719766.00","172956759.00","1079378.00","--","4576603.00","21231801.00","--","--","--","399378692.00","1927485.00","--","6424495.00","2984193.00","1058893.00","--","1642265.00","183030.00","313318.00","679980991.00","621953.00","24140.00","4091990.00","--","3402084.00","6112255.00","245488.00","--","568807056.00","22601900.00","--","--","21929436.00","1009678.00","1065412.00","--","622494.00","630533886.00","34481044.00","--","456426.00","13611303.00","898332.00","--","49447105.00","--","--","--","49447105.00","--","0.00","0.00","14.34"
"114/10/28","110","1","2849","安泰銀","2085488.00","12194546.00","16969718.00","41761737.00","34042745.00","--","1728605.00","4174023.00","0.00","--","--","202211437.00","--","--","36327.00","669950.00","546749.00","--","194967.00","443100.00","1257668.00","318317060.00","6088590.00","30700.00","510140.00","--","2416141.00","2084596.00","149020.00","--","269307481.00","--","--","0.00","1652142.00","471088.00","558836.00","23519.00","80991.00","283373244.00","19579101.00","--","404990.00","14478024.00","481701.00","0.00","--","--","--","--","34943816.00","0.00","0.00","0.00","17.85"
"114/10/28","110","1","2897","王道銀行","8702657.00","19777779.00","150247912.00","176817433.00","--","--","5984029.00","15419104.00","347218.00","--","--","177431625.00","785323.00","--","910524.00","2634581.00","391304.00","--","2139728.00","872075.00","1452187.00","563913479.00","24164498.00","--","440044.00","--","178306779.00","3560001.00","296737.00","--","263057413.00","15100000.00","--","--","18388194.00","2135747.00","408683.00","719507.00","2377538.00","508955141.00","30330063.00","--","6749.00","5739129.00","52650.00","-38304.00","36090287.00","--","--","18868051.00","54958338.00","--","5737000.00","0.00","11.92"
"114/10/28","110","1","5876","上海商銀","85535518.00","182430013.00","14219249.00","514247550.00","141292379.00","--","178726.00","15827742.00","87345.00","0.00","--","1125730937.00","2053082.00","--","1308480.00","20690084.00","2008951.00","6004203.00","1711302.00","877962.00","4537514.00","2118741037.00","48000356.00","7447550.00","5312526.00","--","32846295.00","30771697.00","1163884.00","--","1678038344.00","80848686.00","--","--","4431403.00","2675716.00","2070071.00","9805999.00","3599326.00","1907011853.00","44816031.00","--","16550661.00","92702717.00","5622090.00","-83144.00","159608355.00","--","--","52120829.00","211729184.00","--","11397439.00","0.00","35.70"
