出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","113","1","1101","台泥","25544599.00","21657138.00","--","--","3887461.00","--","--","3887461.00","2687318.00","--","1200143.00","2150817.00","3350960.00","1111614.00","2239346.00","--","--","2239346.00","6418768.00","--","8658114.00","1955674.00","--","283672.00","8063020.00","--","595094.00","0.26"
"114/10/29","113","1","1102","亞泥","16499750.00","14742676.00","--","--","1757074.00","--","--","1757074.00","733461.00","--","1023613.00","2607650.00","3631263.00","815606.00","2815657.00","--","--","2815657.00","6970931.00","--","9786588.00","2948055.00","--","-132398.00","9016468.00","--","770120.00","0.89"
"114/10/29","113","1","1103","嘉泥","699142.00","594879.00","--","--","104263.00","--","--","104263.00","123866.00","--","-19603.00","-10240.00","-29843.00","13717.00","-43560.00","--","--","-43560.00","-810331.00","--","-853891.00","-38698.00","--","-4862.00","-820373.00","--","-33518.00","-0.06"
"114/10/29","113","1","1104","環泥","1908572.00","1525149.00","--","--","383423.00","--","--","383423.00","137246.00","--","246177.00","104909.00","351086.00","96504.00","254582.00","--","--","254582.00","643328.00","--","897910.00","248142.00","--","6440.00","891381.00","--","6529.00","0.37"
"114/10/29","113","1","1108","幸福","1192968.00","967758.00","--","--","225210.00","--","--","225210.00","64373.00","711.00","161548.00","-8274.00","153274.00","31162.00","122112.00","--","--","122112.00","-7276.00","--","114836.00","122112.00","--","--","114836.00","--","--","0.30"
"114/10/29","113","1","1109","信大","1097070.00","887220.00","--","--","209850.00","--","--","209850.00","86654.00","--","123196.00","15710.00","138906.00","32777.00","106129.00","--","--","106129.00","86659.00","--","192788.00","119059.00","--","-12930.00","176705.00","--","16083.00","0.35"
"114/10/29","113","1","1110","東泥","576896.00","478917.00","--","--","97979.00","--","--","97979.00","28602.00","--","69377.00","-15137.00","54240.00","9006.00","45234.00","--","--","45234.00","79912.00","--","125146.00","28580.00","--","16654.00","108489.00","--","16657.00","0.05"
"114/10/29","113","1","1201","味全","5334450.00","3850093.00","--","--","1484357.00","--","--","1484357.00","1326365.00","--","157992.00","24836.00","182828.00","51269.00","131559.00","--","--","131559.00","118482.00","--","250041.00","131329.00","--","230.00","249811.00","--","230.00","0.26"
"114/10/29","113","1","1203","味王","1557822.00","1026121.00","--","--","531701.00","0.00","0.00","531701.00","239115.00","--","292586.00","37051.00","329637.00","88087.00","241550.00","--","--","241550.00","-37421.00","--","204129.00","152334.00","--","89216.00","140008.00","--","64121.00","0.64"
"114/10/29","113","1","1210","大成","25249608.00","21653587.00","--","--","3596021.00","--","--","3596021.00","2339525.00","--","1256496.00","105341.00","1361837.00","240094.00","1121743.00","--","--","1121743.00","646709.00","--","1768452.00","845999.00","--","275744.00","1278507.00","--","489945.00","1.00"
"114/10/29","113","1","1213","大飲","33348.00","50113.00","--","--","-16765.00","--","--","-16765.00","9002.00","--","-25767.00","2192.00","-23575.00","972.00","-24547.00","--","--","-24547.00","12.00","--","-24535.00","-24547.00","--","--","-24535.00","--","--","-0.43"
"114/10/29","113","1","1215","卜蜂","6912107.00","5822404.00","--","--","1089703.00","--","--","1089703.00","563701.00","-11880.00","514122.00","-50429.00","463693.00","93658.00","370035.00","--","--","370035.00","-165564.00","--","204471.00","369093.00","--","942.00","203529.00","--","942.00","1.25"
"114/10/29","113","1","1216","統一","158756079.00","107038579.00","--","--","51717500.00","--","--","51717500.00","43033510.00","--","8683990.00","2176038.00","10860028.00","2537025.00","8323003.00","--","--","8323003.00","4266932.00","--","12589935.00","5533901.00","--","2789102.00","9105611.00","--","3484324.00","0.97"
"114/10/29","113","1","1217","愛之味","1159178.00","827320.00","--","--","331858.00","--","--","331858.00","284857.00","--","47001.00","53591.00","100592.00","16763.00","83829.00","--","--","83829.00","280273.00","--","364102.00","79098.00","--","4731.00","351866.00","--","12236.00","0.16"
"114/10/29","113","1","1218","泰山","2755715.00","2360581.00","--","--","395134.00","357.00","278.00","395055.00","284879.00","--","110176.00","70684.00","180860.00","25286.00","155574.00","--","--","155574.00","4898.00","--","160472.00","155451.00","--","123.00","160371.00","--","101.00","0.32"
"114/10/29","113","1","1219","福壽","3564395.00","3233959.00","--","-961.00","329475.00","-160.00","1100.00","330735.00","291402.00","--","39333.00","6831.00","46164.00","13269.00","32895.00","--","--","32895.00","2420.00","--","35315.00","48681.00","--","-15786.00","50698.00","--","-15383.00","0.15"
"114/10/29","113","1","1220","台榮","762305.00","620691.00","--","--","141614.00","--","--","141614.00","74330.00","--","67284.00","5404.00","72688.00","14565.00","58123.00","--","--","58123.00","--","--","58123.00","51520.00","--","6603.00","51520.00","--","6603.00","0.29"
"114/10/29","113","1","1225","福懋油","3343898.00","3120130.00","14833.00","--","238601.00","569.00","--","238032.00","150882.00","0.00","87150.00","9773.00","96923.00","16052.00","80871.00","--","--","80871.00","5803.00","--","86674.00","71315.00","--","9556.00","77118.00","--","9556.00","0.31"
"114/10/29","113","1","1227","佳格","6795849.00","5141782.00","--","--","1654067.00","--","--","1654067.00","1182266.00","--","471801.00","157513.00","629314.00","129618.00","499696.00","--","--","499696.00","243825.00","--","743521.00","476897.00","--","22799.00","719208.00","--","24313.00","0.52"
"114/10/29","113","1","1229","聯華","3050500.00","2500227.00","--","--","550273.00","--","--","550273.00","325238.00","--","225035.00","1010617.00","1235652.00","30989.00","1204663.00","--","--","1204663.00","5370610.00","--","6575273.00","1099135.00","--","105528.00","4517369.00","--","2057904.00","0.70"
"114/10/29","113","1","1231","聯華食","2905460.00","2293645.00","--","--","611815.00","--","--","611815.00","374616.00","--","237199.00","110351.00","347550.00","57721.00","289829.00","--","--","289829.00","4684.00","--","294513.00","289867.00","--","-38.00","294213.00","--","300.00","1.18"
"114/10/29","113","1","1232","大統益","5626346.00","5036394.00","--","--","589952.00","--","--","589952.00","260370.00","--","329582.00","39087.00","368669.00","73745.00","294924.00","--","--","294924.00","797.00","--","295721.00","281882.00","--","13042.00","282679.00","--","13042.00","1.76"
"114/10/29","113","1","1233","天仁","572238.00","236057.00","0.00","0.00","336181.00","0.00","0.00","336181.00","301222.00","--","34959.00","6402.00","41361.00","8151.00","33210.00","0.00","--","33210.00","-60279.00","--","-27069.00","33079.00","--","131.00","-27247.00","--","178.00","0.37"
"114/10/29","113","1","1234","黑松","2639399.00","2018342.00","--","--","621057.00","--","--","621057.00","515930.00","--","105127.00","131985.00","237112.00","61836.00","175276.00","--","--","175276.00","3924.00","--","179200.00","175276.00","--","--","179200.00","--","--","0.44"
"114/10/29","113","1","1235","興泰","17224.00","11005.00","--","--","6219.00","--","--","6219.00","9693.00","--","-3474.00","45544.00","42070.00","1988.00","40082.00","--","--","40082.00","669490.00","--","709572.00","35862.00","--","4220.00","573194.00","--","136378.00","0.41"
"114/10/29","113","1","1236","宏亞","573602.00","419200.00","--","--","154402.00","--","--","154402.00","147927.00","--","6475.00","3585.00","10060.00","2092.00","7968.00","--","--","7968.00","-64969.00","--","-57001.00","7968.00","--","--","-57001.00","--","--","0.09"
"114/10/29","113","1","1256","鮮活果汁-KY","869956.00","658144.00","--","--","211812.00","--","--","211812.00","155312.00","--","56500.00","17489.00","73989.00","21357.00","52632.00","--","--","52632.00","80633.00","--","133265.00","45342.00","--","7290.00","116608.00","--","16657.00","1.34"
"114/10/29","113","1","1301","台塑","48108493.00","46275258.00","--","--","1833235.00","--","--","1833235.00","3278377.00","--","-1445142.00","1805923.00","360781.00","139925.00","220856.00","--","--","220856.00","-3826201.00","--","-3605345.00","220856.00","--","--","-3605345.00","--","--","0.03"
"114/10/29","113","1","1303","南亞","58629908.00","55299779.00","--","--","3330129.00","-3264.00","--","3333393.00","4259637.00","--","-926244.00","2152164.00","1225920.00","61365.00","1164555.00","--","--","1164555.00","7522774.00","--","8687329.00","1241806.00","--","-77251.00","8531567.00","--","155762.00","0.16"
"114/10/29","113","1","1304","台聚","12024428.00","11501950.00","--","--","522478.00","--","--","522478.00","960811.00","--","-438333.00","-701711.00","-1140044.00","-163477.00","-976567.00","--","--","-976567.00","834892.00","--","-141675.00","-393900.00","--","-582667.00","-122112.00","--","-19563.00","-0.37"
"114/10/29","113","1","1305","華夏","2904775.00","2732195.00","--","--","172580.00","--","--","172580.00","272644.00","--","-100064.00","39980.00","-60084.00","-17808.00","-42276.00","--","--","-42276.00","5397.00","--","-36879.00","-31667.00","--","-10609.00","-26200.00","--","-10679.00","-0.05"
"114/10/29","113","1","1307","三芳","2604110.00","1833965.00","--","--","770145.00","--","--","770145.00","435153.00","--","334992.00","202003.00","536995.00","123030.00","413965.00","--","--","413965.00","290445.00","--","704410.00","413965.00","--","--","704410.00","--","--","1.04"
"114/10/29","113","1","1308","亞聚","1561353.00","1553721.00","--","--","7632.00","--","--","7632.00","61444.00","--","-53812.00","-178209.00","-232021.00","-44313.00","-187708.00","--","--","-187708.00","-205860.00","--","-393568.00","-187708.00","--","--","-393568.00","--","--","-0.32"
"114/10/29","113","1","1309","台達化","3790749.00","3758525.00","--","--","32224.00","--","--","32224.00","221459.00","--","-189235.00","62393.00","-126842.00","-25289.00","-101553.00","--","--","-101553.00","30605.00","--","-70948.00","-101553.00","--","--","-70948.00","--","--","-0.26"
"114/10/29","113","1","1310","台苯","2226204.00","2246801.00","--","--","-20597.00","--","--","-20597.00","57536.00","--","-78133.00","35384.00","-42749.00","-8852.00","-33897.00","--","--","-33897.00","78189.00","--","44292.00","-32865.00","--","-1032.00","38281.00","--","6011.00","-0.06"
