出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","113","2","2801","彰銀","11063307.00","9690840.00","1538962.00","9785753.00","9429432.00","1985435.00","7443997.00","--","--","7443997.00","4194090.00","--","11638087.00","7443997.00","--","--","11638087.00","--","--","0.66"
"114/10/29","113","2","2812","台中銀","5925614.00","3639215.00","483180.00","3992926.00","5088723.00","792562.00","4296161.00","--","--","4296161.00","-370077.00","--","3926084.00","4296161.00","--","--","3926084.00","--","--","0.78"
"114/10/29","113","2","2820","華票","156440.00","942976.00","-699.00","270937.00","829178.00","151847.00","677331.00","--","--","677331.00","-226788.00","--","450543.00","--","--","--","--","--","--","0.50"
"114/10/29","113","2","2834","臺企銀","9246773.00","7741612.00","1215289.00","7895031.00","7878065.00","1633986.00","6244079.00","--","--","6244079.00","912626.00","--","7156705.00","6244079.00","0.00","0.00","7156705.00","0.00","0.00","0.76"
"114/10/29","113","2","2836","高雄銀","1341805.00","772350.00","-7171.00","1474635.00","646691.00","181281.00","465410.00","--","--","465410.00","243884.00","--","709294.00","--","--","--","--","--","--","0.27"
"114/10/29","113","2","2838","聯邦銀","3915900.00","6293067.00","394285.00","6609293.00","3205389.00","419532.00","2785857.00","--","--","2785857.00","2490731.00","--","5276588.00","2776203.00","--","9654.00","5266933.00","--","9655.00","0.56"
"114/10/29","113","2","2845","遠東銀","2965127.00","3578304.00","-103768.00","3902392.00","2744807.00","334348.00","2410459.00","--","--","2410459.00","327385.00","--","2737844.00","2410459.00","--","--","2737844.00","--","--","0.59"
"114/10/29","113","2","2849","安泰銀","1608196.00","1141510.00","365805.00","1683188.00","700713.00","45016.00","655697.00","0.00","--","655697.00","-92026.00","--","563671.00","--","--","--","--","--","--","0.33"
"114/10/29","113","2","2897","王道銀行","919919.00","4611495.00","317802.00","2545045.00","2668567.00","534094.00","2134473.00","--","--","2134473.00","147204.00","--","2281677.00","1634702.00","--","499771.00","1912572.00","--","369105.00","0.55"
"114/10/29","113","2","5876","上海商銀","18467449.00","6690129.00","7861346.00","9505581.00","7790651.00","1759395.00","6031256.00","--","--","6031256.00","11707054.00","--","17738310.00","5802861.00","--","228395.00","12662331.00","--","5075979.00","1.20"
