出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","108","2","1101","台泥","56723486.00","40912170.00","--","--","15811316.00","--","--","15811316.00","3033883.00","--","12777433.00","2161014.00","14938447.00","3077661.00","11860786.00","--","--","11860786.00","8452594.00","--","20313380.00","11181977.00","--","678809.00","19541962.00","--","771418.00","2.19"
"114/10/29","108","2","1102","亞泥","43805590.00","31070878.00","--","--","12734712.00","--","0.00","12734712.00","1866120.00","--","10868592.00","3798227.00","14666819.00","3231878.00","11434941.00","--","--","11434941.00","3399948.00","--","14834889.00","9119017.00","--","2315924.00","12398491.00","--","2436398.00","2.91"
"114/10/29","108","2","1103","嘉泥","890409.00","771777.00","--","--","118632.00","--","--","118632.00","233328.00","--","-114696.00","419676.00","304980.00","120304.00","184676.00","603655.00","--","788331.00","3019080.00","--","3807411.00","728351.00","--","59980.00","3632658.00","--","174753.00","1.13"
"114/10/29","108","2","1104","環泥","2381467.00","2150489.00","--","--","230978.00","--","--","230978.00","201673.00","--","29305.00","447907.00","477212.00","17900.00","459312.00","--","--","459312.00","261804.00","--","721116.00","456928.00","--","2384.00","718732.00","--","2384.00","0.70"
"114/10/29","108","2","1108","幸福","1735453.00","1638679.00","--","--","96774.00","--","--","96774.00","112653.00","4120.00","-11759.00","-11903.00","-23662.00","-8061.00","-15601.00","0.00","--","-15601.00","35284.00","--","19683.00","-15601.00","--","0.00","19683.00","--","0.00","-0.04"
"114/10/29","108","2","1109","信大","3572170.00","2418983.00","--","--","1153187.00","--","--","1153187.00","223020.00","--","930167.00","-6670.00","923497.00","342366.00","581131.00","--","--","581131.00","42848.00","--","623979.00","355818.00","--","225313.00","384370.00","--","239609.00","1.04"
"114/10/29","108","2","1110","東泥","781597.00","747413.00","--","--","34184.00","--","--","34184.00","40675.00","--","-6491.00","38314.00","31823.00","6787.00","25036.00","--","--","25036.00","92061.00","--","117097.00","24861.00","--","175.00","116898.00","--","199.00","0.04"
"114/10/29","108","2","1201","味全","9773386.00","6817356.00","--","--","2956030.00","--","--","2956030.00","2791142.00","--","164888.00","1213506.00","1378394.00","210599.00","1167795.00","--","--","1167795.00","40294.00","--","1208089.00","1167361.00","--","434.00","1207603.00","--","486.00","2.31"
"114/10/29","108","2","1203","味王","3052938.00","2086767.00","--","--","966171.00","0.00","0.00","966171.00","517601.00","--","448570.00","23394.00","471964.00","112056.00","359908.00","0.00","--","359908.00","148833.00","--","508741.00","243209.00","--","116699.00","324178.00","--","184563.00","1.02"
"114/10/29","108","2","1210","大成","37169736.00","31691578.00","--","--","5478158.00","--","--","5478158.00","3967909.00","--","1510249.00","99790.00","1610039.00","396549.00","1213490.00","--","--","1213490.00","640777.00","--","1854267.00","1052034.00","--","161456.00","1680884.00","--","173383.00","1.42"
