出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","108","2","1240","茂生農經","857797.00","719895.00","1401.00","6314.00","145617.00","--","--","145617.00","78666.00","--","66951.00","23458.00","90409.00","15899.00","74510.00","--","--","74510.00","-18139.00","--","56371.00","--","--","--","--","--","--","2.19"
"114/10/29","108","2","1259","安心","2679419.00","1991939.00","--","--","687480.00","--","--","687480.00","602597.00","--","84883.00","1729.00","86612.00","21477.00","65135.00","--","--","65135.00","227.00","--","65362.00","72579.00","--","-7444.00","72701.00","--","-7339.00","2.25"
"114/10/29","108","2","1264","德麥","1953591.00","1228306.00","--","--","725285.00","--","--","725285.00","385474.00","--","339811.00","14945.00","354756.00","77404.00","277352.00","--","--","277352.00","11356.00","--","288708.00","231547.00","--","45805.00","238019.00","--","50689.00","6.87"
"114/10/29","108","2","1268","漢來美食","1897621.00","1046024.00","--","--","851597.00","--","--","851597.00","644082.00","--","207515.00","15162.00","222677.00","43692.00","178985.00","-22376.00","--","156609.00","7727.00","--","164336.00","156609.00","--","--","164336.00","--","--","4.24"
"114/10/29","108","2","1336","台翰","1138467.00","987921.00","--","--","150546.00","--","--","150546.00","115575.00","--","34971.00","18084.00","53055.00","24664.00","28391.00","--","--","28391.00","12855.00","--","41246.00","28391.00","--","--","41246.00","--","--","0.34"
"114/10/29","108","2","1565","精華","3195790.00","2102780.00","--","--","1093010.00","--","--","1093010.00","244087.00","--","848923.00","41054.00","889977.00","190829.00","699148.00","--","--","699148.00","1147.00","--","700295.00","699148.00","--","--","700295.00","--","--","13.87"
"114/10/29","108","2","1569","濱川","1980107.00","1625592.00","--","--","354515.00","--","--","354515.00","283111.00","--","71404.00","-27993.00","43411.00","15284.00","28127.00","--","--","28127.00","28868.00","--","56995.00","26911.00","--","1216.00","54643.00","--","2352.00","0.24"
"114/10/29","108","2","1570","力肯","291003.00","218904.00","--","--","72099.00","--","--","72099.00","35639.00","--","36460.00","4576.00","41036.00","10216.00","30820.00","--","--","30820.00","209.00","--","31029.00","30820.00","--","0.00","31029.00","--","0.00","0.60"
"114/10/29","108","2","1580","新麥","1890375.00","1119418.00","--","--","770957.00","--","--","770957.00","508439.00","--","262518.00","9693.00","272211.00","71994.00","200217.00","--","--","200217.00","19546.00","--","219763.00","195187.00","--","5030.00","214137.00","--","5626.00","3.89"
"114/10/29","108","2","1584","精剛","402405.00","401292.00","--","--","1113.00","--","--","1113.00","24757.00","--","-23644.00","1956.00","-21688.00","861.00","-22549.00","--","--","-22549.00","51219.00","--","28670.00","-23480.00","--","931.00","21325.00","--","7345.00","-0.28"
